_pid,partName,projectURL,_identifiers-1,_project.string_key,relatedItem_project,title-1:title_sort_portion,_digital_object_type.string_key,title-1:title_non_sort_portion,_parent_digital_objects-1.identifier,omeka_identifier-1:omeka_identifier_value,note-2:note_type,note-2:note_value,note-3:note_type,note-1:note_type,note-1:note_value,form-2:form_term.uri,genre-1:genre_term.uri,form-2:form_term.value,genre-1:genre_term.value,location-1:location_term.uri,genre-1:genre_term.authority,location-1:location_term.code,location-1:location_term.value,location-1:location_term.authority,digital_origin-1:digital_origin_value,type_of_resource-1:type_of_resource_value,date_created_textual-1:date_created_textual_value,use_and_reproduction-1:use_and_reproduction_value,date_created-1:date_created_end_value,date_created-1:date_created_start_value,collection-1:collection_term.uri,collection-1:collection_term.value,name-1:name_term.uri,name-1:name_term.value,name-1:name_term.authority,name-1:name_term.name_type,name-1:name_role-1.name_role_term.uri,name-1:name_role-1.name_role_term.value,name-1:name_role-1.name_role_term.authority,note-5:note_type,note-5:note_value,location-1:location_shelf_location-1.location_shelf_location_free_text,location-1:location_shelf_location-1.location_shelf_location_box_number,location-1:location_shelf_location-1.location_shelf_location_folder_number,language-1:language_term.uri,language-1:language_term.value,language-1:language_term.authority,object_in_context_url-1:object_in_context_url_value,place_of_origin-1:place_of_origin_value,subject_name-1:subject_name_term.uri,subject_title-1:subject_title_term.uri,subject_topic-1:subject_topic_term.uri,subject_name-1:subject_name_term.value,subject_topic-1:subject_topic_term.value,subject_title-1:subject_title_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_topic-1:subject_topic_term.authority,subject_title-1:subject_title_term.authority,subject_hierarchical_geographic-1:subject_hierarchical_geographic_city_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_state_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_county_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_borough_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_province_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_street-1.subject_hierarchical_geographic_street_value,date_created-1:date_created_type,subject_topic-2:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority
 , , , , ,1968: The Global Revolutions,Urgent Statement of the Committee of the South Vietnam National Front for Liberation for the Central Part of Vietnam. Page 5, , , ,11717,filename,https://exhibitions-dev.library.columbia.edu/1968_110_06.jpg,original_format, ,Original filename: 1968_110_06.tif|Aeon Slip No.: 133702, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1966,In Copyright, , , ,Harrison E. Salisbury Papers, ,Committee of the South Vietnam National Front for Liberation for the Central Part of Vietnam, , , , , ,holdings, ,"Box 454, Folder NA", , , ,English,iso639-2,,, , , , ,Vietnam War (1961-1975), , , , , , , , , , , ,,,,
 , , , , ,1968: The Global Revolutions,Urgent Statement of the Committee of the South Vietnam National Front for Liberation for the Central Part of Vietnam. Page 4, , , ,11716,filename,https://exhibitions-dev.library.columbia.edu/1968_110_05.jpg,original_format, ,Original filename: 1968_110_05.tif|Aeon Slip No.: 133702, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1966,In Copyright, , , ,Harrison E. Salisbury Papers, ,Committee of the South Vietnam National Front for Liberation for the Central Part of Vietnam, , , , , ,holdings, ,"Box 454, Folder NA", , , ,English,iso639-2,,, , , , ,Vietnam War (1961-1975), , , , , , , , , , , ,,,,
 , , , , ,1968: The Global Revolutions,Urgent Statement of the Committee of the South Vietnam National Front for Liberation for the Central Part of Vietnam. Page 3, , , ,11715,filename,https://exhibitions-dev.library.columbia.edu/1968_110_04.jpg,original_format, ,Original filename: 1968_110_04.tif|Aeon Slip No.: 133702, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1966,In Copyright, , , ,Harrison E. Salisbury Papers, ,Committee of the South Vietnam National Front for Liberation for the Central Part of Vietnam, , , , , ,holdings, ,"Box 454, Folder NA", , , ,English,iso639-2,,, , , , ,Vietnam War (1961-1975), , , , , , , , , , , ,,,,
 , , , , ,1968: The Global Revolutions,Urgent Statement of the Committee of the South Vietnam National Front for Liberation for the Central Part of Vietnam. [Blank Page], , , ,11714,filename,https://exhibitions-dev.library.columbia.edu/1968_110_03.jpg,original_format, ,Original filename: 1968_110_03.tif|Aeon Slip No.: 133702, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1966,In Copyright, , , ,Harrison E. Salisbury Papers, ,Committee of the South Vietnam National Front for Liberation for the Central Part of Vietnam, , , , , ,holdings, ,"Box 454, Folder NA", , , ,English,iso639-2,,, , , , ,Vietnam War (1961-1975), , , , , , , , , , , ,,,,
 , , , , ,1968: The Global Revolutions,Urgent Statement of the Committee of the South Vietnam National Front for Liberation for the Central Part of Vietnam. Page 2, , , ,11713,filename,https://exhibitions-dev.library.columbia.edu/1968_110_02.jpg,original_format, ,Original filename: 1968_110_02.tif|Aeon Slip No.: 133702, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1966,In Copyright, , , ,Harrison E. Salisbury Papers, ,Committee of the South Vietnam National Front for Liberation for the Central Part of Vietnam, , , , , ,holdings, ,"Box 454, Folder NA", , , ,English,iso639-2,,, , , , ,Vietnam War (1961-1975), , , , , , , , , , , ,,,,
 , , , , ,1968: The Global Revolutions,Urgent Statement of the Committee of the South Vietnam National Front for Liberation for the Central Part of Vietnam. Page 1, , , ,11712,filename,https://exhibitions-dev.library.columbia.edu/1968_110_01.jpg,original_format, ,Original filename: 1968_110_01.tif|Aeon Slip No.: 133702, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1966,In Copyright, , , ,Harrison E. Salisbury Papers, ,Committee of the South Vietnam National Front for Liberation for the Central Part of Vietnam, , , , , ,holdings, ,"Box 454, Folder NA", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/combat-zone--vietnam/media-wars,, , , , ,Vietnam War (1961-1975), , , , , , , , , , , ,,,,
 , , , , ,1968: The Global Revolutions,"The NFL of South Vietnam: The Only Genuine and Legal Representative of teh South Vietnamese People, Front Cover", , , ,11711,filename,https://exhibitions-dev.library.columbia.edu/1968_109_01.jpg,original_format, ,Original filename: 1968_109_01.tif|Aeon Slip No.: 133701, , ,books,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1965,In Copyright, , , ,Harrison E. Salisbury Papers, ,Liberation Editions, , , , , ,holdings, ,"Box 454, Folder NA", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/combat-zone--vietnam/mapping-vietnam,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"South Vietnam: Administrative Divisions and Military Regions, June 1967", , , ,11710,filename,https://exhibitions-dev.library.columbia.edu/1968_108_01.jpg,original_format, ,Original filename: 1968_108_01.tif|Aeon Slip No.: 134492, , ,maps,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,June 1967,In Copyright, , , ,Whitney M. Young Papers,,,,,,,,holdings, ,"Box 8, Folder Vietnam 1967", , , ,English,iso639-2,,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Vietnam Conflict Map, Reverse (unfolded)", , , ,11709,filename,https://exhibitions-dev.library.columbia.edu/1968_107_03.jpg,original_format, ,Original filename: 1968_107_03.tif|Aeon Slip No.: 134497, , ,maps,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1966,In Copyright, , , ,Whitney M. Young Papers, ,Hammond Incorporated, , , , , ,holdings, ,"Box 8, Folder Vietnam 1967", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/combat-zone--vietnam/mapping-vietnam,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Vietnam Conflict Map, Front (unfolded)", , , ,11708,filename,https://exhibitions-dev.library.columbia.edu/1968_107_02.jpg,original_format, ,Original filename: 1968_107_02.tif|Aeon Slip No.: 134497, , ,maps,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1966,In Copyright, , , ,Whitney M. Young Papers, ,Hammond Incorporated, , , , , ,holdings, ,"Box 8, Folder Vietnam 1967", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/combat-zone--vietnam/mapping-vietnam,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Vietnam Conflict Map, Front Cover (folded)", , , ,11707,filename,https://exhibitions-dev.library.columbia.edu/1968_107_01.jpg,original_format, ,Original filename: 1968_107_01.tif|Aeon Slip No.: 134497, , ,maps,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1966,In Copyright, , , ,Whitney M. Young Papers, ,Hammond Incorporated, , , , , ,holdings, ,"Box 8, Folder Vietnam 1967", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/combat-zone--vietnam/mapping-vietnam,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Liberated Areas Temporarily Occupied Areas and Contested Areas in South Vietnam (August 1965), , , ,11706,filename,https://exhibitions-dev.library.columbia.edu/1968_106_01.jpg,original_format, ,Original filename: 1968_106_01.tif|Aeon Slip No.: 133706, , ,maps,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,August 1965,In Copyright, , , ,Harrison E. Salisbury Papers, ,Mặt trận dân tộc giải phóng miền nam Việt Nam, , , , , ,holdings, ,"Box 454, Folder NA", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/combat-zone--vietnam/mapping-vietnam,, , , , ,Vietnam War (1961-1975), , , , , , , , , , , ,, ,Vietnam (Republic),fast
 , , , , ,1968: The Global Revolutions,Earth-Saving Tools. Front Cover, , , ,11705,filename,https://exhibitions-dev.library.columbia.edu/1968_105_01.jpg,original_format, ,Original filename: 1968_105_01.tif|Aeon Slip No.: 133429, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,between 1970 and 1996,In Copyright, , , ,Citizens Committee for the Protection of the Environment Records, ,Environmental Action Foundation, , , , , ,holdings, ,Box 21, , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/new-movements-rise/ecology-and-activism,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Silent Spring, Front Cover", , , ,11704,filename,https://exhibitions-dev.library.columbia.edu/1968_104_01.jpg,original_format, ,Original filename: 1968_104_01.tif|Aeon Slip No.: 134970, , ,books,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1962,In Copyright, , ,,, ,"Carson, Rachel, 1907-1964", , , , , ,holdings, ,B812C2391 W 1962, , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/new-movements-rise/ecology-and-activism,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Please Plant This Book, Seed Packets", , , ,11703,filename,https://exhibitions-dev.library.columbia.edu/1968_103_05.jpg,original_format, ,Original filename: 1968_103_05.tif|Aeon Slip No.: 138076, , ,books,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1968,In Copyright, , ,,, ,"Brautigan, Richard", , , , , ,,,,,, ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/new-movements-rise/please-plant-this-book,, , , , ,Plants, , , , , , , , , , , ,,,,
 , , , , ,1968: The Global Revolutions,"Please Plant This Book, Seed Packets", , , ,11702,filename,https://exhibitions-dev.library.columbia.edu/1968_103_04.jpg,original_format, ,Original filename: 1968_103_04.tif|Aeon Slip No.: 138076, , ,books,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1968,In Copyright, , ,,, ,"Brautigan, Richard", , , , , ,,,,,, ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/new-movements-rise/please-plant-this-book,, , , , ,Plants, , , , , , , , , , , ,,,,
 , , , , ,1968: The Global Revolutions,"Please Plant This Book, Rear Cover", , , ,11701,filename,https://exhibitions-dev.library.columbia.edu/1968_103_03.jpg,original_format, ,Original filename: 1968_103_03.tif|Aeon Slip No.: 138076, , ,books,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1968,In Copyright, , ,,, ,"Brautigan, Richard", , , , , ,,,,,, ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/new-movements-rise/please-plant-this-book,, , , , ,Plants, , , , , , , , , , , ,,,,
 , , , , ,1968: The Global Revolutions,"Please Plant This Book, Inside Pages", , , ,11700,filename,https://exhibitions-dev.library.columbia.edu/1968_103_02.jpg,original_format, ,Original filename: 1968_103_02.tif|Aeon Slip No.: 138076, , ,books,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1968,In Copyright, , ,,, ,"Brautigan, Richard", , , , , ,,,,,, ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/new-movements-rise/please-plant-this-book,, , , , ,Plants, , , , , , , , , , , ,,,,
 , , , , ,1968: The Global Revolutions,"Please Plant This Book, Front Cover", , , ,11699,filename,https://exhibitions-dev.library.columbia.edu/1968_103_01.jpg,original_format, ,Original filename: 1968_103_01.tif|Aeon Slip No.: 138076, , ,books,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1968,In Copyright, , ,,, ,"Brautigan, Richard", , , , , ,,,,,, ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/new-movements-rise/please-plant-this-book,, , , , ,Plants, , , , , , , , , , , ,,,,
 , , , , ,1968: The Global Revolutions,"Street Wall Journal, Vol. 1, No. 3", , , ,11698,filename,https://exhibitions-dev.library.columbia.edu/1968_102_01.jpg,original_format, ,Original filename: 1968_102_01.tif|Aeon Slip No.: 130552, , ,printed ephemera,Still Image, ,fast, ,"University Archives, Columbia University",local,reformatted digital,Still Image,"May 21, 1970",In Copyright, , , ,University Protest and Activism Collection, ,Black Panther Party, , , , , ,holdings, ,"Box 7, Folder 12", , , ,English,iso639-2,,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Revoltes. Front Page, , , ,11697,filename,https://exhibitions-dev.library.columbia.edu/1968_101_01.jpg,original_format, ,Original filename: 1968_101_01.tif|Aeon Slip No.: 137753, , ,periodicals,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,May 1968,In Copyright, , ,,, ,Organisation révolutionnaire de la jeunesse, , , , , ,,,,,, ,French,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/l-enrag----revolution-in-franc/paris-1968,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Internationale Situationiste No. 8, Front Cover", , , ,11696,filename,https://exhibitions-dev.library.columbia.edu/1968_100_01.jpg,original_format, ,Original filename: 1968_100_01.tif|Aeon Slip No.: 137751, , ,periodicals,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,January 1963,In Copyright, , ,,, ,"Debord, Guy, 1931-1994", , , , , ,,,,,, ,French,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/l-enrag----revolution-in-franc/paris-1968,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,End the War! Join the Moratorium, , , ,11695,filename,https://exhibitions-dev.library.columbia.edu/1968_099_01.jpg,original_format, ,Original filename: 1968_099_01.tif|Aeon Slip No.: 137744, , ,posters,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1969,In Copyright, , ,,, ,"Gilchrist, Alan L.", , , , , ,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/student_movement/end-the-war,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"The Port Huron Statement, Front Cover", , , ,11694,filename,https://exhibitions-dev.library.columbia.edu/1968_098_01.jpg,original_format, ,Original filename: 1968_098_01.tif|Aeon Slip No.: 137549, , ,books,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1962,In Copyright, , ,,, ,Students for a Democratic Society (U.S.), , , , , ,,,,,, ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/student_movement/the-port-huron-statement,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Announcement of SDS 1962 National Convention, , , ,11693,filename,https://exhibitions-dev.library.columbia.edu/1968_097_01.jpg,original_format, ,Original filename: 1968_097_01.tif|Aeon Slip No.: 137550, , ,correspondence,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1962,In Copyright, , ,,, ,"Haber, Robert Alan", , , , , ,,,,,, ,English,iso639-2,,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Circular Letter from Robert ""Al"" Haber regarding SDS", , , ,11692,filename,https://exhibitions-dev.library.columbia.edu/1968_096_01.jpg,original_format, ,Original filename: 1968_096_01.tif|Aeon Slip No.: 137550, , ,correspondence,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1962,In Copyright, , ,,, ,"Haber, Robert Alan", , , , , ,,,,,, ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/student_movement/the-port-huron-statement,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"My Fight is in the Ghettos of Philadelphia -- Not in Vietnam, Back Cover", , , ,11691,filename,https://exhibitions-dev.library.columbia.edu/1968_095_05.jpg,original_format, ,Original filename: 1968_095_05.tif|Aeon Slip No.: 130550, , ,printed ephemera,Still Image, ,fast, ,"University Archives, Columbia University",local,reformatted digital,Still Image,10/1967,In Copyright, , , ,University Protest and Activism Collection, ,"Lockman, Ronald", , , , , ,holdings, ,"Box 13, Folder 11", , , ,English,iso639-2,,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"My Fight is in the Ghettos of Philadelphia -- Not in Vietnam, p. 6-7", , , ,11690,filename,https://exhibitions-dev.library.columbia.edu/1968_095_04.jpg,original_format, ,Original filename: 1968_095_04.tif|Aeon Slip No.: 130550, , ,printed ephemera,Still Image, ,fast, ,"University Archives, Columbia University",local,reformatted digital,Still Image,10/1967,In Copyright, , , ,University Protest and Activism Collection, ,"Lockman, Ronald", , , , , ,holdings, ,"Box 13, Folder 11", , , ,English,iso639-2,,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"My Fight is in the Ghettos of Philadelphia -- Not in Vietnam, p. 4-5", , , ,11689,filename,https://exhibitions-dev.library.columbia.edu/1968_095_03.jpg,original_format, ,Original filename: 1968_095_03.tif|Aeon Slip No.: 130550, , ,printed ephemera,Still Image, ,fast, ,"University Archives, Columbia University",local,reformatted digital,Still Image,10/1967,In Copyright, , , ,University Protest and Activism Collection, ,"Lockman, Ronald", , , , , ,holdings, ,"Box 13, Folder 11", , , ,English,iso639-2,,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"My Fight is in the Ghettos of Philadelphia -- Not in Vietnam, p. 2-3", , , ,11688,filename,https://exhibitions-dev.library.columbia.edu/1968_095_02.jpg,original_format, ,Original filename: 1968_095_02.tif|Aeon Slip No.: 130550, , ,printed ephemera,Still Image, ,fast, ,"University Archives, Columbia University",local,reformatted digital,Still Image,10/1967,In Copyright, , , ,University Protest and Activism Collection, ,"Lockman, Ronald", , , , , ,holdings, ,"Box 13, Folder 11", , , ,English,iso639-2,,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"My Fight is in the Ghettos of Philadelphia -- Not in Vietnam, Front Cover", , , ,11687,filename,https://exhibitions-dev.library.columbia.edu/1968_095_01.jpg,original_format, ,Original filename: 1968_095_01.tif|Aeon Slip No.: 130550, , ,printed ephemera,Still Image, ,fast, ,"University Archives, Columbia University",local,reformatted digital,Still Image,10/1967,In Copyright, , , ,University Protest and Activism Collection, ,"Lockman, Ronald", , , , , ,holdings, ,"Box 13, Folder 11", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/student_movement/antiwar-activism,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Vietnam: This is Guernica. Back Cover, , , ,11686,filename,https://exhibitions-dev.library.columbia.edu/1968_094_09.jpg,original_format, ,Original filename: 1968_094_09.tif|Aeon Slip No.: 137547, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1967,In Copyright, , , ,Todd Gitlin Papers, ,"Oglesby, Carl, 1935-2011", , , , , ,holdings, ,"Box Box 12, Folder NA", , , ,English,iso639-2,,, , , , ,Vietnam War (1961-1975), , , , , , , , , , , ,,,,
 , , , , ,1968: The Global Revolutions,Vietnam: This is Guernica. Pages 13-14, , , ,11685,filename,https://exhibitions-dev.library.columbia.edu/1968_094_08.jpg,original_format, ,Original filename: 1968_094_08.tif|Aeon Slip No.: 137547, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1967,In Copyright, , , ,Todd Gitlin Papers, ,"Oglesby, Carl, 1935-2011", , , , , ,holdings, ,"Box Box 12, Folder NA", , , ,English,iso639-2,,, , , , ,Vietnam War (1961-1975), , , , , , , , , , , ,,,,
 , , , , ,1968: The Global Revolutions,Vietnam: This is Guernica. Pages 11-12, , , ,11684,filename,https://exhibitions-dev.library.columbia.edu/1968_094_07.jpg,original_format, ,Original filename: 1968_094_07.tif|Aeon Slip No.: 137547, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1967,In Copyright, , , ,Todd Gitlin Papers, ,"Oglesby, Carl, 1935-2011", , , , , ,holdings, ,"Box Box 12, Folder NA", , , ,English,iso639-2,,, , , , ,Vietnam War (1961-1975), , , , , , , , , , , ,,,,
 , , , , ,1968: The Global Revolutions,Vietnam: This is Guernica. Pages 9-10, , , ,11683,filename,https://exhibitions-dev.library.columbia.edu/1968_094_06.jpg,original_format, ,Original filename: 1968_094_06.tif|Aeon Slip No.: 137547, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1967,In Copyright, , , ,Todd Gitlin Papers, ,"Oglesby, Carl, 1935-2011", , , , , ,holdings, ,"Box Box 12, Folder NA", , , ,English,iso639-2,,, , , , ,Vietnam War (1961-1975), , , , , , , , , , , ,,,,
 , , , , ,1968: The Global Revolutions,Vietnam: This is Guernica. Pages 7-8, , , ,11682,filename,https://exhibitions-dev.library.columbia.edu/1968_094_05.jpg,original_format, ,Original filename: 1968_094_05.tif|Aeon Slip No.: 137547, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1967,In Copyright, , , ,Todd Gitlin Papers, ,"Oglesby, Carl, 1935-2011", , , , , ,holdings, ,"Box Box 12, Folder NA", , , ,English,iso639-2,,, , , , ,Vietnam War (1961-1975), , , , , , , , , , , ,,,,
 , , , , ,1968: The Global Revolutions,Vietnam: This is Guernica. Pages 5-6, , , ,11681,filename,https://exhibitions-dev.library.columbia.edu/1968_094_04.jpg,original_format, ,Original filename: 1968_094_04.tif|Aeon Slip No.: 137547, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1967,In Copyright, , , ,Todd Gitlin Papers, ,"Oglesby, Carl, 1935-2011", , , , , ,holdings, ,"Box Box 12, Folder NA", , , ,English,iso639-2,,, , , , ,Vietnam War (1961-1975), , , , , , , , , , , ,,,,
 , , , , ,1968: The Global Revolutions,Vietnam: This is Guernica. Pages 3-4, , , ,11680,filename,https://exhibitions-dev.library.columbia.edu/1968_094_03.jpg,original_format, ,Original filename: 1968_094_03.tif|Aeon Slip No.: 137547, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1967,In Copyright, , , ,Todd Gitlin Papers, ,"Oglesby, Carl, 1935-2011", , , , , ,holdings, ,"Box Box 12, Folder NA", , , ,English,iso639-2,,, , , , ,Vietnam War (1961-1975), , , , , , , , , , , ,,,,
 , , , , ,1968: The Global Revolutions,Vietnam: This is Guernica. Pages 1-2, , , ,11679,filename,https://exhibitions-dev.library.columbia.edu/1968_094_02.jpg,original_format, ,Original filename: 1968_094_02.tif|Aeon Slip No.: 137547, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1967,In Copyright, , , ,Todd Gitlin Papers, ,"Oglesby, Carl, 1935-2011", , , , , ,holdings, ,"Box Box 12, Folder NA", , , ,English,iso639-2,,, , , , ,Vietnam War (1961-1975), , , , , , , , , , , ,,,,
 , , , , ,1968: The Global Revolutions,"Vietnam: This is Guernica, Front Cover", , , ,11678,filename,https://exhibitions-dev.library.columbia.edu/1968_094_01.jpg,original_format, ,Original filename: 1968_094_01.tif|Aeon Slip No.: 137547, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1967,In Copyright, , , ,Todd Gitlin Papers, ,"Oglesby, Carl, 1935-2011", , , , , ,holdings, ,"Box Box 12, Folder NA", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/student_movement/antiwar-activism,, , , , ,Vietnam War (1961-1975), , , , , , , , , , , ,,,,
 , , , , ,1968: The Global Revolutions,Napalm: The American Way, , , ,11677,filename,https://exhibitions-dev.library.columbia.edu/1968_093_01.jpg,original_format, ,Original filename: 1968_093_01.tif|Aeon Slip No.: 133531, , ,printed ephemera,Still Image, ,fast, ,"University Archives, Columbia University",local,reformatted digital,Still Image,1967,In Copyright, , , ,University Protest and Activism Collection, ,Students for a Democratic Society (U.S.). Columbia University Chapter, , , , , ,holdings, ,"Box 71, Folder 3", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/student_movement/antiwar-activism,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Uncle Sam Needs You to die in Vietnam, , , ,11676,filename,https://exhibitions-dev.library.columbia.edu/1968_092_02.jpg,original_format, ,Original filename: 1968_092_02.tif|Aeon Slip No.: 129847, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1968,In Copyright, , , ,Joanne Grant Research Files, ,Columbia University. Independent Committee to End the war in Vietnam, , , , , ,holdings, ,"Box 1, Folder F. 5", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/student_movement/antiwar-activism,,,,,,,,,,,,,,,,,,,,,
