_pid,partName,projectURL,_identifiers-1,_project.string_key,relatedItem_project,title-1:title_sort_portion,_digital_object_type.string_key,title-1:title_non_sort_portion,_parent_digital_objects-1.identifier,omeka_identifier-1:omeka_identifier_value,note-2:note_type,note-2:note_value,note-3:note_type,note-1:note_type,note-1:note_value,form-2:form_term.uri,genre-1:genre_term.uri,form-2:form_term.value,genre-1:genre_term.value,location-1:location_term.uri,genre-1:genre_term.authority,location-1:location_term.code,location-1:location_term.value,location-1:location_term.authority,digital_origin-1:digital_origin_value,type_of_resource-1:type_of_resource_value,date_created_textual-1:date_created_textual_value,use_and_reproduction-1:use_and_reproduction_value,date_created-1:date_created_end_value,date_created-1:date_created_start_value,collection-1:collection_term.uri,collection-1:collection_term.value,name-1:name_term.uri,name-1:name_term.value,name-1:name_term.authority,name-1:name_term.name_type,name-1:name_role-1.name_role_term.uri,name-1:name_role-1.name_role_term.value,name-1:name_role-1.name_role_term.authority,note-5:note_type,note-5:note_value,location-1:location_shelf_location-1.location_shelf_location_free_text,location-1:location_shelf_location-1.location_shelf_location_box_number,location-1:location_shelf_location-1.location_shelf_location_folder_number,language-1:language_term.uri,language-1:language_term.value,language-1:language_term.authority,object_in_context_url-1:object_in_context_url_value,place_of_origin-1:place_of_origin_value,subject_name-1:subject_name_term.uri,subject_title-1:subject_title_term.uri,subject_topic-1:subject_topic_term.uri,subject_name-1:subject_name_term.value,subject_topic-1:subject_topic_term.value,subject_title-1:subject_title_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_topic-1:subject_topic_term.authority,subject_title-1:subject_title_term.authority,subject_hierarchical_geographic-1:subject_hierarchical_geographic_city_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_state_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_county_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_borough_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_province_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_street-1.subject_hierarchical_geographic_street_value,date_created-1:date_created_type,subject_topic-2:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority
 , , , , ,1968: The Global Revolutions,"Mots d'ordre a diffuser maintenant par tous les moyens
", , , ,11798,filename,https://exhibitions-dev.library.columbia.edu/1968_152_01.jpg,original_format, ,Original filename: 1968_152_01.tif|Aeon Slip No.: 133686, , ,caricatures and cartoons,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,"May 16, 1968",In Copyright, , ,,, ,"Debord, Guy, 1931-1994", , , , , ,holdings, ,DC420.C65 1968g, , , ,French,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/l-enrag----revolution-in-franc/situationist-international,, , , , ,Student movements, , , , , , , , , , , ,, ,France,fast
 , , , , ,1968: The Global Revolutions,Ten Days That Shook the University. Front Cover, , , ,11797,filename,https://exhibitions-dev.library.columbia.edu/1968_151_01.jpg,original_format, ,Original filename: 1968_151_01.tif|Aeon Slip No.: 133665, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1967,In Copyright, , , ,Todd Gitlin Papers, ,Internationale situationniste, , , , , ,holdings, ,Box Box 12, , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/l-enrag----revolution-in-franc/situationist-international,, , , , ,Students--Political activities, , , , , , , , , , , ,,,,
 , , , , ,1968: The Global Revolutions,L'Enragé. Back Cover, , , ,11796,filename,https://exhibitions-dev.library.columbia.edu/1968_150_09.jpg,original_format, ,"Original filename: 1968_150_09.tif|Aeon Slip No.: 127030|A reprint (in both French and in English translation) of no. 1 of L'Enrage, a satirical journal founded by Jean-Jacques Pauvert and produced in France during the May 68 events. Translated by Ruth Porter.", , ,periodicals,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,May 1968,In Copyright, , , ,Robert L. Wilbur Papers, ,"Pauvert, Jean-Jacques", , , , , ,holdings, ,Box Box F: Misc., , , ,French|English,iso639-2,,"Paris, France",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,L'Enragé. Pages 14-15, , , ,11795,filename,https://exhibitions-dev.library.columbia.edu/1968_150_08.jpg,original_format, ,"Original filename: 1968_150_08.tif|Aeon Slip No.: 127030|A reprint (in both French and in English translation) of no. 1 of L'Enrage, a satirical journal founded by Jean-Jacques Pauvert and produced in France during the May 68 events. Translated by Ruth Porter.", , ,periodicals,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,May 1968,In Copyright, , , ,Robert L. Wilbur Papers, ,"Pauvert, Jean-Jacques", , , , , ,holdings, ,Box Box F: Misc., , , ,French|English,iso639-2,,"Paris, France",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,L'Enragé. Pages 12-13, , , ,11794,filename,https://exhibitions-dev.library.columbia.edu/1968_150_07.jpg,original_format, ,"Original filename: 1968_150_07.tif|Aeon Slip No.: 127030|A reprint (in both French and in English translation) of no. 1 of L'Enrage, a satirical journal founded by Jean-Jacques Pauvert and produced in France during the May 68 events. Translated by Ruth Porter.", , ,periodicals,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,May 1968,In Copyright, , , ,Robert L. Wilbur Papers, ,"Pauvert, Jean-Jacques", , , , , ,holdings, ,Box Box F: Misc., , , ,French|English,iso639-2,,"Paris, France",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,L'Enragé. Pages 10-11, , , ,11793,filename,https://exhibitions-dev.library.columbia.edu/1968_150_06.jpg,original_format, ,"Original filename: 1968_150_06.tif|Aeon Slip No.: 127030|A reprint (in both French and in English translation) of no. 1 of L'Enrage, a satirical journal founded by Jean-Jacques Pauvert and produced in France during the May 68 events. Translated by Ruth Porter.", , ,periodicals,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,May 1968,In Copyright, , , ,Robert L. Wilbur Papers, ,"Pauvert, Jean-Jacques", , , , , ,holdings, ,Box Box F: Misc., , , ,French|English,iso639-2,,"Paris, France",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,L'Enragé. Pages 8-9, , , ,11792,filename,https://exhibitions-dev.library.columbia.edu/1968_150_05.jpg,original_format, ,"Original filename: 1968_150_05.tif|Aeon Slip No.: 127030|A reprint (in both French and in English translation) of no. 1 of L'Enrage, a satirical journal founded by Jean-Jacques Pauvert and produced in France during the May 68 events. Translated by Ruth Porter.", , ,periodicals,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,May 1968,In Copyright, , , ,Robert L. Wilbur Papers, ,"Pauvert, Jean-Jacques", , , , , ,holdings, ,Box Box F: Misc., , , ,French|English,iso639-2,,"Paris, France",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,L'Enragé. Pages 6-7, , , ,11791,filename,https://exhibitions-dev.library.columbia.edu/1968_150_04.jpg,original_format, ,"Original filename: 1968_150_04.tif|Aeon Slip No.: 127030|A reprint (in both French and in English translation) of no. 1 of L'Enrage, a satirical journal founded by Jean-Jacques Pauvert and produced in France during the May 68 events. Translated by Ruth Porter.", , ,periodicals,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,May 1968,In Copyright, , , ,Robert L. Wilbur Papers, ,"Pauvert, Jean-Jacques", , , , , ,holdings, ,Box Box F: Misc., , , ,French|English,iso639-2,,"Paris, France",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,L'Enragé. Pages 4-5, , , ,11790,filename,https://exhibitions-dev.library.columbia.edu/1968_150_03.jpg,original_format, ,"Original filename: 1968_150_03.tif|Aeon Slip No.: 127030|A reprint (in both French and in English translation) of no. 1 of L'Enrage, a satirical journal founded by Jean-Jacques Pauvert and produced in France during the May 68 events. Translated by Ruth Porter.", , ,periodicals,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,May 1968,In Copyright, , , ,Robert L. Wilbur Papers, ,"Pauvert, Jean-Jacques", , , , , ,holdings, ,Box Box F: Misc., , , ,French|English,iso639-2,,"Paris, France",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,L'Enragé. Pages 2-3, , , ,11789,filename,https://exhibitions-dev.library.columbia.edu/1968_150_02.jpg,original_format, ,"Original filename: 1968_150_02.tif|Aeon Slip No.: 127030|A reprint (in both French and in English translation) of no. 1 of L'Enrage, a satirical journal founded by Jean-Jacques Pauvert and produced in France during the May 68 events. Translated by Ruth Porter.", , ,periodicals,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,May 1968,In Copyright, , , ,Robert L. Wilbur Papers, ,"Pauvert, Jean-Jacques", , , , , ,holdings, ,Box Box F: Misc., , , ,French|English,iso639-2,,"Paris, France",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"L'Enragé , Front Cover", , , ,11788,filename,https://exhibitions-dev.library.columbia.edu/1968_150_01.jpg,original_format, ,"Original filename: 1968_150_01.tif|Aeon Slip No.: 127030|A reprint (in both French and in English translation) of no. 1 of L'Enrage, a satirical journal founded by Jean-Jacques Pauvert and produced in France during the May 68 events. Translated by Ruth Porter.", , ,periodicals,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,May 1968,In Copyright, , , ,Robert L. Wilbur Papers, ,"Pauvert, Jean-Jacques", , , , , ,holdings, ,Box Box F: Misc., , , ,French|English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/l-enrag----revolution-in-franc/french-universities,"Paris, France",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Le Pavé, p. 4", , , ,11787,filename,https://exhibitions-dev.library.columbia.edu/1968_149_04.jpg,original_format, ,Original filename: 1968_149_04.tif|Aeon Slip No.: 133716, , ,periodicals,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,May 1968,In Copyright, , ,,, ,Comité d'information révolutionnaire, , , , , ,holdings, ,DC411.P19, , , ,French,iso639-2,,"Paris, France",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Le Pavé, p. 3", , , ,11786,filename,https://exhibitions-dev.library.columbia.edu/1968_149_03.jpg,original_format, ,Original filename: 1968_149_03.tif|Aeon Slip No.: 133716, , ,periodicals,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,May 1968,In Copyright, , ,,, ,Comité d'information révolutionnaire, , , , , ,holdings, ,DC411.P19, , , ,French,iso639-2,,"Paris, France",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Le Pavé, p. 2", , , ,11785,filename,https://exhibitions-dev.library.columbia.edu/1968_149_02.jpg,original_format, ,Original filename: 1968_149_02.tif|Aeon Slip No.: 133716, , ,periodicals,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,May 1968,In Copyright, , ,,, ,Comité d'information révolutionnaire, , , , , ,holdings, ,DC411.P19, , , ,French,iso639-2,,"Paris, France",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Le Pavé, p. 1", , , ,11784,filename,https://exhibitions-dev.library.columbia.edu/1968_149_01.jpg,original_format, ,Original filename: 1968_149_01.tif|Aeon Slip No.: 133716, , ,periodicals,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,May 1968,In Copyright, , ,,, ,Comité d'information révolutionnaire, , , , , ,,,,,, ,French,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/l-enrag----revolution-in-franc/french-universities,"Paris, France",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Marxisme et Dialectique par Lucien Sève. Verso, , , ,11783,filename,https://exhibitions-dev.library.columbia.edu/1968_148_02.jpg,original_format, ,Original filename: 1968_148_02.tif|Aeon Slip No.: 131609, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,March 1968,In Copyright, , , ,European Protest and Activism Collection, ,Université Nouvelle Aix, , , , , ,,,,,, ,French,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/l-enrag----revolution-in-franc/students-and-workers,"Aix en Provence, France",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Marxisme et Dialectique par Lucien Sève. Recto, , , ,11782,filename,https://exhibitions-dev.library.columbia.edu/1968_148_01.jpg,original_format, ,Original filename: 1968_148_01.tif|Aeon Slip No.: 131609, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,March 1968,In Copyright, , , ,European Protest and Activism Collection, ,Université Nouvelle Aix, , , , , ,,,,,, ,French,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/l-enrag----revolution-in-franc/students-and-workers,"Aix en Provence, France",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Travailleurs, Etudiants, Enseignants en Lutte Pour la Democratisation des Structures de la Nation, Verso", , , ,11781,filename,https://exhibitions-dev.library.columbia.edu/1968_147_02.jpg,original_format, ,Original filename: 1968_147_02.tif|Aeon Slip No.: 131608, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,"May 18, 1968",In Copyright, , , ,European Protest and Activism Collection, ,Confédération française démocratique du travail, , , , , ,,,,,, ,French,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/l-enrag----revolution-in-franc/students-and-workers,"Marseille, France",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Travailleurs, Etudiants, Enseignants en Lutte Pour la Democratisation des Structures de la Nation, Recto", , , ,11780,filename,https://exhibitions-dev.library.columbia.edu/1968_147_01.jpg,original_format, ,Original filename: 1968_147_01.tif|Aeon Slip No.: 131608, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,"May 18, 1968",In Copyright, , , ,European Protest and Activism Collection, ,Confédération française démocratique du travail, , , , , ,,,,,, ,French,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/l-enrag----revolution-in-franc/students-and-workers,"Marseille, France",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Déclaration du Parti communiste français, , , ,11779,filename,https://exhibitions-dev.library.columbia.edu/1968_146_01.jpg,original_format, ,Original filename: 1968_146_01.tif|Aeon Slip No.: 131607, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,"May 31, 1968",In Copyright, , , ,European Protest and Activism Collection, ,Parti communiste français, , , , , ,,,,,, ,French,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/l-enrag----revolution-in-franc/students-and-workers,"Marseille, France", , , , ,Politics and government, , , , , , , , , , , ,, ,France,fast
 , , , , ,1968: The Global Revolutions,Police Beat Man to the Ground, , , ,11778,filename,https://exhibitions-dev.library.columbia.edu/1968_145_01.jpg,original_format, ,Original filename: 1968_145_01.tif|Aeon Slip No.: 131604, , ,photographs,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,May 1968,In Copyright, , , ,European Protest and Activism Collection,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/l-enrag----revolution-in-franc/street-protests-in-paris,"Paris, France",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Woman with flag in front of Eiffel Tower, , , ,11777,filename,https://exhibitions-dev.library.columbia.edu/1968_144_01.jpg,original_format, ,Original filename: 1968_144_01.tif|Aeon Slip No.: 131603, , ,photographs,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,May 1968,In Copyright, , , ,European Protest and Activism Collection,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/l-enrag----revolution-in-franc/street-protests-in-paris,"Paris, France",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Film Directors march in front of Cinema, , , ,11776,filename,https://exhibitions-dev.library.columbia.edu/1968_143_01.jpg,original_format, ,Original filename: 1968_143_01.tif|Aeon Slip No.: 131602, , ,photographs,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,May 1968,In Copyright, , , ,European Protest and Activism Collection,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/l-enrag----revolution-in-franc/street-protests-in-paris,"Paris, France",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Protesters Flee Police in Paris Street, , , ,11775,filename,https://exhibitions-dev.library.columbia.edu/1968_142_01.jpg,original_format, ,Original filename: 1968_142_01.tif|Aeon Slip No.: 131601, , ,photographs,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,May 1968,In Copyright, , , ,European Protest and Activism Collection,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/l-enrag----revolution-in-franc/street-protests-in-paris,"Paris, France",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Protester with Blood on Face, , , ,11774,filename,https://exhibitions-dev.library.columbia.edu/1968_141_01.jpg,original_format, ,Original filename: 1968_141_01.tif|Aeon Slip No.: 131600, , ,photographs,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,"May 06, 1968",In Copyright, , , ,European Protest and Activism Collection,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/l-enrag----revolution-in-franc/street-protests-in-paris,"Paris, France",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"Terrorism in Algiers, Reverse (with Caption Info)", , , ,11773,filename,https://exhibitions-dev.library.columbia.edu/1968_140_02.jpg,original_format, ,Original filename: 1968_140_02.tif|Aeon Slip No.: 131584, , ,photographs,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,"March 20, 1962",In Copyright, , , ,New Leader Records, ,Wide World Photos, , , , , ,,,,,,,,,,"Algiers, Algeria",,,,,,,,,,,,,,,,,,,,
