collection-1:collection_term.value,collection-1:collection_term.uri,name-1:name_term.value,name-1:name_term.name_type,name-1:name_term.authority,name-1:name_term.uri,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-2:name_term.value,name-2:name_term.name_type,name-2:name_term.authority,name-2:name_term.uri,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,abstract-1:abstract_value,omeka_identifier-1:omeka_identifier_value,type_of_resource-1:type_of_resource_value,object_in_context_url-1:object_in_context_url_value,location-1:location_term.code,location-1:location_term.value,location-1:location_term.authority,location-1:location_term.uri,location-1:location_shelf_location-1:location_shelf_location_free_text,location-1:location_shelf_location-1:location_shelf_location_box_number,location-1:location_sublocation,note-1:note_value,note-1:note_type,note-2:note_value,note-2:note_type,note-3:note_value,note-3:note_type,digital_origin-1:digital_origin_value,extent-1:extent_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,note-5:note_value,note-5:note_type,place_of_origin-1:place_of_origin_value,relatedItem_Project,projectURL,note-7:note_value,note-7:note_type,genre-1:genre_term.value,genre-1:genre_term.authority,genre-1:genre_term.uri,genre-2:genre_term.value,genre-2:genre_term.authority,genre-2:genre_term.uri,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_topic-3:subject_topic_term.value,subject_topic-3:subject_topic_term.authority,subject_topic-3:subject_topic_term.uri,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.uri,subject_title-1:subject_title_term.value,subject_title-1:subject_title_term.authority,subject_title-1:subject_title_term.uri,title-1:title_non_sort_portion,title-1:title_sort_portion,_identifiers-1,_parent_digital_objects-1.identifier,_digital_object_type.string_key,_project.string_key
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1800,1899,approximate,1800-1899,Part of a set of Karagheuz puppets.,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P13.01,Box: 23,,,,,,,,reformatted digital,"9.5""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,leather,original_format,Turkey,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Brander Matthews, with others, c.1925",ownership,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Buildings,fast,http://id.worldcat.org/fast/840962,,,,,,,,,,,,,,,,,,,Turkish Shadow Puppet Of Building With Columns,dramaticmuseum_tpa,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1638,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery2,,,,,,,,rbml_realia_p13.01,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkish Shadow Puppet Of Building With Columns,dramaticmuseum_tpa_000,dramaticmuseum_tpa,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"One of a set of six toy or fashion dolls of ""National Costumes""",,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P44.02,Box: 34,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"8.5""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,cloth,original_format,France,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,Figurines,fast,http://id.worldcat.org/fast/924112,,,,Nationalism and clothing,fast,http://id.worldcat.org/fast/1199820,,,,,,,,,,,,,,,,,,,Tah-dhor Prix De Beaute D'asie Doll,dramaticmuseum_tpb,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1482,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery3,,,,,,,,rbml_realia_p44.02,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tah-dhor Prix De Beaute D'asie Doll,dramaticmuseum_tpb_000,dramaticmuseum_tpb,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1800,1899,approximate,1800-1899,Part of a set of Karagheuz puppets.,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P13.18,Box: 23,,,,,,,,reformatted digital,"6.5""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,leather,original_format,Turkey,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Brander Matthews, with others, c.1925",ownership,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Clothes closets,fast,http://id.worldcat.org/fast/864670,,,,,,,,,,,,,,,,,,,Turkish Shadow Puppet Of Closet,dramaticmuseum_tpc,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1669,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery2,,,,,,,,rbml_realia_p13.18,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkish Shadow Puppet Of Closet,dramaticmuseum_tpc_000,dramaticmuseum_tpc,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"One of a set of six toy or fashion dolls of ""National Costumes""",,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P44.01,Box: 34,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"9""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,cloth,original_format,France,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,Figurines,fast,http://id.worldcat.org/fast/924112,,,,Drama,fast,http://id.worldcat.org/fast/897468,,,,,,,,,,,,,,,,,,,Toutatoua Prix De Beaute D'afrique Doll,dramaticmuseum_tpd,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1481,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery4,,,,,,,,rbml_realia_p44.01,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toutatoua Prix De Beaute D'afrique Doll,dramaticmuseum_tpd_000,dramaticmuseum_tpd,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1800,1899,approximate,1800-1899,Part of a set of Karagheuz puppets.,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P13.08,Box: 23,,,,,,,,reformatted digital,"11""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,leather,original_format,Turkey,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Brander Matthews, with others, c.1925",ownership,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Devil,fast,http://id.worldcat.org/fast/891974,,,,,,,,,,,,,,,,,,,Turkish Shadow Puppet Of Devil Holding Watering Can,dramaticmuseum_tpe,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1652,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery1,,,,,,,,rbml_realia_p13.08,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkish Shadow Puppet Of Devil Holding Watering Can,dramaticmuseum_tpe_000,dramaticmuseum_tpe,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1800,1899,approximate,1800-1899,Part of a set of Karagheuz puppets.,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P13.14,Box: 23,,,,,,,,reformatted digital,"5.5"" x 4""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,leather,original_format,Turkey,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Brander Matthews, with others, c.1925",ownership,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Flags,fast,http://id.worldcat.org/fast/926942,,,,,,,,,,,,,,,,,,,Turkish Shadow Puppet Of Flag With X Marked On It,dramaticmuseum_tpf,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1662,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery1,,,,,,,,rbml_realia_p13.14,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkish Shadow Puppet Of Flag With X Marked On It,dramaticmuseum_tpf_000,dramaticmuseum_tpf,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1800,1899,approximate,1800-1899,Part of a set of Karagheuz puppets.,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P13.20,Box: 23,,,,,,,,reformatted digital,"16"" x 10""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,leather,original_format,Turkey,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Brander Matthews, with others, c.1925",ownership,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Drama,fast,http://id.worldcat.org/fast/897468,,,,,,,,,,,,,,,,,,,Turkish Shadow Puppet Of L-shaped Piece And Attachment,dramaticmuseum_tpg,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1671,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery2,,,,,,,,rbml_realia_p13.20,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkish Shadow Puppet Of L-shaped Piece And Attachment,dramaticmuseum_tpg_000,dramaticmuseum_tpg,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1800,1899,approximate,1800-1899,Part of a set of Karagheuz puppets.,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P13.04,Box: 23,,,,,,,,reformatted digital,"8""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,leather,original_format,Turkey,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Brander Matthews, with others, c.1925",ownership,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Goats,fast,http://id.worldcat.org/fast/943979,,,,,,,,,,,,,,,,,,,Turkish Shadow Puppet Of Man With Goat Body,dramaticmuseum_tph,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1644,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery2,,,,,,,,rbml_realia_p13.04,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkish Shadow Puppet Of Man With Goat Body,dramaticmuseum_tph_000,dramaticmuseum_tph,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1800,1899,approximate,1800-1899,Part of a set of Karagheuz puppets.,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P13.03,Box: 23,,,,,,,,reformatted digital,"6""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,leather,original_format,Turkey,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Brander Matthews, with others, c.1925",ownership,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Goats,fast,http://id.worldcat.org/fast/943979,,,,,,,,,,,,,,,,,,,Turkish Shadow Puppet Of Man With Goat Body,dramaticmuseum_tpi,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1642,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery2,,,,,,,,rbml_realia_p13.03,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkish Shadow Puppet Of Man With Goat Body,dramaticmuseum_tpi_000,dramaticmuseum_tpi,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1800,1899,approximate,1800-1899,Part of a set of Karagheuz puppets.,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P13.07,Box: 23,,,,,,,,reformatted digital,"8""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,leather,original_format,Turkey,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Brander Matthews, with others, c.1925",ownership,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Horses,fast,http://id.worldcat.org/fast/960603,,,,,,,,,,,,,,,,,,,Turkish Shadow Puppet Of Man With Horse/donkey Body,dramaticmuseum_tpj,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1650,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery1,,,,,,,,rbml_realia_p13.07,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkish Shadow Puppet Of Man With Horse/donkey Body,dramaticmuseum_tpj_000,dramaticmuseum_tpj,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1800,1899,approximate,1800-1899,Part of a set of Karagheuz puppets.,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P13.05,Box: 23,,,,,,,,reformatted digital,"8.5""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,leather,original_format,Turkey,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Brander Matthews, with others, c.1925",ownership,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Drama,fast,http://id.worldcat.org/fast/897468,,,,,,,,,,,,,,,,,,,Turkish Shadow Puppet Of Man With Red Striped Cap,dramaticmuseum_tpk,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1646,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery2,,,,,,,,rbml_realia_p13.05,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkish Shadow Puppet Of Man With Red Striped Cap,dramaticmuseum_tpk_000,dramaticmuseum_tpk,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1800,1899,approximate,1800-1899,Part of a set of Karagheuz puppets.,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P13.21,Box: 23,,,,,,,,reformatted digital,"14""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,leather,original_format,Turkey,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Brander Matthews, with others, c.1925",ownership,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Monkeys,fast,http://id.worldcat.org/fast/1025486,,,,,,,,,,,,,,,,,,,"Turkish Shadow Puppet Of Monkey On Man's Back, Holding Gun",dramaticmuseum_tpl,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1672,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery2,,,,,,,,rbml_realia_p13.21,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Turkish Shadow Puppet Of Monkey On Man's Back, Holding Gun",dramaticmuseum_tpl_000,dramaticmuseum_tpl,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1800,1899,approximate,1800-1899,Part of a set of Karagheuz puppets.,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P13.02,Box: 23,,,,,,,,reformatted digital,"6""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,leather,original_format,Turkey,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Brander Matthews, with others, c.1925",ownership,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Rhinoceroses,fast,http://id.worldcat.org/fast/1097073,,,,,,,,,,,,,,,,,,,Turkish Shadow Puppet Of Rhinoceros,dramaticmuseum_tpm,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1640,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery1,,,,,,,,rbml_realia_p13.02,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkish Shadow Puppet Of Rhinoceros,dramaticmuseum_tpm_000,dramaticmuseum_tpm,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1800,1899,approximate,1800-1899,Part of a set of Karagheuz puppets.,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P13.16,Box: 23,,,,,,,,reformatted digital,"6""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,leather,original_format,Turkey,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Brander Matthews, with others, c.1925",ownership,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Rocks,fast,http://id.worldcat.org/fast/1099409,,,,,,,,,,,,,,,,,,,Turkish Shadow Puppet Of Rocks,dramaticmuseum_tpn,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1666,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery1,,,,,,,,rbml_realia_p13.16,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkish Shadow Puppet Of Rocks,dramaticmuseum_tpn_000,dramaticmuseum_tpn,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1800,1899,approximate,1800-1899,Part of a set of Karagheuz puppets.,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P13.10,Box: 23,,,,,,,,reformatted digital,"8""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,leather,original_format,Turkey,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Brander Matthews, with others, c.1925",ownership,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Rocks,fast,http://id.worldcat.org/fast/1099409,,,,,,,,,,,,,,,,,,,Turkish Shadow Puppet Of Rocks,dramaticmuseum_tpo,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1655,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery1,,,,,,,,rbml_realia_p13.10,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkish Shadow Puppet Of Rocks,dramaticmuseum_tpo_000,dramaticmuseum_tpo,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1800,1899,approximate,1800-1899,Part of a set of Karagheuz puppets.,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P13.15,Box: 23,,,,,,,,reformatted digital,"3.5""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,leather,original_format,Turkey,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Brander Matthews, with others, c.1925",ownership,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Drama,fast,http://id.worldcat.org/fast/897468,,,,,,,,,,,,,,,,,,,Turkish Shadow Puppet Of Small Square,dramaticmuseum_tpp,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1664,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery1,,,,,,,,rbml_realia_p13.15,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkish Shadow Puppet Of Small Square,dramaticmuseum_tpp_000,dramaticmuseum_tpp,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1800,1899,approximate,1800-1899,Part of a set of Karagheuz puppets.,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P13.13,Box: 23,,,,,,,,reformatted digital,"10.5""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,leather,original_format,Turkey,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Brander Matthews, with others, c.1925",ownership,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Trees,fast,http://id.worldcat.org/fast/1155984,,,,,,,,,,,,,,,,,,,Turkish Shadow Puppet Of Tree,dramaticmuseum_tpq,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1660,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery2,,,,,,,,rbml_realia_p13.13,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkish Shadow Puppet Of Tree,dramaticmuseum_tpq_000,dramaticmuseum_tpq,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1800,1899,approximate,1800-1899,Part of a set of Karagheuz puppets.,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P13.19,Box: 23,,,,,,,,reformatted digital,"6""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,leather,original_format,Turkey,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Brander Matthews, with others, c.1925",ownership,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Trees,fast,http://id.worldcat.org/fast/1155984,,,,,,,,,,,,,,,,,,,Turkish Shadow Puppet Of Trees,dramaticmuseum_tpr,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1670,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery2,,,,,,,,rbml_realia_p13.19,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkish Shadow Puppet Of Trees,dramaticmuseum_tpr_000,dramaticmuseum_tpr,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1800,1899,approximate,1800-1899,Part of a set of Karagheuz puppets.,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P13.12,Box: 23,,,,,,,,reformatted digital,"7""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,leather,original_format,Turkey,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Brander Matthews, with others, c.1925",ownership,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Trees,fast,http://id.worldcat.org/fast/1155984,,,,,,,,,,,,,,,,,,,Turkish Shadow Puppet Of Trees,dramaticmuseum_tps,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1658,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery1,,,,,,,,rbml_realia_p13.12,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkish Shadow Puppet Of Trees,dramaticmuseum_tps_000,dramaticmuseum_tps,asset,dramatic_museum
