relatedItem_collection,name,nameType,nameRelator,name_authority,name_authority_identifier,name 2,nameRelator 2,nameType 2,name_authority 2,name_authority_identifier 2,keyDate_start,keyDate_end,dateQualifier,dateCreated,abstract,abstract 2,item - featured,identifier_clio,identifier_omeka,typeOfResource,language,location_url_ObjectInContext,physicalLocation,physicalLocation_authority,shelfLocator,sublocation,note,note 2,note 3,note_filename,digitalOrigin,extent,form,form_authority,form_authority_identifier,form_originalFormat,form_originalFormat 1,place,place_authority,place_authority_identifier,relatedItem_Project,projectURL,note_ownership,publisher,languageOfCataloging,subject_topic,subject_topic_authority,subject_topic_authority_identifier,subject_topic 2,subject_topic_authority 2,subject_topic_authority_identifier 2,subject_topic 3,subject_topic_authority 3,subject_topic_authority_identifier 3,subject_topic 4,subject_topic_authority 4,subject_topic_authority_identifier 4,subject_name,subject_name_authority,subject_name_authority_identifier,subject_name 2,subject_name_authority 2,subject_name_authority_identifier 2,subject_title,subject_title_authority,subject_title_authority_identifier,subject_geographic,subject_geographic_authority,subject_geographic_authority_identifier,subject_geographic_hierarchical_street,subject_geographic_hierarchical_borough,subject_geographic_hierarchical_city,subject_geographic_hierarchical_state,subject_geographic_hierarchical_province,subject_geographic_hierarchical_country,subject_temporal,item - public,title_nonsort,title,partName,identifier_title,title2_nonsort,title2,title2_type
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,Inscription on puppet right shin on verso,,0,,1538,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_india/gallery2,NNC-RB,marcorg,"DM number: P52.01,  Box:  TSP26",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_tsp26,reformatted digital,"52""",objects,aat,,"skin, bamboo, string",Shadow puppets,India,naf,http://id.loc.gov/authorities/names/n80125948,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Indian Shadow Puppet,,dramaticmuseum_isi_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1537,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_india/gallery2,NNC-RB,marcorg,"DM number: P51.02,  Box:  TSP25",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_tsp25,reformatted digital,"55"" (64"")",objects,aat,,"skin, bamboo, string",Shadow puppets,India,naf,http://id.loc.gov/authorities/names/n80125948,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,Lakṣmaṇa (Hindu deity),fast,http://id.worldcat.org/fast/990968,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Lakshmana Shadow Puppet,,dramaticmuseum_lsc_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"Colored rod, or possibly shadow, puppet",,0,,1536,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_india/gallery3,NNC-RB,marcorg,"DM number: P42.07,  Box:  45",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p42.07,reformatted digital,"13"" (19"")",objects,aat,,"leather, wood",Rod puppets,India,naf,http://id.loc.gov/authorities/names/n80125948,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Rod puppets,fast,http://id.worldcat.org/fast/1099519,Bulls,fast,http://id.worldcat.org/fast/841533,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Bull Rod Puppet,,dramaticmuseum_bop_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"Colored rod, or possibly shadow, puppet",,0,,1535,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_india/gallery3,NNC-RB,marcorg,"DM number: P42.06,  Box:  45",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p42.06,reformatted digital,"7"" (13"")",objects,aat,,"leather, wood",Rod puppets,India,naf,http://id.loc.gov/authorities/names/n80125948,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Rod puppets,fast,http://id.worldcat.org/fast/1099519,Goats,fast,http://id.worldcat.org/fast/943979,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Yellow [goat] Rod Puppet,,dramaticmuseum_yrp_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"Colored rod, or possibly shadow, puppet",,0,,1534,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_india/gallery3,NNC-RB,marcorg,"DM number: P42.05,  Box:  45",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p42.05,reformatted digital,"7"" (11"")",objects,aat,,"leather, wood",Rod puppets,India,naf,http://id.loc.gov/authorities/names/n80125948,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Rod puppets,fast,http://id.worldcat.org/fast/1099519,Roosters,fast,http://id.worldcat.org/fast/1100382,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Rooster Rod Puppet,,dramaticmuseum_rra_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"Colored rod, or possibly shadow, puppet",,0,,1533,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_india/gallery3,NNC-RB,marcorg,"DM number: P42.04,  Box:  45",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p42.04,reformatted digital,"13""",objects,aat,,leather,Rod puppets,India,naf,http://id.loc.gov/authorities/names/n80125948,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Rod puppets,fast,http://id.worldcat.org/fast/1099519,Chariots,fast,http://id.worldcat.org/fast/852361,Horses,fast,http://id.worldcat.org/fast/960603,,,,,,,,,,,,,,,,,,,,,,,1,,Horse And Chariot Rod Puppet,,dramaticmuseum_hcr_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"Colored rod, or possibly shadow, puppet",,0,,1532,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_india/gallery3,NNC-RB,marcorg,"DM number: P42.03,  Box:  45",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p42.03,reformatted digital,"8"" (13"")",objects,aat,,"leather, wood",Rod puppets,India,naf,http://id.loc.gov/authorities/names/n80125948,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Rod puppets,fast,http://id.worldcat.org/fast/1099519,Horses,fast,http://id.worldcat.org/fast/960603,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Horse Rod Puppet,,dramaticmuseum_hrp_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"Colored rod, or possibly shadow, puppet",,0,,1531,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_india/gallery3,NNC-RB,marcorg,"DM number: P42.02,  Box:  45",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p42.02,reformatted digital,"11"" (16.5"")",objects,aat,,"leather, wood",Rod puppets,India,naf,http://id.loc.gov/authorities/names/n80125948,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Rod puppets,fast,http://id.worldcat.org/fast/1099519,Elephants,fast,http://id.worldcat.org/fast/908011,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Elephant Rod Puppet,,dramaticmuseum_erp_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"Colored rod, or possibly shadow, puppet",,0,,1530,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_india/gallery3,NNC-RB,marcorg,"DM number: P42.01,  Box:  45",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p42.01,reformatted digital,"4.5"" (16"")",objects,aat,,"leather, wood",Rod puppets,India,naf,http://id.loc.gov/authorities/names/n80125948,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Rod puppets,fast,http://id.worldcat.org/fast/1099519,Worms,fast,http://id.worldcat.org/fast/1181421,Fishes,fast,http://id.worldcat.org/fast/926361,,,,,,,,,,,,,,,,,,,,,,,1,,Green Worm Or Fish Rod Puppet,,dramaticmuseum_gwf_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1529,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_indonesia/gallery1,NNC-RB,marcorg,"DM number: P86,  Box:  32",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p86,reformatted digital,"12"", 12""",objects,aat,,"string, leather, beads",Rod puppets,Indonesia,naf,http://id.loc.gov/authorities/names/n80083633,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Rod puppets,fast,http://id.worldcat.org/fast/1099519,Wayang plays,fast,http://id.worldcat.org/fast/1172955,Wings (Anatomy),fast,http://id.worldcat.org/fast/1716070,,,,,,,,,,,,,,,,,,,,,,,1,,Two Wings For Wayang Golek Rod Puppet,,dramaticmuseum_tww_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1528,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_indonesia/gallery2,NNC-RB,marcorg,"DM number: P85,  Box:  32",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p85,reformatted digital,"10"" - 15""",objects,aat,,wood,Rod puppets,Indonesia,naf,http://id.loc.gov/authorities/names/n80083633,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Rod puppets,fast,http://id.worldcat.org/fast/1099519,Wayang plays,fast,http://id.worldcat.org/fast/1172955,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Six Rods For Wayang Golek Rod Puppets,,dramaticmuseum_src_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1527,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_indonesia/gallery2,NNC-RB,marcorg,"DM number: P84,  Box:  32",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p84,reformatted digital,"3"" (14.5"")",objects,aat,,wood,Rod puppets,Indonesia,naf,http://id.loc.gov/authorities/names/n80083633,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Rod puppets,fast,http://id.worldcat.org/fast/1099519,Wayang plays,fast,http://id.worldcat.org/fast/1172955,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Arm Of Missing Wayang Golek Rod Puppet,,dramaticmuseum_awg_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1526,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_indonesia/gallery1,NNC-RB,marcorg,"DM number: P82,  Box:  30",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p82,reformatted digital,"20"" x 10""",objects,aat,,"wood, leather",Shadow puppets,Indonesia,naf,http://id.loc.gov/authorities/names/n80083633,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,Wayang plays,fast,http://id.worldcat.org/fast/1172955,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Wayang Puppet,,dramaticmuseum_wpa_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,Fragmentary; glued to mat board.,,0,,1525,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_indonesia/gallery1,NNC-RB,marcorg,"DM number: P81,  Box:  30",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p81,reformatted digital,"20"" x 10""",objects,aat,,"wood, paper",Shadow puppets,Indonesia,naf,http://id.loc.gov/authorities/names/n80083633,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,Wayang plays,fast,http://id.worldcat.org/fast/1172955,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Wayang Puppet,,dramaticmuseum_wpb_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,Arm housed separately in same box,,0,,1524,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_indonesia/gallery1,NNC-RB,marcorg,"DM number: P39.04,  Box:  32",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p39.04_a,reformatted digital,"18""",objects,aat,,wood,Rod puppets,Indonesia,naf,http://id.loc.gov/authorities/names/n80083633,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Rod puppets,fast,http://id.worldcat.org/fast/1099519,Wayang plays,fast,http://id.worldcat.org/fast/1172955,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Wajang Golek Rod Puppet,,dramaticmuseum_wga_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1523,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_indonesia/gallery1,NNC-RB,marcorg,"DM number: P39.03,  Box:  32",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p39.03,reformatted digital,"15.5""",objects,aat,,wood,Rod puppets,Indonesia,naf,http://id.loc.gov/authorities/names/n80083633,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Rod puppets,fast,http://id.worldcat.org/fast/1099519,Wayang plays,fast,http://id.worldcat.org/fast/1172955,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Wajang Golek Rod Puppet,,dramaticmuseum_wgb_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,Upper arm and lower legs housed in Box 33,,0,,1522,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_indonesia/gallery1,NNC-RB,marcorg,"DM number: P39.01,  Box:  32",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p39.01,reformatted digital,"17""",objects,aat,,wood,Rod puppets,Indonesia,naf,http://id.loc.gov/authorities/names/n80083633,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Rod puppets,fast,http://id.worldcat.org/fast/1099519,Wayang plays,fast,http://id.worldcat.org/fast/1172955,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Wajang Golek Rod Puppet With Red Face,Body,dramaticmuseum_wgc_001,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"2 legs, one with rod, housed in Box 32",,0,,1521,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_indonesia/gallery2,NNC-RB,marcorg,"DM number: P18.03,  Box:  33",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p18.03,reformatted digital,"19""",objects,aat,,wood,Rod puppets,Indonesia,naf,http://id.loc.gov/authorities/names/n80083633,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Purchased by John Mulholland for Brander Matthews Dramatic Museum, 1926",,eng,Rod puppets,fast,http://id.worldcat.org/fast/1099519,Wayang plays,fast,http://id.worldcat.org/fast/1172955,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Wajang Golek Rod Puppet With White Face,,dramaticmuseum_wgg_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,2 upper arms and 2 lower arms from P18.02,,0,,1520,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_indonesia/gallery2,NNC-RB,marcorg,"DM number: P18.02',  Box:  32",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p18.02-2,reformatted digital,"4"", 4"", 4"", 4"" (15"")",objects,aat,,wood,Rod puppets,Indonesia,naf,http://id.loc.gov/authorities/names/n80083633,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Purchased by John Mulholland for Brander Matthews Dramatic Museum, 1926",,eng,Rod puppets,fast,http://id.worldcat.org/fast/1099519,Wayang plays,fast,http://id.worldcat.org/fast/1172955,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Wajang Golek Puppet With Orange/pink Face,,dramaticmuseum_wge_002,Limbs,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1519,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_indonesia/gallery1,NNC-RB,marcorg,"DM number: P18.02,  Box:  31",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p18.02,reformatted digital,"27""",objects,aat,,wood,Rod puppets,Indonesia,naf,http://id.loc.gov/authorities/names/n80083633,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Purchased by John Mulholland for Brander Matthews Dramatic Museum, 1926",,eng,Rod puppets,fast,http://id.worldcat.org/fast/1099519,Wayang plays,fast,http://id.worldcat.org/fast/1172955,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Wajang Golek Puppet With Orange/pink Face,,dramaticmuseum_wge_001,Body,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,Arms in box separately,,0,,1518,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_indonesia/gallery1,NNC-RB,marcorg,"DM number: P18.01,  Box:  31",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p18.01,reformatted digital,"24""",objects,aat,,wood,Rod puppets,Indonesia,naf,http://id.loc.gov/authorities/names/n80083633,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Purchased by John Mulholland for Brander Matthews Dramatic Museum, 1926",,eng,Rod puppets,fast,http://id.worldcat.org/fast/1099519,Wayang plays,fast,http://id.worldcat.org/fast/1172955,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Wajang Golek Rod Puppet With Light Yellow Face,,dramaticmuseum_wgd_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1517,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_indonesia/gallery2,NNC-RB,marcorg,"DM number: P39.02,  Box:  33",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p39.02,reformatted digital,"16""",objects,aat,,wood,Rod puppets,Indonesia,naf,http://id.loc.gov/authorities/names/n80083633,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Rod puppets,fast,http://id.worldcat.org/fast/1099519,Wayang plays,fast,http://id.worldcat.org/fast/1172955,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Wajang Golek Rod Puppet With Red Face,Limbs,dramaticmuseum_wgc_002,,,
