_digital_object_type.string_key,_pid,_identifiers-1,_parent_digital_objects-1.identifier,note-1:note_type,note-1:note_value,note-2:note_type,note-2:note_value,title-1:title_non_sort_portion,title-1:title_sort_portion,alternative_title-1:alternative_title_value,publisher-1:publisher_value,location-1:location_term.value,location-1:location_term.uri,collection-1:collection_term.value,collection-1:collection_term.uri,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_type,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_level,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_title,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_type,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_level,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_title,collection-2:collection_term.value,collection-2:collection_term.uri,location-1:location_shelf_location-1:location_shelf_location_free_text,location-1:location_shelf_location-1:location_shelf_location_box_number,location-1:location_shelf_location-1:location_shelf_location_folder_number,location-1:location_shelf_location-1:location_shelf_location_item_number,omeka_identifier-1:omeka_identifier_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,form-2:form_term.value,form-2:form_term.authority,form-2:form_term.uri,date_created_textual-1:date_created_textual_value,date_created-1:date_created_type,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_key_date,place_of_origin-1:place_of_origin_value,object_in_context_url-1:object_in_context_url_value,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,language-2:language_term.value,language-2:language_term.authority,language-2:language_term.uri,language-3:language_term.value,language-3:language_term.authority,language-3:language_term.uri,language-4:language_term.value,language-4:language_term.authority,language-4:language_term.uri,clio_identifier-1:clio_identifier_value,extent-1:extent_value,name-1:name_term.value,name-1:name_term.name_type,name-1:name_term.authority,name-1:name_term.uri,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-1:name_role-2:name_role_term.value,name-1:name_role-2:name_role_term.authority,name-1:name_role-2:name_role_term.uri,name-1:name_usage_primary,name-2:name_term.value,name-2:name_term.name_type,name-2:name_term.authority,name-2:name_term.uri,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.authority,subject_geographic-1:subject_geographic_term.uri,subject_title-1:subject_title_term.value,subject_title-1:subject_title_term.authority,subject_title-1:subject_title_term.uri,genre-1:genre_term.value,genre-1:genre_term.authority,genre-1:genre_term.uri,note-3:note_type,note-3:note_value,note-4:note_value,abstract-1:abstract_value,type_of_resource-1:type_of_resource_value,digital_origin-1:digital_origin_value,use_and_reproduction-1:use_and_reproduction_term.value,use_and_reproduction-1:use_and_reproduction_term.authority,use_and_reproduction-1:use_and_reproduction_term.uri,restriction_on_access-1:restriction_on_access_value,_project.string_key,_restrictions.restricted_size_image
item,,yid_om_dis,,,,,,,Diskursn,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/a274309e-79c3-4341-8a72-983a4a8290ea,Rare Book & Manuscript Library General Manuscript Collection,http://id.library.columbia.edu/term/a1127dc3-05a8-456b-866a-cfa0c53c2369,,,,,,,Hebrew Manuscripts (Columbia University Libraries),http://id.library.columbia.edu/term/5dbda953-4e4e-4021-a107-7042fddd0668,General MS 066,,,,,manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,,,,1797,,1797,,TRUE,Amsterdam,,Yiddish,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/yid,,,,,,,,,,11549222,,,,,,,,,,,,,,,,,,,,,,,,Jews,fast,http://id.worldcat.org/fast/983135,,,,Amsterdam (Netherlands),naf,http://id.loc.gov/authorities/names/n78095634,,,,,,,,,,,text,reformatted digital,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,FALSE
asset,,yid_om_dis_001,yid_om_dis,filename,https://exhibitions-dev.library.columbia.edu/General_66_002.jpg,,,,First leaf of text,,,,,,,,,,,,,,,,,,,11529,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/ritual/discursn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
item,cul:dz08kprsd6,yid_om_eqb,,,,,,,"Eastern questionnaire, blue book for Interviewee 47236, answers for pages 001-014",,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/a274309e-79c3-4341-8a72-983a4a8290ea,Language and Culture Archive of Ashkenazic Jewry,http://id.library.columbia.edu/term/2f99b16c-e6bf-445a-8b5f-7e9016f93905,,,,,,,,,,79,,,,blue books,local,http://id.library.columbia.edu/term/4078e75c-98c6-4d0f-929c-b90c9834c467,,,,Between 1959 and 1972,approximate,1959,1972,TRUE,New York,,Yiddish,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/yid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,,TRUE
asset,cul:vq83bk3kmb,yid_om_eqb_006,yid_om_eqb,filename,https://exhibitions-dev.library.columbia.edu/cul_vq83bk3kmb.jpg,,,,blue book page 006,,,,,,,,,,,,,,,,,,,11528,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/lcaaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,Public Access,,TRUE
item,cul:r4xgxd25rh,yid_om_eqa,,,,,,,"Eastern questionnaire, answer sheet for Interviewee 47233, page 082",,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/a274309e-79c3-4341-8a72-983a4a8290ea,Language and Culture Archive of Ashkenazic Jewry,http://id.library.columbia.edu/term/2f99b16c-e6bf-445a-8b5f-7e9016f93905,,,,,,,,,,79,,,,answer sheets,local,http://id.library.columbia.edu/term/75ee44dc-4093-45b8-99a6-402a89436617,,,,Between 1959 and 1972,approximate,1959,1972,TRUE,New York,,Yiddish,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/yid,,,,,,,,,,,,Interviewee 47233,personal,,temp:eaf52a08c3d6e87271c3d674c01b54d194b78f603a09927ff34c04a42e339758,Interviewee,marcrelator,http://id.loc.gov/vocabulary/relators/ive,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,,TRUE
asset,cul:r4xgxd25rh,yid_om_eqa_000,yid_om_eqa,filename,https://exhibitions-dev.library.columbia.edu/cul_r4xgxd25rh.jpg,,,,"Eastern questionnaire, answer sheet for Interviewee 47233, page 082",,,,,,,,,,,,,,,,,,,11527,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/lcaaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,Public Access,,TRUE
item,cul:zpc866t2r5,yid_om_eqc,,,,,,,"Eastern questionnaire, computer printout, Black Binder series, box 191, volume 002",,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/a274309e-79c3-4341-8a72-983a4a8290ea,Language and Culture Archive of Ashkenazic Jewry,http://id.library.columbia.edu/term/2f99b16c-e6bf-445a-8b5f-7e9016f93905,,,,,,,,,,191,,,,printouts,aat,http://vocab.getty.edu/aat/300028467,,,,Between 1959 and 1972,approximate,1959,1972,TRUE,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,,TRUE
asset,cul:vx0k6djjqn,yid_om_eqc_000,yid_om_eqc,filename,https://exhibitions-dev.library.columbia.edu/cul_vx0k6djjqn.jpg,,,,Printout (082010),,,,,,,,,,,,,,,,,,,11526,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/lcaaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,Public Access,,TRUE
item,,yid_om_ser,,,,,,,Student enrollment record for David Pinski,,Columbia University,"University Archives, Columbia University",http://id.library.columbia.edu/term/993db1bc-2347-4b0d-ab1c-d5714ec82683,Office of the Registrar Records,temp:d6c320eaab939f883796ab9161bedcee16471fb2ee3a2da2939d40eabd01c18f,,,,,,,,,,42,,UA#0084,,administrative records,aat,http://vocab.getty.edu/page/aat/300027425,,,,23-Sep-03,,1903-09-23,,TRUE,New York,,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,,,,,,Columbia University,corporate,naf,http://id.loc.gov/authorities/names/n81024714,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,TRUE,,,,,,,,"Pinski, David, 1872-1959",personal,naf,http://id.loc.gov/authorities/names/n82112010,,,,,,,,,,,,,,,,,,,,text,reformatted digital,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,FALSE
asset,,yid_om_ser_000,yid_om_ser,filename,https://exhibitions-dev.library.columbia.edu/1800140001.jpg,,,,Student enrollment record for David Pinski,,,,,,,,,,,,,,,,,,,11525,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/academic/pinski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
item,,yid_om_kim,,,,,,Der,"Katter ; Ikx, Mikx, Drikx, Por Porcelain Teller, Di Shveblach",,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/a274309e-79c3-4341-8a72-983a4a8290ea,Rare Book & Manuscript Library General Manuscript Collection,http://id.library.columbia.edu/term/a1127dc3-05a8-456b-866a-cfa0c53c2369,,,,,,,Hebrew Manuscripts (Columbia University Libraries),http://id.library.columbia.edu/term/5dbda953-4e4e-4021-a107-7042fddd0668,MS General 225,,,,,manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,,,,1879,,1879,,TRUE,Russia,,Yiddish,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/yid,,,,,,,,,,9160969,,"Goldfaden, Abraham, 1840-1908",personal,naf,http://id.loc.gov/authorities/names/n87933242,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,Drama,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026297,ownership,"Acquired from Kestenbaum and Co., 2011",,,text,reformatted digital,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,FALSE
asset,,yid_om_kim_201,yid_om_kim,filename,https://exhibitions-dev.library.columbia.edu/General_225_001.jpg,,,,First leaf of text 2,,,,,,,,,,,,,,,,,,,11524,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/theatre/goldfadn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
asset,,yid_om_kim_101,yid_om_kim,filename,https://exhibitions-dev.library.columbia.edu/General_225_000B.jpg,,,,First leaf of text 1,,,,,,,,,,,,,,,,,,,11523,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/theatre/goldfadn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
item,,yid_om_nol,,,,,,A,New-Old Language,,Columbia University,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/a274309e-79c3-4341-8a72-983a4a8290ea,,,,,,,,,,,,235,21,,,clippings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm002169,,,,1972,,1972,,TRUE,New York,,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,,,,3090238,,,,,,,,,,,,,,,,,,,,,,,,Yiddish language--Study and teaching,fast,http://id.worldcat.org/fast/1182815,,,,,,,,,,,,,,All of the digitized editions of Columbia College Today from 1954-2016 are available on the Internet Archive: https://archive.org/search.php?query=creator%3A%22Columbia+College+%28Columbia+University%29.+Office+of+Alumni+Affairs+and+Development%22,,"Columbia College Today. Winter 1972. Vol. 1 No. 1, pages 6-7",text,reformatted digital,In Copyright - Educational Use Permitted,rightsstatements,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,TRUE
asset,,yid_om_nol_002,yid_om_nol,filename,https://exhibitions-dev.library.columbia.edu/ldpd_12981092_017_0006.jpg,,,,[Page 2],,,,,,,,,,,,,,,,,,,11522,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/academic/beginnings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Copyright - Educational Use Permitted,rightsstatements,http://rightsstatements.org/vocab/InC-EDU/1.0/,Public Access,,TRUE
asset,,yid_om_nol_001,yid_om_nol,filename,https://exhibitions-dev.library.columbia.edu/ldpd_12981092_017_0005.jpg,,,,[Page 1],,,,,,,,,,,,,,,,,,,11521,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/academic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Copyright - Educational Use Permitted,rightsstatements,http://rightsstatements.org/vocab/InC-EDU/1.0/,Public Access,,TRUE
item,,yid_om_dhk,,,,,,Der,hokhmut kumpt fur ein fahll : ein shoyshpil,שויא שפיהל : מחזה לפורים ביידיש,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/a274309e-79c3-4341-8a72-983a4a8290ea,X Manuscripts,http://id.library.columbia.edu/term/17de684a-44c0-435c-9ace-d4be17b4e1d2,,,,,,,Hebrew Manuscripts (Columbia University Libraries),http://id.library.columbia.edu/term/5dbda953-4e4e-4021-a107-7042fddd0668,MS X893.2 M85,,,,,manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,,,,1800-1900,approximate,1800,1900,TRUE,Germany?,,Yiddish,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/yid,,,,,,,,,,11547468,,,,,,,,,,,,,,,,,,,,,,,,Purim,fast,http://id.worldcat.org/fast/1084333,,,,,,,,,,Drama,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026297,,,,,text,reformatted digital,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,FALSE
asset,,yid_om_dhk_001,yid_om_dhk,filename,https://exhibitions-dev.library.columbia.edu/X893.2_M85_006.jpg,,,,First leaf of text,,,,,,,,,,,,,,,,,,,11519,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/theatre/shoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
item,,yid_om_mmr,,,,,,,Mayse min rabi yosef della reyna,"מעשה מין רבי יוסף דלה ריינה [כ""י]",,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/a274309e-79c3-4341-8a72-983a4a8290ea,Rare Book & Manuscript Library General Manuscript Collection,http://id.library.columbia.edu/term/a1127dc3-05a8-456b-866a-cfa0c53c2369,,,,,,,Hebrew Manuscripts (Columbia University Libraries),http://id.library.columbia.edu/term/5dbda953-4e4e-4021-a107-7042fddd0668,MS General 238,,,,,manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,,,,19th century,approximate,1801,1900,TRUE,,,Yiddish,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/yid,,,,,,,,,,10278060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text,reformatted digital,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,FALSE
asset,,yid_om_mmr_001,yid_om_mmr,filename,https://exhibitions-dev.library.columbia.edu/General_238_006.jpg,,,,First leaf of text,,,,,,,,,,,,,,,,,,,11517,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/early/dellareyna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
item,,yid_om_sru,,,,,,,Sefer Refu''os U-segulos,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/a274309e-79c3-4341-8a72-983a4a8290ea,Rare Book & Manuscript Library General Manuscript Collection,http://id.library.columbia.edu/term/a1127dc3-05a8-456b-866a-cfa0c53c2369,,,,,,,,,General MS 262,,,,,manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,,,,15th century,approximate,1401,1500,TRUE,N. Italy,,Yiddish,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/yid,,,,,,,,,,11681503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text,reformatted digital,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,FALSE
asset,,yid_om_sru_001,yid_om_sru,filename,https://exhibitions-dev.library.columbia.edu/ldpd_11728201_000_0002.jpg,,,,First leaf of text,,,,,,,,,,,,,,,,,,,11516,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/early,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
item,,yid_om_mtp,,,,,,,Milking the Public,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/a274309e-79c3-4341-8a72-983a4a8290ea,Art Young Drawings and Cartoons,http://id.library.columbia.edu/term/e7e0df32-a523-40e4-98a5-2083801a3765,,,,,,,,,,,,,,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Caricatures and cartoons,lcsh,http://id.loc.gov/authorities/subjects/sh99001940,circa 1919-1922,approximate,1919,1922,TRUE,,,,,,,,,,,,,,,,Flat,"Young, Art, 1866-1943",personal,naf,http://id.loc.gov/authorities/names/n83214840,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,reformatted digital,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,FALSE
asset,,yid_om_mtp_001,yid_om_mtp,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0001.jpg,original filename,rbml_yiddish_0001.tif,,Milking the Public,,,,,,,,,,,,,,,,,,,11515,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/press/young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
asset,,yid_om_mtp_002,yid_om_mtp,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0002.jpg,original filename,rbml_yiddish_0002.tif,,Closeup of label,,,,,,,,,,,,,,,,,,,11514,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/press/young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
asset,,yid_om_mtp_003,yid_om_mtp,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0003.jpg,original filename,rbml_yiddish_0003.tif,,Full-size backlit,,,,,,,,,,,,,,,,,,,11513,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/press/young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
item,,yid_om_sem,,,,,,,Sefer Mishle,Mishle: Oyz giligt oyf taytsh...un vil peshotim fun der gemara,Yitshak ben Aharon,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/a274309e-79c3-4341-8a72-983a4a8290ea,Temple Emanuel Library of Hebrew and Rabbinical Literature,http://id.library.columbia.edu/term/eb2f35cc-e8ef-49f2-97de-734d76570f46,,,,,,,,,893.1BJ B82,,,,,books,aat,http://vocab.getty.edu/aat/300028051,,,,1581 or 1582,questionable,1581,1582,TRUE,Cracow,,Hebrew,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/heb,Yiddish,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/yid,,,,,,,12801018,,"Mordekhai ben Yaʻaḳov, mi-Ṭoyplits",personal,naf,http://id.loc.gov/authorities/names/nb2009007399,Translator,marcrelator,http://id.loc.gov/vocabulary/relators/trl,Commentator,marcrealtor,http://id.loc.gov/vocabulary/relators/cmm,,,,,,,,,,,,,,,,,,,,,,Bible. Proverbs,fast,http://id.worldcat.org/fast/1808095,,,,ownership,"Donated to Columbia by Temple Emanu-el, 1892",,Translation and commentary of Mishle w/Talmudic glosses,text,reformatted digital,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,FALSE
asset,,yid_om_sem_001,yid_om_sem,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0004.jpg,original filename,rbml_yiddish_0004.tif,,First leaf of text,,,,,,,,,,,,,,,,,,,11512,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/early/mishle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
item,,yid_om_jgr,,,,,,,"Jüdischer Geschicht-Roman, von dem grossen König Arturo in Engelland, und dem tapffern Helden Wieduwilt",,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/a274309e-79c3-4341-8a72-983a4a8290ea,,,,,,,,,,,B893.1 W12,,,,,books,aat,http://vocab.getty.edu/aat/300028051,,,,1699,,1699,,TRUE,Königsberg,,Yiddish,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/yid,,,,,,,,,,7476742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arthurian romances,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026227,ownership,"Library of Henry Livingston Thomas, 1905",Contained in: Johann Christof Wagenseils Belehrung der Jüdisch-Teutschen Red-  und Schreibart ,"""Jüdischer Geschicht-Roman, von dem grossen König Arturo in Engelland, und dem tapffern Helden Wieduwilt."" ("" ... Ein schön mäase von König Artis hof ... und von dem berühmten Ritter Wieduwilt ... "") -- p. 149- 302 (a Yiddish adaptation by an unknown author of Wirnt von Gravenberg's poem Wigalois - presumably reprinted from an edition published by Joseph of Witzenhausen at Amsterdam prior to 1680, now lost. Cf. L. Landau, Arthurian legends.",text,reformatted digital,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,FALSE
asset,,yid_om_jgr_150,yid_om_jgr,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0005.jpg,original filename,rbml_yiddish_0005.tif,,Leaf before 151,,,,,,,,,,,,,,,,,,,11511,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/early/arthur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
asset,,yid_om_jgr_157,yid_om_jgr,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0006.jpg,original filename,rbml_yiddish_0006.tif,,Page 157,,,,,,,,,,,,,,,,,,,11510,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/early/arthur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
asset,,yid_om_jgr_158,yid_om_jgr,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0007.jpg,original filename,rbml_yiddish_0007.tif,,Pages 158-159 (spread),,,,,,,,,,,,,,,,,,,11509,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/early/arthur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
asset,,yid_om_jgr_160,yid_om_jgr,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0008.jpg,original filename,rbml_yiddish_0008.tif,,Pages 160-161 (spread),,,,,,,,,,,,,,,,,,,11508,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/early/arthur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
asset,,yid_om_jgr_292,yid_om_jgr,filename,https://exhibitions-dev.library.columbia.edu/rbml_yiddish_0009.jpg,original filename,rbml_yiddish_0009.tif,,Pages 292-293 (spread),,,,,,,,,,,,,,,,,,,11507,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/yiddish-columbia/early/arthur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,Public Access,,FALSE
