use_and_reproduction-1:use_and_reproduction_value,_pid,partName,projectURL,_identifiers-1,note-2:note_type,note-2:note_value,relatedItem_project,_project.string_key,title-1:title_sort_portion,_digital_object_type.string_key,title-1:title_non_sort_portion,_parent_digital_objects-1.identifier,omeka_identifier-1:omeka_identifier_value,genre-1:genre_term.uri,genre-1:genre_term.value,genre-1:genre_term.authority,date_created-1:date_created_end_value,date_created-1:date_created_start_value,date_created_textual-1:date_created_textual_value,form-2:form_term.uri,form-2:form_term.value,note-3:note_type,note-1:note_type,note-1:note_value,language-1:language_term.uri,language-1:language_term.value,language-1:language_term.authority,digital_origin-1:digital_origin_value,type_of_resource-1:type_of_resource_value,object_in_context_url-1:object_in_context_url_value,location-1:location_term.uri,location-1:location_term.code,location-1:location_term.value,location-1:location_term.authority,note-5:note_type,note-5:note_value,location-1:location_shelf_location-1.location_shelf_location_free_text,location-1:location_shelf_location-1.location_shelf_location_box_number,location-1:location_shelf_location-1.location_shelf_location_folder_number,clio_identifier-1:clio_identifier_value,collection-1:collection_term.uri,collection-1:collection_term.value,collection-2:collection_term.uri,collection-2:collection_term.value,name-1:name_term.uri,name-1:name_term.value,name-1:name_term.name_type,name-1:name_term.authority,name-1:name_role-1.name_role_term.uri,name-1:name_role-1.name_role_term.value,name-1:name_role-1.name_role_term.authority,date_created-1:date_created_type,subject_name-1:subject_name_term.uri,subject_topic-1:subject_topic_term.uri,subject_name-1:subject_name_term.value,subject_title-1:subject_title_term.uri,subject_topic-1:subject_topic_term.value,subject_title-1:subject_title_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_topic-1:subject_topic_term.authority,subject_title-1:subject_title_term.authority,subject_hierarchical_geographic-1:subject_hierarchical_geographic_city_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_state_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_county_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_borough_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_province_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_street-1.subject_hierarchical_geographic_street_value,note-7:note_type,note-7:note_value
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0034.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Teaching the Humanities typescript. page 3, , , ,12128, ,still image,fast, , ,1938, ,documents,original_format, ,original filename: RBML_Core_0034, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1930s/people, , ,"University Archives, Columbia University",local,holdings, ,"Box 28, folder 11", , ,6953649, ,Core Curriculum Records,,, ,"Barzun, Jacques, 1907-2012", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0035.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Teaching the Humanities typescript. page 4, , , ,12129, ,still image,fast, , ,1938, ,documents,original_format, ,original filename: RBML_Core_0035, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1930s/people, , ,"University Archives, Columbia University",local,holdings, ,"Box 28, folder 11", , ,6953649, ,Core Curriculum Records,,, ,"Barzun, Jacques, 1907-2012", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0036.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Teaching the Humanities typescript. page 5, , , ,12130, ,still image,fast, , ,1938, ,documents,original_format, ,original filename: RBML_Core_0036, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1930s/people, , ,"University Archives, Columbia University",local,holdings, ,"Box 28, folder 11", , ,6953649, ,Core Curriculum Records,,, ,"Barzun, Jacques, 1907-2012", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0037.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Teaching the Humanities typescript. page 6, , , ,12131, ,still image,fast, , ,1938, ,documents,original_format, ,original filename: RBML_Core_0037, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1930s/people, , ,"University Archives, Columbia University",local,holdings, ,"Box 28, folder 11", , ,6953649, ,Core Curriculum Records,,, ,"Barzun, Jacques, 1907-2012", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0038.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Teaching the Humanities typescript. page 7, , , ,12132, ,still image,fast, , ,1938, ,documents,original_format, ,original filename: RBML_Core_0038, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1930s/people, , ,"University Archives, Columbia University",local,holdings, ,"Box 28, folder 11", , ,6953649, ,Core Curriculum Records,,, ,"Barzun, Jacques, 1907-2012", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0039.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Teaching the Humanities typescript. page 8, , , ,12133, ,still image,fast, , ,1938, ,documents,original_format, ,original filename: RBML_Core_0039, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1930s/people, , ,"University Archives, Columbia University",local,holdings, ,"Box 28, folder 11", , ,6953649, ,Core Curriculum Records,,, ,"Barzun, Jacques, 1907-2012", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0040.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Teaching the Humanities typescript. page 9, , , ,12134, ,still image,fast, , ,1938, ,documents,original_format, ,original filename: RBML_Core_0040, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1930s/people, , ,"University Archives, Columbia University",local,holdings, ,"Box 28, folder 11", , ,6953649, ,Core Curriculum Records,,, ,"Barzun, Jacques, 1907-2012", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0041.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Teaching the Humanities typescript. page 10, , , ,12135, ,still image,fast, , ,1938, ,documents,original_format, ,original filename: RBML_Core_0041, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1930s/people, , ,"University Archives, Columbia University",local,holdings, ,"Box 28, folder 11", , ,6953649, ,Core Curriculum Records,,, ,"Barzun, Jacques, 1907-2012", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0042.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Teaching the Humanities typescript. page 11, , , ,12136, ,still image,fast, , ,1938, ,documents,original_format, ,original filename: RBML_Core_0042, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1930s/people, , ,"University Archives, Columbia University",local,holdings, ,"Box 28, folder 11", , ,6953649, ,Core Curriculum Records,,, ,"Barzun, Jacques, 1907-2012", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0043.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Contemporary Problems in the United States. cover, , , ,12137, ,still image,fast, , ,1935-1936, ,books,original_format, ,original filename: RBML_Core_0043, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1930s/ccb, , ,"University Archives, Columbia University",local,holdings, ,CN C7111, , ,,,, ,CU copyright, ,"Taylor, Horace, 1894-", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0044.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Columbia College Education: The Plan of the First Two Years. cover, , , ,12139, ,still image,fast, , ,1941, ,pamphlets,original_format, ,original filename: RBML_Core_0044, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1940s/music, , ,"University Archives, Columbia University",local,holdings, ,"Box 27, folder 18", , ,6953649, ,Core Curriculum Records, ,CU copyright,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0045.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,"Navy V-12 Bulletin No. 1. The Navy College Training Program, V-12 Curricula, Schedules, Course Descriptions.. cover", , , ,12140, ,still image,fast, , ,1943, ,pamphlets,original_format, ,original filename: RBML_Core_0045, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1940s/wwii, , ,"University Archives, Columbia University",local,holdings, ,"Box 48, folder 11", , ,4202606, ,Columbia University in World War II Collection, ,CU copyright,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0046.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,"Navy V-12 Bulletin No. 2. Navy V-12 Curricula Schedules, Couse Descriptions. pages 4-5", , , ,12141, ,still image,fast, , ,1943, ,pamphlets,original_format, ,original filename: RBML_Core_0046, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1940s/wwii, , ,"University Archives, Columbia University",local,holdings, ,"Box 48, folder 11", , ,4202606, ,Columbia University in World War II Collection, ,CU copyright,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0047.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Navy V-12 Bullein No. 3. Navy V-12 Audio Visual Aids (Films and Film Strips). pages 10-11, , , ,12142, ,still image,fast, , ,1943, ,pamphlets,original_format, ,original filename: RBML_Core_0047, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1940s/wwii, , ,"University Archives, Columbia University",local,holdings, ,"Box 48, folder 11", , ,4202606, ,Columbia University in World War II Collection, ,CU copyright,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/existing/1491_AirRaidDrill.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Student Volunteers of the Civilian Defense Corps posed on top of South Hall as an air raid precaution, , , ,12143, ,still image,fast, , ,December 1931, ,photographs,original_format, ,original filename: 1491_AirRaidDrill, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1940s/wwii, , ,"University Archives, Columbia University",local,holdings, ,"Box 203, folder 6", , ,4080179, ,Historical Photograph Collection, ,CU copyright, ,"Lewis, Jack M.", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/existing/4652_NavalCadets.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Young Columbia Alumni training on the U.S.S. Prairie State to become ensigns, , , ,12144, ,still image,fast, , ,1942, ,photographs,original_format, ,original filename: 4652_NavalCadets, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1940s/wwii, , ,"University Archives, Columbia University",local,holdings, ,"Box 203, folder 14", , ,4080179, ,Historical Photograph Collection, ,CU copyright, ,"Lewis, Jack M.", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/existing/3395_CyclotronColor.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Cyclotron in Pupin, , , ,12145, ,still image,fast, , ,"June 2, 1949", ,photographs,original_format, ,original filename: 3395_CyclotronColor, ,English,iso639-2,reformatted digital,Still Image,, , ,"University Archives, Columbia University",local,holdings, ,"Series II, Box 22", , ,9628774, ,Office of Public Affairs Photograph Collection, ,CU copyright,,,,,,,,, , , , ,Cyclotrons, , , , , , , , , , , ,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/existing/3396_CyclotronLab.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Cyclotron Lab in Pupin, , , ,12146, ,still image,fast, , ,circal 1940s, ,photographs,original_format, ,original filename: 3396_CyclotronLab, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1940s/wwii, , ,"University Archives, Columbia University",local,holdings, ,Box 33, , ,4080179, ,Historical Photograph Collection,,,,,,,,,,inferred, , , , ,Cyclotrons, , , , , , , , , , , ,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0048.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Form A of Contemporary Civilization B2 Mid-Term Examination. page 1, , , ,12147, ,still image,fast, , ,March 1943, ,documents,original_format, ,original filename: RBML_Core_0048, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1940s/wwii, , ,"University Archives, Columbia University",local,holdings, ,"Box 1, folder 8", , ,6953649, ,Core Curriculum Records, ,CU copyright,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0049.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Form C of Contemporary Civilization B2 Mid-Term Examination. page 1, , , ,12148, ,still image,fast, , ,March 1943, ,documents,original_format, ,original filename: RBML_Core_0049, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1940s/wwii, , ,"University Archives, Columbia University",local,holdings, ,"Box 1, folder 8", , ,6953649, ,Core Curriculum Records, ,CU copyright,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0050.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,"Class Meetings, Humanities B2 - Spring Session. 1 page", , , ,12149, ,still image,fast, , ,1940, ,documents,original_format, ,original filename: RBML_Core_0050, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1940s/music, , ,"Rare Book & Manuscript Library, Columbia University",local,holdings, ,Box 21, , ,4079541, ,Douglas Moore Papers,,, ,"Moore, Douglas, 1893-1969", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0051.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,"Humanities MB1, RMB1 Reading Assignments, Records, etc.. page 1", , , ,12150, ,still image,fast, , ,1940s, ,documents,original_format, ,original filename: RBML_Core_0051, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1940s/music, , ,"Rare Book & Manuscript Library, Columbia University",local,holdings, ,Box 21, , ,4079541, ,Douglas Moore Papers,,, ,"Moore, Douglas, 1893-1969", , , , , ,inferred,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0052.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,"Humanities MB1, RMB1 Reading Assignments, Records, etc.. page 2", , , ,12151, ,still image,fast, , ,1940s, ,documents,original_format, ,original filename: RBML_Core_0052, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1940s/music, , ,"Rare Book & Manuscript Library, Columbia University",local,holdings, ,Box 21, , ,4079541, ,Douglas Moore Papers,,, ,"Moore, Douglas, 1893-1969", , , , , ,inferred,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0053.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,"Humanities MB1, RMB1 Reading Assignments, Records, etc.. page 3", , , ,12152, ,still image,fast, , ,1940s, ,documents,original_format, ,original filename: RBML_Core_0053, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1940s/music, , ,"Rare Book & Manuscript Library, Columbia University",local,holdings, ,Box 21, , ,4079541, ,Douglas Moore Papers,,, ,"Moore, Douglas, 1893-1969", , , , , ,inferred,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0054.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,"Humanities MB1, RMB1 Reading Assignments, Records, etc.. page 4", , , ,12153, ,still image,fast, , ,1940s, ,documents,original_format, ,original filename: RBML_Core_0054, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1940s/music, , ,"Rare Book & Manuscript Library, Columbia University",local,holdings, ,Box 21, , ,4079541, ,Douglas Moore Papers,,, ,"Moore, Douglas, 1893-1969", , , , , ,inferred,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0055.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,"Humanities MB1, RMB1 Reading Assignments, Records, etc.. page 5", , , ,12154, ,still image,fast, , ,1940s, ,documents,original_format, ,original filename: RBML_Core_0055, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1940s/music, , ,"Rare Book & Manuscript Library, Columbia University",local,holdings, ,Box 21, , ,4079541, ,Douglas Moore Papers,,, ,"Moore, Douglas, 1893-1969", , , , , ,inferred,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0056.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,"Humanities MB1, RMB1 Reading Assignments, Records, etc.. page 6", , , ,12155, ,still image,fast, , ,1940s, ,documents,original_format, ,original filename: RBML_Core_0056, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1940s/music, , ,"Rare Book & Manuscript Library, Columbia University",local,holdings, ,Box 21, , ,4079541, ,Douglas Moore Papers,,, ,"Moore, Douglas, 1893-1969", , , , , ,inferred,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0057.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,"Humanities MB1, RMB1 Reading Assignments, Records, etc.. page 7", , , ,12156, ,still image,fast, , ,1940s, ,documents,original_format, ,original filename: RBML_Core_0057, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1940s/music, , ,"Rare Book & Manuscript Library, Columbia University",local,holdings, ,Box 21, , ,4079541, ,Douglas Moore Papers,,, ,"Moore, Douglas, 1893-1969", , , , , ,inferred,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0058.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,"Humanities MB1, RMB1 Reading Assignments, Records, etc.. page 8", , , ,12157, ,still image,fast, , ,1940s, ,documents,original_format, ,original filename: RBML_Core_0058, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1940s/music, , ,"Rare Book & Manuscript Library, Columbia University",local,holdings, ,Box 21, , ,4079541, ,Douglas Moore Papers,,, ,"Moore, Douglas, 1893-1969", , , , , ,inferred,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0059.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,"Humanities MB1, RMB1 Reading Assignments, Records, etc.. page 9", , , ,12158, ,still image,fast, , ,1940s, ,documents,original_format, ,original filename: RBML_Core_0059, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1940s/music, , ,"Rare Book & Manuscript Library, Columbia University",local,holdings, ,Box 21, , ,4079541, ,Douglas Moore Papers,,, ,"Moore, Douglas, 1893-1969", , , , , ,inferred,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0060.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,"Humanities MB1, RMB1 Reading Assignments, Records, etc.. page 10", , , ,12159, ,still image,fast, , ,1940s, ,documents,original_format, ,original filename: RBML_Core_0060, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1940s/music, , ,"Rare Book & Manuscript Library, Columbia University",local,holdings, ,Box 21, , ,4079541, ,Douglas Moore Papers,,, ,"Moore, Douglas, 1893-1969", , , , , ,inferred,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0061.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,"""What Music Can Do"". page 1", , , ,12160, ,still image,fast, , ,"October 23, 1940", ,documents,original_format, ,original filename: RBML_Core_0061, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1940s/music, , ,"Rare Book & Manuscript Library, Columbia University",local,holdings, ,"Box 82, folder 24", , ,4079541, ,Douglas Moore Papers,,, ,"Moore, Douglas, 1893-1969", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0062.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,"""What Music Can Do"". page 2", , , ,12161, ,still image,fast, , ,"October 23, 1940", ,documents,original_format, ,original filename: RBML_Core_0062, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1940s/music, , ,"Rare Book & Manuscript Library, Columbia University",local,holdings, ,"Box 82, folder 24", , ,4079541, ,Douglas Moore Papers,,, ,"Moore, Douglas, 1893-1969", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0063.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,"""What Music Can Do"". page 3", , , ,12162, ,still image,fast, , ,"October 23, 1940", ,documents,original_format, ,original filename: RBML_Core_0063, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1940s/music, , ,"Rare Book & Manuscript Library, Columbia University",local,holdings, ,"Box 82, folder 24", , ,4079541, ,Douglas Moore Papers,,, ,"Moore, Douglas, 1893-1969", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0064.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,"""What Music Can Do"". page 4", , , ,12163, ,still image,fast, , ,"October 23, 1940", ,documents,original_format, ,original filename: RBML_Core_0064, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1940s/music, , ,"Rare Book & Manuscript Library, Columbia University",local,holdings, ,"Box 82, folder 24", , ,4079541, ,Douglas Moore Papers,,, ,"Moore, Douglas, 1893-1969", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0065.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,"""What Music Can Do"". page 5", , , ,12164, ,still image,fast, , ,"October 23, 1940", ,documents,original_format, ,original filename: RBML_Core_0065, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1940s/music, , ,"Rare Book & Manuscript Library, Columbia University",local,holdings, ,"Box 82, folder 24", , ,4079541, ,Douglas Moore Papers,,, ,"Moore, Douglas, 1893-1969", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0066.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Proposed CC-A Spring Syllabus. 1 page, , , ,12165, ,still image,fast, , ,1941, ,documents,original_format, ,original filename: RBML_Core_0066, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1940s/people, , ,"Rare Book & Manuscript Library, Columbia University",local,holdings, ,"Box VII.20, folder 4", , ,4078584, ,Harry J. Carman Papers,,, ,"Carman, Harry J. (Harry James), 1884-1964", , , , , ,,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/existing/0779_Nicolson_Marjorie.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Marjorie Hope Nicolson, , , ,12166, ,still image,fast, , ,1950s, ,photographs,original_format, ,original filename: 0779_Nicolson_Marjorie, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1940s/people, , ,"University Archives, Columbia University",local,holdings, ,Box 90, , ,4080179, ,Historical Photograph Collection,,,,,,,,,,inferred,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/existing/2250_Moore_DouglasAtPiano.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Douglas Moore, , , ,12167, ,still image,fast, , ,1940s, ,photographs,original_format, ,original filename: 2250_Moore_DouglasAtPiano, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1940s/music, , ,"University Archives, Columbia University",local,holdings, ,Box 86, , ,4080179, ,Historical Photograph Collection,,,,,,,,,,inferred,,,,,,,,,,,,,,,,,,
Public Access, , , , ,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0067.jpg,Insistent Change: Columbia’s Core Curriculum at 100, ,Harry Carman playing in a Student-Faculty Softball Game, , , ,12168, ,still image,fast, , ,1950, ,photographs,original_format, ,original filename: RBML_Core_0067, ,English,iso639-2,reformatted digital,Still Image,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1940s/people, , ,"University Archives, Columbia University",local,holdings, ,Box 20, , ,4080179, ,Historical Photograph Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,
