relatedItem_Collection,name 1,nameType 1,nameRelator 1,name_authority 1,name_authority_identifier 1,name 2,name 3,name 4,name 5,name 6,keyDate_start,keyDate_end,dateQualifier,dateCreated 1,dateCreated 2,dateCreated 3,abstract 1,abstract 2,abstract 3,abstract 4,abstract 5,item - featured,item - public,identifier_clio,identifier_omeka,typeOfResour ce,language,location_url_ObjectInContext,Source 1,Source 2,citation 1,citation 2,citation 3,physicalLocation,physicalLocation_authority,note,note_filename,digitalOrigin,form,form_authority,form_originalFormat 1,form_originalFormat 2,place 1,place_authority 1,place_authority_identifier 1,place 2,place 3,place 4,relatedItem_Project,note_ownership 1,note_ownership 2,note_ownership 3,languageOfCataloging,subject_topic,subject_topic 2,subject_topic 3,subject_topic 4,subject_topic 5,subject_topic 6,subject_name,subject_name_authority,subject_name_authority_identifier,subject_geographic,subject_geographic_authority,subject_geographic_authority_identifier,subject_temporal 1,subject_temporal 2,subject_temporal 3,subject_title,subject_title_authority,subject_title_authority_identifier,accessCondition,title_nonsort,title,title 2,title 3,title 4,title 5,title 6,title 7,title 8,identifer_title,title2,title2_type
,,,,,,,,,,,,,,1790,,,"At the time of this volume's printing, this portrait was hanging in New York's City Hall, at the west end of the Governors' Room. ",,,,,0,1,,1264,Still Image,,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.","br /><<a href=""http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000525.html?toggle=image&amp;menu=maximize&amp;top=&amp;left="">http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000525.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",Plate 51 [no page number; following chapter 3],,,,,,ldpd_5800727_001_00000543.jpg,,,,Original Format: Oil paintings,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",New York City,,,,"Manhattan (New York, N.Y.)--History--18th century.",New York (N.Y.)--Description and travel--Views.,"Washington, George",,,,,,,,,,1783,,,,,,,,Trumbull's Washington,,,,,,,,,,
,,,,,,,,,,,,,,1782?,,,"The original was in such a bad state of repair that this reproduction was made from a facsimile lithograph, published in 1900 by Mr. B.F. Stevens of London. The fascimile was in 24 sheets. ",,,,,0,1,,1263,Still Image,,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.",br /><http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000523.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,Plate 50 [no page number; following chapter 3],,,,,,ldpd_5800727_001_00000540.jpg,,,,Original Format: Drawing,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","The War Office, London",,,,"Manhattan (New York, N.Y.)--History--18th century.",Cartography--United States--History,"Manhattan (New York, N.Y.)--Maps",,,,,,,,,,1782,,,,,,,,British headquarters MS. map of New York and environs,,,,,,,,,,
,,,,,,,,,,,,,,1776?,1784?,,"The possible author is listed as Lord Rawdon, who later in life became Francis Rawdon-Hastings, Marquess of Hastings",,,,,0,1,,1262,Still Image,,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.","br /><<a href=""http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000520.html?toggle=image&amp;menu=maximize&amp;top=&amp;left="">http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000520.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",Plate 49 [no page number; following chapter 3],,,,,,ldpd_5800727_001_00000537.jpg,,,,Original Format: Watercolors,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",New York Public Library (Emmet Collection),,,,"Manhattan (New York, N.Y.)--History--18th century.",New York (N.Y.)--Description and travel--Views.,"New York (N.Y.)--Buildings, structures, etc.",Churches,,,,,,,,,1780,,,,,,,,An original sketch of the ruins of Trinity Church N. York -- taken by an English officer during the revolution,,,,,,,,,,
,,,,,,,,,,,,,,1778?,,,This drawing has the name of Montresor stamped on its back.,,,,,0,1,,1261,Still Image,,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.","br /><<a href=""http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000518.html?toggle=image&amp;menu=maximize&amp;top=&amp;left="">http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000518.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",Plate 48 [no page number; following chapter 3],,,,,,ldpd_5800727_001_00000535.jpg,,,,Original Format: Wash drawings,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","Library of Congress, Division of Maps and Charts",,,,"Manhattan (New York, N.Y.)--History--18th century.",New York (N.Y.)--Description and travel--Views.,,,,,,,,,,,1778,,,,,,,,A view of the City of New York from Long Island,,,,,,,,,,
,,,,,,,,,,,,,,1776,,,Two images on the page: bottom image,,,,,0,1,,1260,Still Image,,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.","br /><<a href=""http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000516.html?toggle=image&amp;menu=maximize&amp;top=&amp;left="">http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000516.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",Plate 47-b [no page number; following chapter 3],,,,,,ldpd_5800727_001_00000533.jpg,,,,Original Format: Ink drawings,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","Library of Congress, Division of Maps and Charts",,,,"Manhattan (New York, N.Y.)--History--18th century.",New York (N.Y.)--Description and travel--Views.,,,,,,,,,,,1776,,,,,,,,E view of the City of New York,,,,,,,,,,
,,,,,,,,,,,,,,1776,,,Two images on the page: top image,,,,,0,1,,1259,Still Image,,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.","br /><<a href=""http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000516.html?toggle=image&amp;menu=maximize&amp;top=&amp;left="">http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000516.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",Plate 47-a [no page number; following chapter 3],,,,,,ldpd_5800727_001_00000533.jpg,,,,Original Format: Ink drawings,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","Library of Congress, Division of Maps and Charts",,,,"Manhattan (New York, N.Y.)--History--18th century.",New York (N.Y.)--Description and travel--Views.,,,,,,,,,,,1776,,,,,,,,S view of the City of New York,,,,,,,,,,
,"Sauthier, Claude Joseph",,,,,"Bancker, Gerard
",,,,,1770 1788,,qu,"1770?-1773? (left image), 1774 (center image) and 1788 (right image)",,,Three images on the page.,,,,,0,1,,1258,Still Image,eng,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.","br /><<a href=""http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000514.html?toggle=image&amp;menu=maximize&amp;top=&amp;left="">http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000514.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=","Plate 46-A-a [no page number; following chapter 3]
","Plate 46-A-b [no page number; following chapter 3]
",Plate 46-A-c [no page number; following chapter 3],none,,,ldpd_5800727_001_00000531.jpg,rd,,,Original Format: Wash drawings,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","Library of Congress, Division of Maps and Charts (Faden Collection)
","I.N. Phelps Stokes
","State of New York, Office of State Engineer, Albany",eng,"Manhattan (New York, N.Y.)--History--18th century.",Forts & fortifications--New York (State)--New York,Plans,Forts & fortifications,,,,,,,,,,,,,,,,,"A plan of Fort George at the City of New-York
",Plan of the fort made at the request of Mr. Speaker & the committee appointed to fix on a suitable plan to build a Govt. House,"A plan of the fort, Bowling Green, etc.",,,,,,,,
,,,,,,,,,,,,,,1777,,,"Plate is sometimes found bound in ""The North American Atlas,"" published by William Faden, London, 1777.",,,,,0,1,,1255,Still Image,,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.","br /><<a href=""http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000512.html?toggle=image&amp;menu=maximize&amp;top=&amp;left="">http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000512.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",Plate 46 [no page number; following chapter 3],,,,,,ldpd_5800727_001_00000529.jpg,,,,Original Format: Engravings,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",I.N. Phelps Stokes,,,,"Manhattan (New York, N.Y.)--History--18th century."," 
	
Cartography--United States--Histor","Manhattan (New York, N.Y.)--Maps",,,,,,,,,,1776,,,,,,,,"A topographical map of the northern part of New York Island, (etc.)",,,,,,,,,,
,,,,,,,,,,,1776 1777,,ex,"1777 (top image), 1776 (bottom image)",,,Two images on the page.,,,,,0,1,,1253,Still Image,eng,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.","br /><<a href=""http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000510.html?toggle=image&amp;menu=maximize&amp;top=&amp;left="">http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000510.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",Plate 45-a [no page number; following chapter 3],Plate 45-b [no page number; following chapter 3],,none,,,ldpd_5800727_001_00000527.jpg,rd,,,Original Format: Aquatints,Original Format: Engravings,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",M.C.D. Borden Collection,I.N. Phelps Stokes,,eng,"Manhattan (New York, N.Y.)--History--18th century.",New York (N.Y.)--Description and travel--Views.,Cartography--United States--History,"Manhattan (New York, N.Y.)--Maps",,,,,,,,,1776,,,,,,,,"New York, with the entrance of the North and East Rivers",The small Atlantic Neptune view,"A plan of New York Island, with part of Long Island, Staten Island & east New Jersey, with a particular description of the engagement on the Woody Heights of Long Island, between Flatbush and Brooklyn, on the 27th of August 1776 (etc.)",The Howe war plan,,,,,,,
,,,,,,,,,,,,,,1777?,,,"From the ""Atlantic Nepture"" (Impression superieure), Vol. II, Pl. 112. ",,,,,0,1,,1252,Still Image,,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.","br /><<a href=""http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000508.html?toggle=image&amp;menu=maximize&amp;top=&amp;left="">http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000508.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",Plate 44 [no page number; following chapter 3],,,,,,ldpd_5800727_001_00000524.jpg,,,,Original Format: Aquatints,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","Edward W.C. Arnold, Esq.",,,,"Manhattan (New York, N.Y.)--History--18th century.",New York (N.Y.)--Description and travel--Views.,,,,,,,,,,,1773,,,,,,,,A view of New York from the north west,"The large Atlantic Neptune view, or the wooded heights view",,,,,,,,,
,"Smith, Joseph B.",,,,,"Smith, P. C. ",,,,,,,,1824,,,"Frontispiece to ""A Short Historial Account of the Early Society of Methodists, Established in the City of New York in the year 1763."" Published, N.Y., 1824. ",br />,"br />Caption: ""The first erected in America, Founded A.D. 1768""",,,0,1,,1251,Still Image,,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.","br /><<a href=""http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000505.html?toggle=image&amp;menu=maximize&amp;top=&amp;left="">http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000505.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",Plate 43 [no page number; following chapter 3],,,,,,ldpd_5800727_001_00000521.jpg,,,,Original Format: Aquatints,,New York,,,Manhattan,John Street ,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",I.N. Phelps Stokes,,,,"Manhattan (New York, N.Y.)--History--18th century.",New York (N.Y.)--Description and travel--Views.,"New York (N.Y.)--Buildings, structures, etc.",Churches,,,,,,,,,1768,,,,,,,,A correct view of the old methodist church in John Street N. York,,,,,,,,,,
,"Ratzer, Bernard",,,,,"Kitchin, Thomas",,,,,,,,1776,,,"The author's name, Bernard Ratzer, is mispelled as ""Ratzen."" This was presumably an engraver's error. ",,,,,0,1,,1250,Still Image,,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.","br /><<a href=""http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000503.html?toggle=image&amp;menu=maximize&amp;top=&amp;left="">http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000503.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",Plate 42 [no page number; following chapter 3],,,,,,ldpd_5800727_001_00000519.jpg,,,,Original Format: Engravings,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",I.N. Phelps Stokes,,,,"Manhattan (New York, N.Y.)--History--18th century.",Cartography--United States--History,"Manhattan (New York, N.Y.)--Maps",,,,,,,,,,1766 1767,,,,,,,,Plan of the City of New York,The Ratzen plan,,,,,,,,,
,"Ratzer, Bernard",,,,,"Kitchin, Thomas",,,,,,,,1776,,,"Two images on the page: top is the map, bottom is the view.",,,,,0,1,,1249,Still Image,,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.","br /><<a href=""http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000501.html?toggle=image&amp;menu=maximize&amp;top=&amp;left="">http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000501.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",Plate 41 [no page number; following chapter 3],,,,,,ldpd_5800727_001_00000516.jpg,,,,Original Format: Engravings,,New York,,,,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",I.N. Phelps Stokes,,,,New York (N.Y.)--Maps--Early works to 1800,New York (N.Y.)--Description and travel--Views.," 
	
Cartography--United States--History",,,,,,,,,,1766 1767,,,,,,,,"Plan of the City of New York, in North-America [map]; A south west view of the City of New York, taken from the Governours Island at* [view]",The Ratzer map,,,,,,,,,
,,,,,,,,,,,,,,1765?,,,,,,,,0,1,,1247,Still Image,,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.","br /><<a href=""http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000363.html?toggle=image&amp;menu=maximize&amp;top=&amp;left="">http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000363.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",Plate 39 [no page number; following chapter 2],,,,,,ldpd_5800727_001_00000377.jpg,,,,Original Format: Watercolors,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","British Museum, King's Collection",,,,"Manhattan (New York, N.Y.)--History--18th century.",New York (N.Y.)--Description and travel--Views.,,,,,,,,,,,1765,,,,,,,,View of Harlaem from Morisania in the province of New York Septemr;  1765,,,,,,,,,,
,"Howdell, Thomas",,,,,"Canot, P.",,,,,,,,1768?,,,,,,,,0,1,,1246,Still Image,,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.","br /><<a href=""http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000361.html?toggle=image&amp;menu=maximize&amp;top=&amp;left="">http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000361.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",Plate 38 [no page number; following chapter 2],,,,,,ldpd_5800727_001_00000375.jpg,,,,Original Format: Engravings,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","William B. Osgood Field, Esq.",,,,"Manhattan (New York, N.Y.)--History--18th century.",New York (N.Y.)--Description and travel--Views.,,,,,,,,,,,1763,,,,,,,,"A south east view of the City of New York, in North America",The Howdell-Canot south east view,,,,,,,,,
,"Howdell, Thomas",,,,,"Canot, P.",,,,,,,,1768?,,,,,,,,0,1,,1245,Still Image,,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.","br /><<a href=""http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000359.html?toggle=image&amp;menu=maximize&amp;top=&amp;left="">http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000359.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",Plate 37 [no page number; following chapter 2],,,,,,ldpd_5800727_001_00000373.jpg,,,,Original Format: Engravings,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","William B. Osgood Field, Esq.",,,,"Manhattan (New York, N.Y.)--History--18th century.",New York (N.Y.)--Description and travel--Views.,,,,,,,,,,,1763,,,,,,,,"A south west view of the City of New York, in North America",The Howdell-Canot south west view,,,,,,,,,
,,,,,,,,,,,1757 ,,qu,1757?,,,Two images on the page.,,,,,0,1,,1243,Still Image,eng,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.","br /><<a href=""http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000357.html?toggle=image&amp;menu=maximize&amp;top=&amp;left="">http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000357.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",Plate 36-a [no page number; following chapter 2],Plate 36-b [no page number; following chapter 2],,none,,,ldpd_5800727_001_00000371.jpg,rd,,,Original Format: Ink drawings,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","Library of Congress, Division of Maps and Charts","State Library, Albany, N.Y., until destroyed in the fire of 1911",,eng,"Manhattan (New York, N.Y.)--History--18th century.",Cartography--United States--History,"Manhattan (New York, N.Y.)--Maps",,,,,,,,,,1755 1757,,,,,,,,Manuscript plan of the north-east section of New York,A plan of the north east environs of the City of New York,The Holland survey,,,,,,,,
,,,,,,,,,,,,,,1757?,,,,,,,,0,1,,1242,Still Image,,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.","br /><<a href=""http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000355.html?toggle=image&amp;menu=maximize&amp;top=&amp;left="">http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000355.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",Plate 35 [no page number; following chapter 2],,,,,,ldpd_5800727_001_00000368.jpg,,,,Original Format: Oil paintings,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",New York Historical Society,,,,"Manhattan (New York, N.Y.)--History--18th century.",New York (N.Y.)--Description and travel--Views.,,,,,,,,,,,1756 1757,,,,,,,,A south-east prospect of the City of New York,,,,,,,,,,
,"Maerschalck, Francis W.",,,,,"Duyckinck, G.",,,,,,,,1755,,,,,,,,0,1,,1241,Still Image,,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.","br /><<a href=""http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000352.html?toggle=image&amp;menu=maximize&amp;top=&amp;left="">http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000352.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",Plate 34 [no page number; following chapter 2],,,,,,ldpd_5800727_001_00000364.jpg,,,,Original Format: Engravings,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",New York Historical Society,,,,"Manhattan (New York, N.Y.)--History--18th century.",Cartography--United States--History,"Manhattan (New York, N.Y.)--Maps",,,,,,,,,,1754,,,,,,,,"A plan of the City of New York from an actual survey Anno Domini M, DCC, LV",The Maerschalck or Duyckinck plan,,,,,,,,,
,,,,,,,,,,,,,,1746,,,,,,,,0,1,,1240,Still Image,,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.","br /><<a href=""http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000349.html?toggle=image&amp;menu=maximize&amp;top=&amp;left="">http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000349.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",Plate 33 [no page number; following chapter 2],,,,,,ldpd_5800727_001_00000360.jpg,,,,Original Format: Engravings,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",New York Historical Society,,,,"Manhattan (New York, N.Y.)--History--18th century.",New York (N.Y.)--Description and travel--Views.,,,,,,,,,,,1717 1746,,,,,,,,A south prospect of ye flourishing City of New York in the province of New York in America,"The Bakewell view, or the Bakewell reissue of the Burgis view, or the second state of the Burgis view",,,,,,,,,
,,,,,,,,,,,1813 1818,,ex,"1813 [left image], 1818 [right image]",,,Two images on the page.,,,,,0,1,,1238,Still Image,eng,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.","br /><<a href=""http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000346.html?toggle=image&amp;menu=maximize&amp;top=&amp;left="">http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000346.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",Plate 32-a [no page number; following chapter 2],Plate 32-b [no page number; following chapter 2],,none,,,ldpd_5800727_001_00000356.jpg,rd,,,Original Format: Ink drawings,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",New York Historical Society,,,eng,"Manhattan (New York, N.Y.)--History--18th century.",Cartography--United States--History,"New York (N.Y.)--Buildings, structures, etc.","Manhattan (New York, N.Y.)--Maps",City & town halls<Plans,,,,,,,,1742 1747,,,,,,,,A plan of the city and environs of New York,Grim's general plan,Plan and elevation of the old City Hall,Grim's City Hall,,,,,,,
,,,,,,,,,,,,,,1731,1741,,,,,,,0,1,,1237,Still Image,,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 1. New York, N.Y. : Columbia University Libraries, 2008.","br /><<a href=""http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000343.html?toggle=image&amp;menu=maximize&amp;top=&amp;left="">http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000343.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",Plate 31 [no page number; following chapter 2],,,,,,ldpd_5800727_001_00000352.jpg,,,,Original Format: Engravings,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","Library of Congress, Division of Maps and Charts",,,,"Manhattan (New York, N.Y.)--History--18th century.",New York (N.Y.)--Description and travel--Views.,Forts & fortifications--New York (State)--New York,Forts & fortifications,,,,,,,,,1731 1736,,,,,,,,A view of Fort George with the City of New York from the SW,The Carwitham view,,,,,,,,,
