relatedItem_collection,name,nameType,nameRelator,name_authority,name_authority_identifier,name 2,nameRelator 2,nameType 2,name_authority 2,name_authority_identifier 2,keyDate_start,keyDate_end,dateQualifier,dateCreated,abstract,abstract 2,item - featured,identifier_clio,identifier_omeka,typeOfResource,language,location_url_ObjectInContext,physicalLocation,physicalLocation_authority,shelfLocator,sublocation,note,note 2,note_filename,digitalOrigin,extent,form,form_authority,form_authority_identifier,form_originalFormat,form_originalFormat 1,place,place_authority,place_authority_identifier,relatedItem_Project,projectURL,note_ownership,publisher,languageOfCataloging,subject_topic,subject_topic_authority,subject_topic_authority_identifier,subject_name,subject_name_authority,subject_name_authority_identifier,subject_geographic,subject_geographic_authority,subject_geographic_authority_identifier,subject_geographic_hierarchical_street,subject_geographic_hierarchical_borough,subject_geographic_hierarchical_city,subject_geographic_hierarchical_state,subject_geographic_hierarchical_province,subject_geographic_hierarchical_country,subject_temporal,item - public,title_nonsort,title,partName,identifier_title,title2_nonsort,title2,title2_type
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2551,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery4,NNC-RB,marcorg,"DM number: M24.37,  Box:  162",,"Original filename: rbml_realia_m24.37.tif
",,rbml_realia_m24.37,reformatted digital," 6""x5""",,,, clay ,Masks (costume) ,,,,Dramatic Museum Realia,,"gift, George P. Edgar through Carlebach, 1960",,eng,,,,,,,Mexico,,,,,,,,,1800-1899,1,,Carnival mask mold,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2550,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery4,NNC-RB,marcorg,"DM number: M24.36,  Box:  161",,"Original filename: rbml_realia_m24.36.tif
",,rbml_realia_m24.36,reformatted digital," 7""x6""",,,, clay ,Masks (costume) ,,,,Dramatic Museum Realia,,"gift, George P. Edgar through Carlebach, 1960",,eng,,,,,,,Mexico,,,,,,,,,1800-1899,1,,Carnival mask mold,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2549,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery4,NNC-RB,marcorg,"DM number: M24.35,  Box:  159",,"Original filename: rbml_realia_m24.35.tif
",,rbml_realia_m24.35,reformatted digital," 7""x5""",,,, clay ,Masks (costume) ,,,,Dramatic Museum Realia,,"gift, George P. Edgar through Carlebach, 1960",,eng,,,,,,,Mexico,,,,,,,,,1800-1899,1,,Carnival mask mold,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2548,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery4,NNC-RB,marcorg,"DM number: M24.34,  Box:  160",,"Original filename: rbml_realia_m24.34.tif
",,rbml_realia_m24.34,reformatted digital," 8""x6.5""",,,, clay ,Masks (costume) ,,,,Dramatic Museum Realia,,"gift, George P. Edgar through Carlebach, 1960",,eng,,,,,,,Mexico,,,,,,,,,1800-1899,1,,Carnival mask mold,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2547,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery4,NNC-RB,marcorg,"DM number: M24.33,  Box:  158",,"Original filename: rbml_realia_m24.33.tif
",,rbml_realia_m24.33,reformatted digital," 7""x5""",,,, clay ,Masks (costume) ,,,,Dramatic Museum Realia,,"gift, George P. Edgar through Carlebach, 1960",,eng,,,,,,,Mexico,,,,,,,,,1800-1899,1,,Carnival mask mold,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,0,,2546,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery4,NNC-RB,marcorg,"DM number: M24.32,  Box:  157",,"Original filename: rbml_realia_m24.32.tif
",,rbml_realia_m24.32,reformatted digital," 7.5""x6""",,,, clay ,Masks (costume) ,,,,Dramatic Museum Realia,,"gift, George P. Edgar through Carlebach, 1960",,eng,,,,,,,Mexico,,,,,,,,,1800-1899,1,,Carnival mask mold,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,0,,2545,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery4,NNC-RB,marcorg,"DM number: M24.31,  Box:  156",,"Original filename: rbml_realia_m24.31.tif
",,rbml_realia_m24.31,reformatted digital," 8.5""x5.5""",,,, clay ,Masks (costume) ,,,,Dramatic Museum Realia,,"gift, George P. Edgar through Carlebach, 1960",,eng,,,,,,,Mexico,,,,,,,,,1800-1899,1,,Carnival mask mold,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2544,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery3,NNC-RB,marcorg,"DM number: M24.30,  Box:  155",,"Original filename: rbml_realia_m24.30.tif
",,rbml_realia_m24.30,reformatted digital," 9""x7""",,,, clay ,Masks (costume) ,,,,Dramatic Museum Realia,,"gift, George P. Edgar through Carlebach, 1960",,eng,,,,,,,Mexico,,,,,,,,,1800-1899,1,,Carnival mask mold,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,0,,2543,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery3,NNC-RB,marcorg,"DM number: M24.29,  Box:  153",,"Original filename: rbml_realia_m24.29.tif
",,rbml_realia_m24.29,reformatted digital," 7""x5""",,,, clay ,Masks (costume) ,,,,Dramatic Museum Realia,,"gift, George P. Edgar through Carlebach, 1960",,eng,,,,,,,Mexico,,,,,,,,,1800-1899,1,,Carnival mask mold,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2542,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery3,NNC-RB,marcorg,"DM number: M24.28,  Box:  154",,,,rbml_realia_m24.28,reformatted digital," 9.5""x5""",,,, clay ,Masks (costume) ,,,,Dramatic Museum Realia,,"gift, George P. Edgar through Carlebach, 1960",,eng,,,,,,,Mexico,,,,,,,,,1800-1899,1,,Carnival mask mold,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2541,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery3,NNC-RB,marcorg,"DM number: M24.27,  Box:  152",,"Original filename: rbml_realia_m24.27.tif
",,rbml_realia_m24.27,reformatted digital," 9""x6.5""",,,, clay ,Masks (costume) ,,,,Dramatic Museum Realia,,"gift, George P. Edgar through Carlebach, 1960",,eng,,,,,,,Mexico,,,,,,,,,1800-1899,1,,Carnival mask mold,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2540,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery3,NNC-RB,marcorg,"DM number: M24.26,  Box:  151",,"Original filename: rbml_realia_m24.26.tif
",,rbml_realia_m24.26,reformatted digital," 7""x5""",,,, clay ,Masks (costume) ,,,,Dramatic Museum Realia,,"gift, George P. Edgar through Carlebach, 1960",,eng,,,,,,,Mexico,,,,,,,,,1800-1899,1,,Carnival mask mold,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,0,,2539,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery3,NNC-RB,marcorg,"DM number: M24.25,  Box:  150",,"Original filename: rbml_realia_m24.25.tif
",,rbml_realia_m24.25,reformatted digital," 7.25""x6.5""",,,, clay ,Masks (costume) ,,,,Dramatic Museum Realia,,"gift, George P. Edgar through Carlebach, 1960",,eng,,,,,,,Mexico,,,,,,,,,1800-1899,1,,Carnival mask mold,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2538,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery3,NNC-RB,marcorg,"DM number: M24.24,  Box:  149",,"Original filename: rbml_realia_m24.24.tif
",,rbml_realia_m24.24,reformatted digital," 6""x5""",,,, clay ,Masks (costume) ,,,,Dramatic Museum Realia,,"gift, George P. Edgar through Carlebach, 1960",,eng,,,,,,,Mexico,,,,,,,,,1800-1899,1,,Carnival mask mold,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2537,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery3,NNC-RB,marcorg,"DM number: M24.23,  Box:  148",,"Original filename: rbml_realia_m24.23.tif
",,rbml_realia_m24.23,reformatted digital," 7.5""x6.5""",,,, clay ,Masks (costume) ,,,,Dramatic Museum Realia,,"gift, George P. Edgar through Carlebach, 1960",,eng,,,,,,,Mexico,,,,,,,,,1800-1899,1,,Carnival mask mold,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,0,,2536,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery3,NNC-RB,marcorg,"DM number: M24.22,  Box:  147",,"Original filename: rbml_realia_m24.22.tif
",,rbml_realia_m24.22,reformatted digital," 6.5""x6""",,,, clay ,Masks (costume) ,,,,Dramatic Museum Realia,,"gift, George P. Edgar through Carlebach, 1960",,eng,,,,,,,Mexico,,,,,,,,,1800-1899,1,,Carnival mask mold,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,0,,2535,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery3,NNC-RB,marcorg,"DM number: M24.21,  Box:  145",,"Original filename: rbml_realia_m24.21.tif
",,rbml_realia_m24.21,reformatted digital," 6.5""x6""",,,, clay ,Masks (costume) ,,,,Dramatic Museum Realia,,"gift, George P. Edgar through Carlebach, 1960",,eng,,,,,,,Mexico,,,,,,,,,1800-1899,1,,Carnival mask mold,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,0,,2534,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery3,NNC-RB,marcorg,"DM number: M24.20,  Box:  146",,"Original filename: rbml_realia_m24.20.tif
",,rbml_realia_m24.20,reformatted digital," 7.5""x6.5""",,,, clay ,Masks (costume) ,,,,Dramatic Museum Realia,,"gift, George P. Edgar through Carlebach, 1960",,eng,,,,,,,Mexico,,,,,,,,,1800-1899,1,,Carnival mask mold,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2532,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery3,NNC-RB,marcorg,"DM number: M24.19,  Box:  144",,"Original filename: rbml_realia_m24.19.tif
",,rbml_realia_m24.19,reformatted digital," 8""x7""",,,, clay ,Masks (costume) ,,,,Dramatic Museum Realia,,"gift, George P. Edgar through Carlebach, 1960",,eng,,,,,,,Mexico,,,,,,,,,1800-1899,1,,Carnival mask mold,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2531,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery2,NNC-RB,marcorg,"DM number: M24.18,  Box:  143",,"Original filename: rbml_realia_m24.18.tif
",,rbml_realia_m24.18,reformatted digital," 7.5""x7""",,,, clay ,Masks (costume) ,,,,Dramatic Museum Realia,,"gift, George P. Edgar through Carlebach, 1960",,eng,,,,,,,Mexico,,,,,,,,,1800-1899,1,,Carnival mask mold,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2530,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery2,NNC-RB,marcorg,"DM number: M24.17,  Box:  142",,"Original filename: rbml_realia_m24.17.tif
",,rbml_realia_m24.17,reformatted digital," 8""x7""",,,, clay ,Masks (costume) ,,,,Dramatic Museum Realia,,"gift, George P. Edgar through Carlebach, 1960",,eng,,,,,,,Mexico,,,,,,,,,1800-1899,1,,Carnival mask mold,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2529,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery2,NNC-RB,marcorg,"DM number: M24.16,  Box:  141",,"Original filename: rbml_realia_m24.16.tif
",,rbml_realia_m24.16,reformatted digital," 8.5""x7""",,,, clay ,Masks (costume) ,,,,Dramatic Museum Realia,,"gift, George P. Edgar through Carlebach, 1960",,eng,,,,,,,Mexico,,,,,,,,,1800-1899,1,,Carnival mask mold,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2528,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery2,NNC-RB,marcorg,"DM number: M24.15,  Box:  140",,"Original filename: rbml_realia_m24.15.tif
",,rbml_realia_m24.15,reformatted digital," 7""x6""",,,, clay ,Masks (costume) ,,,,Dramatic Museum Realia,,"gift, George P. Edgar through Carlebach, 1960",,eng,,,,,,,Mexico,,,,,,,,,1800-1899,1,,Carnival mask mold,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2527,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery2,NNC-RB,marcorg,"DM number: M24.14,  Box:  139",,"Original filename: rbml_realia_m24.14.tif
",,rbml_realia_m24.14,reformatted digital," 8""x5""",,,, clay ,Masks (costume) ,,,,Dramatic Museum Realia,,"gift, George P. Edgar through Carlebach, 1960",,eng,,,,,,,Mexico,,,,,,,,,1800-1899,1,,Carnival mask mold,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,0,,2526,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery2,NNC-RB,marcorg,"DM number: M24.13,  Box:  137",,"Original filename: rbml_realia_m24.13.tif
",,rbml_realia_m24.13,reformatted digital," 7.5""x5""",,,, clay ,Masks (costume) ,,,,Dramatic Museum Realia,,"gift, George P. Edgar through Carlebach, 1960",,eng,,,,,,,Mexico,,,,,,,,,1800-1899,1,,Carnival mask mold,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2525,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery2,NNC-RB,marcorg,"DM number: M24.12,  Box:  138",,"Original filename: rbml_realia_m24.12.tif
",,rbml_realia_m24.12,reformatted digital," 9""x7""",,,, clay ,Masks (costume) ,,,,Dramatic Museum Realia,,"gift, George P. Edgar through Carlebach, 1960",,eng,,,,,,,Mexico,,,,,,,,,1800-1899,1,,Carnival mask mold,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2524,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery2,NNC-RB,marcorg,"DM number: M24.11,  Box:  136",,"Original filename: rbml_realia_m24.11.tif
",,rbml_realia_m24.11,reformatted digital," 9.5""x7""",,,, clay ,Masks (costume) ,,,,Dramatic Museum Realia,,"gift, George P. Edgar through Carlebach, 1960",,eng,,,,,,,Mexico,,,,,,,,,1800-1899,1,,Carnival mask mold,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2523,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery2,NNC-RB,marcorg,"DM number: M24.10,  Box:  135",,"Original filename: rbml_realia_m24.10.tif
",,rbml_realia_m24.10,reformatted digital," 10""x8""",,,, clay ,Masks (costume) ,,,,Dramatic Museum Realia,,"gift, George P. Edgar through Carlebach, 1960",,eng,,,,,,,Mexico,,,,,,,,,1800-1899,1,,Carnival mask mold,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2522,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery2,NNC-RB,marcorg,"DM number: M24.09,  Box:  134",,"Original filename: rbml_realia_m24.09.tif
",,rbml_realia_m24.09,reformatted digital," 9.5""x7""",,,, clay ,Masks (costume) ,,,,Dramatic Museum Realia,,"gift, George P. Edgar through Carlebach, 1960",,eng,,,,,,,Mexico,,,,,,,,,1800-1899,1,,Carnival mask mold,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2521,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery2,NNC-RB,marcorg,"DM number: M24.08,  Box:  133",,,,rbml_realia_m24.08,reformatted digital," 9""x7""",,,, clay ,Masks (costume) ,,,,Dramatic Museum Realia,,"gift, George P. Edgar through Carlebach, 1960",,eng,,,,,,,Mexico,,,,,,,,,1800-1899,1,,Carnival mask mold,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2520,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery2,NNC-RB,marcorg,"DM number: M24.07,  Box:  132",,,,rbml_realia_m24.07,reformatted digital," 9""x7""",,,, clay ,Masks (costume) ,,,,Dramatic Museum Realia,,"gift, George P. Edgar through Carlebach, 1960",,eng,,,,,,,Mexico,,,,,,,,,1800-1899,1,,Carnival mask mold,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2519,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery1,NNC-RB,marcorg,"DM number: M24.06,  Box:  131",,,,rbml_realia_m24.06,reformatted digital," 9""x7.5""",,,, clay ,Masks (costume) ,,,,Dramatic Museum Realia,,"gift, George P. Edgar through Carlebach, 1960",,eng,,,,,,,Mexico,,,,,,,,,1800-1899,1,,Carnival mask mold,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2518,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery1,NNC-RB,marcorg,"DM number: M24.05,  Box:  130",,,,rbml_realia_m24.05,reformatted digital," 9""x7.5""",,,, clay ,Masks (costume) ,,,,Dramatic Museum Realia,,"gift, George P. Edgar through Carlebach, 1960",,eng,,,,,,,Mexico,,,,,,,,,1800-1899,1,,Carnival mask mold,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2517,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery1,NNC-RB,marcorg,"DM number: M24.04,  Box:  129",,,,rbml_realia_m24.04,reformatted digital," 8.5""x7""",,,, clay ,Masks (costume) ,,,,Dramatic Museum Realia,,"gift, George P. Edgar through Carlebach, 1960",,eng,,,,,,,Mexico,,,,,,,,,1800-1899,1,,Carnival mask mold,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2516,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery1,NNC-RB,marcorg,"DM number: M24.03,  Box:  128",,,,rbml_realia_m24.03,reformatted digital," 7""x6""",,,, clay ,Masks (costume) ,,,,Dramatic Museum Realia,,"gift, George P. Edgar through Carlebach, 1960",,eng,,,,,,,Mexico,,,,,,,,,1800-1899,1,,Carnival mask mold,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2515,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery1,NNC-RB,marcorg,"DM number: M24.02,  Box:  127",,,,rbml_realia_m24.02,reformatted digital," 8""x6""",,,, clay ,Masks (costume) ,,,,Dramatic Museum Realia,,"gift, George P. Edgar through Carlebach, 1960",,eng,,,,,,,Mexico,,,,,,,,,1800-1899,1,,Carnival mask mold,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Clay mold for papier mache carnival mask.,Carlebach dates in 19th century but a later date is more appropriate,1,,2514,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery1,NNC-RB,marcorg,"DM number: M24.01,  Box:  126",,,,rbml_realia_m24.01,reformatted digital," 9""x7""",,,, clay ,Masks (costume) ,,,,Dramatic Museum Realia,,"gift, George P. Edgar through Carlebach, 1960",,eng,,,,,,,Mexico,,,,,,,,,1800-1899,1,,Carnival mask mold,,,,,
Dramatic Museum Realia,,,,,,,,,,,modern,,,modern,"Carved wood mask of animal with fierce expression. Carlebach describes it as human face with animal teeth, in painted lacquer, black, red and white. Teeth are of bone  inserted in open mouth",,1,,2513,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_mexico/gallery1,NNC-RB,marcorg,"DM number: M20.01,  Box:  121",,,,rbml_realia_m20.01,reformatted digital," 9.5""x7.625""",,,, wood ,Masks (costume) ,,,,Dramatic Museum Realia,,"gift, Stanley Marcus through Carlebach, 1955",,eng,,,,,,,Mexico,,,,,,,,,,1,,Carnival mask,,,,,
