relatedItem_collection,name,nameType,nameRelator,name_authority,name_authority_identifier,name 2,nameRelator 2,nameType 2,name_authority 2,name_authority_identifier 2,keyDate_start,keyDate_end,dateQualifier,dateCreated,abstract,abstract 2,item - featured,identifier_clio,identifier_omeka,typeOfResource,language,location_url_ObjectInContext,physicalLocation,physicalLocation_authority,shelfLocator,sublocation,note,note 2,note_filename,digitalOrigin,extent,form,form_authority,form_authority_identifier,form_originalFormat,form_originalFormat 1,place,place_authority,place_authority_identifier,relatedItem_Project,projectURL,note_ownership,publisher,languageOfCataloging,subject_topic,subject_topic_authority,subject_topic_authority_identifier,subject_name,subject_name_authority,subject_name_authority_identifier,subject_geographic,subject_geographic_authority,subject_geographic_authority_identifier,subject_geographic_hierarchical_street,subject_geographic_hierarchical_borough,subject_geographic_hierarchical_city,subject_geographic_hierarchical_state,subject_geographic_hierarchical_province,subject_geographic_hierarchical_country,subject_temporal,item - public,title_nonsort,title,partName,identifier_title,title2_nonsort,title2,title2_type
Dramatic Museum Realia,"Robert Edmond Jones, designer",,,,," Remo Bufano, maker "," Remo Bufano, maker ",,,,1931,,,1931,For production of Oedipus Rex presented by the League of Composers and the Philadelphia Orchestra in 1931.,,0,,1674,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_unitedstates/gallery1,NNC-RB,marcorg,"DM number: P47.01,  Box:  57",,,,rbml_realia_p47.01,reformatted digital," 96""",,,," cloth, wood, papier mache ",Marionettes (stringed puppets) ,,,,Dramatic Museum Realia,,"Cooper Union Museum (Remo Bufano Studios, Inc.), 1953",,eng,,,,,,,United States,,,,,,,,,,1,,Oedipus (sighted) marionette,,,,,
Dramatic Museum Realia,Remo Bufano,,,,,,,,,,1934,1935,,1934-1935,Model for the 35-foot clown in Billy Rose's production Jumbo.,,0,,1673,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_unitedstates/gallery2,NNC-RB,marcorg,"DM number: P47.06,  Box:  56",,,,rbml_realia_p47.06,reformatted digital," 52""",,,," cloth, metal, wood ",Marionettes (stringed puppets) ,,,,Dramatic Museum Realia,,"Cooper Union Museum (Remo Bufano Studios, Inc.), 1953",,eng,,,,,,,United States,,,,,,,,,,1,,Model for Clown puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Part of a set of Karagheuz puppets.,,0,,1672,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery2,NNC-RB,marcorg,"DM number: P13.21,  Box:  23",,,,rbml_realia_p13.21,reformatted digital," 14""",,,, leather ,Shadow puppets ,,,,Dramatic Museum Realia,,"Brander Matthews, with others, c.1925",,eng,,,,,,,Turkey,,,,,,,,,,1,,"Turkish shadow puppet of monkey on man's back, holding gun",,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Part of a set of Karagheuz puppets.,,0,,1671,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery2,NNC-RB,marcorg,"DM number: P13.20,  Box:  23",,,,rbml_realia_p13.20,reformatted digital," 16"" x 10""",,,, leather ,Shadow puppets ,,,,Dramatic Museum Realia,,"Brander Matthews, with others, c.1925",,eng,,,,,,,Turkey,,,,,,,,,,1,,Turkish shadow puppet of L-shaped piece and attachment,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Part of a set of Karagheuz puppets.,,0,,1670,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery2,NNC-RB,marcorg,"DM number: P13.19,  Box:  23",,,,rbml_realia_p13.19,reformatted digital," 6""",,,, leather ,Shadow puppets ,,,,Dramatic Museum Realia,,"Brander Matthews, with others, c.1925",,eng,,,,,,,Turkey,,,,,,,,,,1,,Turkish shadow puppet of trees,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Part of a set of Karagheuz puppets.,,0,,1669,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery2,NNC-RB,marcorg,"DM number: P13.18,  Box:  23",,,,rbml_realia_p13.18,reformatted digital," 6.5""",,,, leather ,Shadow puppets ,,,,Dramatic Museum Realia,,"Brander Matthews, with others, c.1925",,eng,,,,,,,Turkey,,,,,,,,,,1,,Turkish shadow puppet of closet,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Part of a set of Karagheuz puppets.,,0,,1668,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery1,NNC-RB,marcorg,"DM number: P13.17,  Box:  23",,,,rbml_realia_p13.17,reformatted digital," 5.25""",,,, leather ,Shadow puppets ,,,,Dramatic Museum Realia,,"Brander Matthews, with others, c.1925",,eng,,,,,,,Turkey,,,,,,,,,,1,,Turkish shadow puppet of chest of drawers,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Single figure. Writing in red chalk on verso, Thai label with wax seal.",,0,,1667,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery3,NNC-RB,marcorg,"DM number: TSP24,  Box:  TSP24",,,,rbml_realia_tsp24,reformatted digital," 66""(71"")",,,," skin, bamboo ",Shadow puppets ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Thailand,,,,,,,,,,1,,Thai shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Part of a set of Karagheuz puppets.,,0,,1666,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery1,NNC-RB,marcorg,"DM number: P13.16,  Box:  23",,,,rbml_realia_p13.16,reformatted digital," 6""",,,, leather ,Shadow puppets ,,,,Dramatic Museum Realia,,"Brander Matthews, with others, c.1925",,eng,,,,,,,Turkey,,,,,,,,,,1,,Turkish shadow puppet of rocks,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Single figure. Thai label with wax seal.,,0,,1665,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery2,NNC-RB,marcorg,"DM number: TSP23,  Box:  TSP23",,,,rbml_realia_tsp23,reformatted digital," 58""(69"")",,,," skin, bamboo ",Shadow puppets ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Thailand,,,,,,,,,,1,,Thai shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Part of a set of Karagheuz puppets.,,0,,1664,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery1,NNC-RB,marcorg,"DM number: P13.15,  Box:  23",,,,rbml_realia_p13.15,reformatted digital," 3.5""",,,, leather ,Shadow puppets ,,,,Dramatic Museum Realia,,"Brander Matthews, with others, c.1925",,eng,,,,,,,Turkey,,,,,,,,,,1,,Turkish shadow puppet of small square,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Two figures. A number or letter is written at the top in red, string remaining only.",,0,,1663,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery2,NNC-RB,marcorg,"DM number: TSP22,  Box:  TSP22",,,,rbml_realia_tsp22,reformatted digital," 63""(71"")",,,," skin, bamboo ",Shadow puppets ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Thailand,,,,,,,,,,1,,Thai shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Part of a set of Karagheuz puppets.,,0,,1662,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery1,NNC-RB,marcorg,"DM number: P13.14,  Box:  23",,,,rbml_realia_p13.14,reformatted digital," 5.5"" x 4""",,,, leather ,Shadow puppets ,,,,Dramatic Museum Realia,,"Brander Matthews, with others, c.1925",,eng,,,,,,,Turkey,,,,,,,,,,1,,Turkish shadow puppet of flag with X marked on it,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Single figure. ""99"" top center in red chalk.",,0,,1661,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery3,NNC-RB,marcorg,"DM number: TSP21,  Box:  TSP21",,,,rbml_realia_tsp21,reformatted digital," 61""(70"")",,,," skin, bamboo ",Shadow puppets ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Thailand,,,,,,,,,,1,,Thai shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Part of a set of Karagheuz puppets.,,0,,1660,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery2,NNC-RB,marcorg,"DM number: P13.13,  Box:  23",,,,rbml_realia_p13.13,reformatted digital," 10.5""",,,, leather ,Shadow puppets ,,,,Dramatic Museum Realia,,"Brander Matthews, with others, c.1925",,eng,,,,,,,Turkey,,,,,,,,,,1,,Turkish shadow puppet of tree,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Part of a set of Karagheuz puppets.,,0,,1658,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery1,NNC-RB,marcorg,"DM number: P13.12,  Box:  23",,,,rbml_realia_p13.12,reformatted digital," 7""",,,, leather ,Shadow puppets ,,,,Dramatic Museum Realia,,"Brander Matthews, with others, c.1925",,eng,,,,,,,Turkey,,,,,,,,,,1,,Turkish shadow puppet of trees,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Figure with floral design. ""8"" in red, top corner.",,0,,1659,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery3,NNC-RB,marcorg,"DM number: TSP20,  Box:  TSP20",,,,rbml_realia_tsp20,reformatted digital," 55"" (68"")",,,," skin, bamboo, string ",Shadow puppets ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Thailand,,,,,,,,,,1,,Thai shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Part of a set of Karagheuz puppets.,,0,,1657,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery1,NNC-RB,marcorg,"DM number: P13.11,  Box:  23",,,,rbml_realia_p13.11,reformatted digital," 10.5""",,,, leather ,Shadow puppets ,,,,Dramatic Museum Realia,,"Brander Matthews, with others, c.1925",,eng,,,,,,,Turkey,,,,,,,,,,1,,Turkish shadow puppet of woman holding flower,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Figure with floral design; no handle,,0,,1656,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery4,NNC-RB,marcorg,"DM number: TSP19,  Box:  TSP19",,,,rbml_realia_tsp19,reformatted digital," 52.5""",,,," skin, metal ",Shadow puppets ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Thailand,,,,,,,,,,1,,Thai shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Part of a set of Karagheuz puppets.,,0,,1655,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery1,NNC-RB,marcorg,"DM number: P13.10,  Box:  23",,,,rbml_realia_p13.10,reformatted digital," 8""",,,, leather ,Shadow puppets ,,,,Dramatic Museum Realia,,"Brander Matthews, with others, c.1925",,eng,,,,,,,Turkey,,,,,,,,,,1,,Turkish shadow puppet of rocks,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Buddha surrounded by 4 figures. ""9"" in red",,0,,1654,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery1,NNC-RB,marcorg,"DM number: TSP18,  Box:  TSP18",,,,rbml_realia_tsp18,reformatted digital," 55""(71"")",,,," skin, bamboo, string, metal ",Shadow puppets ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Thailand,,,,,,,,,,1,,Thai shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Part of a set of Karagheuz puppets.,,0,,1653,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery1,NNC-RB,marcorg,"DM number: P13.09,  Box:  23",,,,rbml_realia_p13.09,reformatted digital," 6.5""",,,, leather ,Shadow puppets ,,,,Dramatic Museum Realia,,"Brander Matthews, with others, c.1925",,eng,,,,,,,Turkey,,,,,,,,,,1,,Turkish shadow puppet of trees,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Figure with pointed cap. Thai label with wax seal, red chalk writing.",,0,,1651,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery1,NNC-RB,marcorg,"DM number: TSP17,  Box:  TSP17",,,,rbml_realia_tsp17,reformatted digital," 59""(74"")",,,," skin, bamboo ",Shadow puppets ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Thailand,,,,,,,,,,1,,Thai shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Part of a set of Karagheuz puppets.,,0,,1652,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery1,NNC-RB,marcorg,"DM number: P13.08,  Box:  23",,,,rbml_realia_p13.08,reformatted digital," 11""",,,, leather ,Shadow puppets ,,,,Dramatic Museum Realia,,"Brander Matthews, with others, c.1925",,eng,,,,,,,Turkey,,,,,,,,,,1,,Turkish shadow puppet of Devil holding watering can,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Part of a set of Karagheuz puppets.,,0,,1650,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery1,NNC-RB,marcorg,"DM number: P13.07,  Box:  23",,,,rbml_realia_p13.07,reformatted digital," 8""",,,, leather ,Shadow puppets ,,,,Dramatic Museum Realia,,"Brander Matthews, with others, c.1925",,eng,,,,,,,Turkey,,,,,,,,,,1,,Turkish shadow puppet of man with horse/donkey body,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Two figures facing one another, one with cone-shaped cap. Thai label with wax seal, red chalk marking.",,0,,1649,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery2,NNC-RB,marcorg,"DM number: TSP16,  Box:  TSP16",,,,rbml_realia_tsp16,reformatted digital," 58""(67"")",,,," skin, bamboo, coating, metal ",Shadow puppets ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Thailand,,,,,,,,,,1,,Thai shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Part of a set of Karagheuz puppets.,,0,,1648,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery1,NNC-RB,marcorg,"DM number: P13.06,  Box:  23",,,,rbml_realia_p13.06,reformatted digital," 8""",,,, leather ,Shadow puppets ,,,,Dramatic Museum Realia,,"Brander Matthews, with others, c.1925",,eng,,,,,,,Turkey,,,,,,,,,,1,,Turkish shadow puppet of trees,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Single figure. ""17"" in red chalk.",,0,,1647,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery1,NNC-RB,marcorg,"DM number: TSP15,  Box:  TSP15",,,,rbml_realia_tsp15,reformatted digital," 63""(68"")",,,," skin, bamboo ",Shadow puppets ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Thailand,,,,,,,,,,1,,Thai shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Part of a set of Karagheuz puppets.,,0,,1646,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery2,NNC-RB,marcorg,"DM number: P13.05,  Box:  23",,,,rbml_realia_p13.05,reformatted digital," 8.5""",,,, leather  ,Shadow puppets ,,,,Dramatic Museum Realia,,"Brander Matthews, with others, c.1925",,eng,,,,,,,Turkey,,,,,,,,,,1,,Turkish shadow puppet of man with red striped cap,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Figure with cubs.,,0,,1645,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery1,NNC-RB,marcorg,"DM number: TSP14,  Box:  TSP14",,,,rbml_realia_tsp14,reformatted digital," 56""(66.5"")",,,," skin, bamboo ",Shadow puppets ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Thailand,,,,,,,,,,1,,Thai shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Part of a set of Karagheuz puppets.,,0,,1644,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery2,NNC-RB,marcorg,"DM number: P13.04,  Box:  23",,,,rbml_realia_p13.04,reformatted digital," 8""",,,, leather ,Shadow puppets ,,,,Dramatic Museum Realia,,"Brander Matthews, with others, c.1925",,eng,,,,,,,Turkey,,,,,,,,,,1,,Turkish shadow puppet of man with goat body,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Part of a set of Karagheuz puppets.,,0,,1642,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery2,NNC-RB,marcorg,"DM number: P13.03,  Box:  23",,,,rbml_realia_p13.03,reformatted digital," 6""",,,, leather ,Shadow puppets ,,,,Dramatic Museum Realia,,"Brander Matthews, with others, c.1925",,eng,,,,,,,Turkey,,,,,,,,,,1,,Turkish shadow puppet of man with goat body,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Figure with floral motif. Thai label with wax seal.,,0,,1643,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery4,NNC-RB,marcorg,"DM number: TSP13,  Box:  TSP13",,,,rbml_realia_tsp13,reformatted digital," 50.5""(60"")",,,," skin, bamboo ",Shadow puppets ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Thailand,,,,,,,,,,1,,Thai shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Thai label with wax seal,,0,,1641,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery1,NNC-RB,marcorg,"DM number: TSP12,  Box:  TSP12",,,,rbml_realia_tsp12,reformatted digital," 60""(69"")",,,," skin, metal, bamboo ",Shadow puppets ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Thailand,,,,,,,,,,1,,Thai shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Part of a set of Karagheuz puppets.,,0,,1640,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery1,NNC-RB,marcorg,"DM number: P13.02,  Box:  23",,,,rbml_realia_p13.02,reformatted digital," 6""",,,, leather ,Shadow puppets ,,,,Dramatic Museum Realia,,"Brander Matthews, with others, c.1925",,eng,,,,,,,Turkey,,,,,,,,,,1,,Turkish shadow puppet of rhinoceros,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Single figure. Red chalk marking on skin frame directly above head; the label has been torn away, the string attachment remains.",,0,,1639,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery1,NNC-RB,marcorg,"DM number: TSP11,  Box:  TSP11",,,,rbml_realia_tsp11,reformatted digital," 58""(73"")",,,," skin, metal ",Shadow puppets ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Thailand,,,,,,,,,,1,,Thai shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,1800,1899,,1800-1899,Part of a set of Karagheuz puppets.,,0,,1638,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery2,NNC-RB,marcorg,"DM number: P13.01,  Box:  23",,,,rbml_realia_p13.01,reformatted digital," 9.5""",,,, leather ,Shadow puppets ,,,,Dramatic Museum Realia,,"Brander Matthews, with others, c.1925",,eng,,,,,,,Turkey,,,,,,,,,,1,,Turkish shadow puppet of building with columns,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Figure with hat, surrounded by floral pattern. ""21"" in red on verso.",,0,,1637,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery2,NNC-RB,marcorg,"DM number: TSP10,  Box:  TSP10",,,,rbml_realia_tsp10,reformatted digital," 55""(63"")",,,," skin, bamboo, metal ",Shadow puppets ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Thailand,,,,,,,,,,1,,Thai shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Single figure. Thai label with wax seal.,,0,,1636,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery2,NNC-RB,marcorg,"DM number: TSP09,  Box:  TSP09",,,,rbml_realia_tsp09,reformatted digital," 34""(41"")",,,," skin, bamboo, metal ",Shadow puppets ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Thailand,,,,,,,,,,1,,Thai shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Single figure. Thai label with wax seal, ""15"" written at top.",,0,,1635,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery3,NNC-RB,marcorg,"DM number: TSP08,  Box:  TSP08",,,,rbml_realia_tsp08,reformatted digital," 49""(61"")",,,," skin, bamboo, string, metal ",Shadow puppets ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Thailand,,,,,,,,,,1,,Thai shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Animals. ""10"" marked in red.",,0,,1634,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery3,NNC-RB,marcorg,"DM number: TSP07,  Box:  TSP07",,,,rbml_realia_tsp07,reformatted digital," 49""(64"")",,,," skin, bamboo, string, metal ",Shadow puppets ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Thailand,,,,,,,,,,1,,Thai shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Figure framed in floral patterns with horse. Thai label with wax seal, ""16"" marked in red chalk.",,0,,1633,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery4,NNC-RB,marcorg,"DM number: TSP06,  Box:  TSP06",,,,rbml_realia_tsp06,reformatted digital," 52.5""(58"")",,,," skin, bamboo ",Shadow puppets ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Thailand,,,,,,,,,,1,,Thai shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Complete figures. Thai label with wax seal.,,0,,1632,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery2,NNC-RB,marcorg,"DM number: TSP05,  Box:  TSP05",,,,rbml_realia_tsp05,reformatted digital," 64""(74"")",,,," skin, bamboo ",Shadow puppets ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Thailand,,,,,,,,,,1,,Thai shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Single figure. ""cm 937.14.36"", ""14"" written above nose.",,0,,1631,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery3,NNC-RB,marcorg,"DM number: TSP04,  Box:  TSP04",,,,rbml_realia_tsp04,reformatted digital," 46.5""(62"")",,,," skin, bamboo, string ",Shadow puppets ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Thailand,,,,,,,,,,1,,Thai shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Figure on horse. Thai label with wax seal, red writing on puppet left hand.",,0,,1630,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery3,NNC-RB,marcorg,"DM number: TSP03,  Box:  TSP03",,,,rbml_realia_tsp03,reformatted digital," 49""(59"")",,,," skin, bamboo, metal ",Shadow puppets ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Thailand,,,,,,,,,,1,,Thai shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Face left, profile proper right. Thai label with wax seal.",,0,,1629,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery2,NNC-RB,marcorg,"DM number: TSP02,  Box:  TSP02",,,,rbml_realia_tsp02,reformatted digital," 52""(65"")",,,," skin, bamboo ",Shadow puppets ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Thailand,,,,,,,,,,1,,Thai shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Single figure,,0,,1628,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery2,NNC-RB,marcorg,"DM number: TSP01,  Box:  TSP01",,,,rbml_realia_tsp01,reformatted digital," 58""(64"")",,,," skin, bamboo ",Shadow puppets ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Thailand,,,,,,,,,,1,,Thai shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1627,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery3,NNC-RB,marcorg,"DM number: P72.02,  Box:  47",,,,rbml_realia_p72.02,reformatted digital," 5""x4.5""x4.5""",,,, bronze ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Thailand,,,,,,,,,,1,,Sculpture of Siamese dancer,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1626,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery3,NNC-RB,marcorg,"DM number: P72.01,  Box:  47",,,,rbml_realia_p72.01,reformatted digital," 5""x4.5""x4.5""",,,, bronze ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,Thailand,,,,,,,,,,1,,Sculpture of Siamese dancer,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1625,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery3,NNC-RB,marcorg,"DM number: P55.12,  Box:  47",,,,rbml_realia_p55.12,reformatted digital," 5""",,,," wood, papier mache ",Figurines ,,,,Dramatic Museum Realia,,"Dr. and Mrs. C.H. Gray, c. 1951/2?",,eng,,,,,,,Thailand,,,,,,,,,,1,,Head with headdress for court dancer figurine,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Court dancer, dark purple face",,0,,1624,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery1,NNC-RB,marcorg,"DM number: P55.11,  Box:  47",,,,rbml_realia_p55.11,reformatted digital," 5""",,,," wood, papier mache ",Figurines ,,,,Dramatic Museum Realia,,"Dr. and Mrs. C.H. Gray, c. 1951/2?",,eng,,,,,,,Thailand,,,,,,,,,,1,,Head with headdress for court dancer figurine,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Court dancer, dark magenta face",,0,,1623,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery1,NNC-RB,marcorg,"DM number: P55.10,  Box:  47",,,,rbml_realia_p55.10,reformatted digital," 5""",,,," wood, papier mache ",Figurines ,,,,Dramatic Museum Realia,,"Dr. and Mrs. C.H. Gray, c. 1951/2?",,eng,,,,,,,Thailand,,,,,,,,,,1,,Head with headdress for court dancer figurine,,,,,
