omeka_identifier-1:omeka_identifier_value,_identifiers-1,_digital_object_type.string_key,title-1:title_sort_portion,abstract-1:abstract_value,object_in_context_url-1:object_in_context_url_value,note-1:note_value,note-1:note_type,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created_textual-1:date_created_textual_value,date_created-1:date_created_type,location-1:location_term.value,location-1:location_term.code,location-1:location_term.authority,location-1:location_term.uri,type_of_resource-1:type_of_resource_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,digital_origin-1:digital_origin_value,location-1:location_shelf_location-1:location_shelf_location_free_text,location-1:location_shelf_location-1:location_shelf_location_box_number,location-1:location_shelf_location-1:location_shelf_location_folder_number,location-2:location_shelf_location-2:location_shelf_location_free_text,location-3:location_shelf_location-3:location_shelf_location_free_text,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,name-1:name_term.value,name-1:name_term.authority,name-1:name_term.uri,extent-1:extent_value,note-2:note_value,note-:note_type,use_and_reproduction-1:use_and_reproduction_value
omeka_5532,1968ColumbiaCrisis_prk,item,"""Defend the Right to Demonstrate""","Circular promoting the April 23, 1968 sundial rally. At the bottom of the page a handwritten message says, ""End IDA & University rascism/ Tuesday 12 noon Sundial""",,,,1968-04,,Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,reformatted digital ,"Box 13, Folder 8",Box 13,Folder 8,"University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Demonstrations,fast,http://id.worldcat.org/fast/890222,,,,,,,,,,,,,"Physical Dimensions: 8.5""x11""",,,
omeka_5532,1968ColumbiaCrisis_prk_000,asset,"""Defend the Right to Demonstrate""","Circular promoting the April 23, 1968 sundial rally. At the bottom of the page a handwritten message says, ""End IDA & University rascism/ Tuesday 12 noon Sundial""",https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/first,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044017,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5570,1968ColumbiaCrisis_prz,item,Letter to President Kirk from John S. Casler (Law '70),"Type written letter to Kirk from John Casler, anti-bust. Letter dated April 2, 1968 but probably meant to write May 2, 1968 based on content of letter.",,,,1968-05-02,,2 [May] 1968,inferred,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,"Box 44, Folder 2",Box 44,Folder 2,"University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,"Physical Dimensions: 6"" x 9""",,,
omeka_5570,1968ColumbiaCrisis_prz_000,asset,Page 2,"Type written letter to Kirk from John Casler, anti-bust. Letter dated April 2, 1968 but probably meant to write May 2, 1968 based on content of letter.",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044055,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5516,1968ColumbiaCrisis_psp,item,"""Live Music ROTC"" circular","Blue circular, hand written advertising campaign to remove ROTC from college campuses (2 pages)",,,,1967,,1967,inferred,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,reformatted digital ,"Box 9, Folder 55",Box 9,Folder 55,"University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Demonstrations,fast,http://id.worldcat.org/fast/890222,,,,,,,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Physical Dimensions: 8.5"" x11""",,,
omeka_5516,1968ColumbiaCrisis_psp_001,asset,Page 1,"Blue circular, hand written advertising campaign to remove ROTC from college campuses (2 pages)",https://exhibitions.cul.columbia.edu/exhibits/show/1968/causes/recruiting,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044001,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5516,1968ColumbiaCrisis_psp_002,asset,Page 2,"Blue circular, hand written advertising campaign to remove ROTC from college campuses (2 pages)",https://exhibitions.cul.columbia.edu/exhibits/show/1968/causes/recruiting,ROTC2.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5635,1968ColumbiaCrisis_pwf,item,WKCR broadcasters,WKCR broadcasting in front of Earl Hall,,,,1968-04,,Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,"Binder 1, Roll 14",,,Office of Public Affairs Protest & Activism Photograph Collection,Collection number: UA#109,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,,,,
omeka_5635,1968ColumbiaCrisis_pwf_000,asset,WKCR broadcasters,WKCR broadcasting in front of Earl Hall,https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/wkcr,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_capa_404,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5523,1968ColumbiaCrisis_pwl,item,"""The King Memorial - Why We Disrupted""","Newspaper, Up Against the Wall, Vol. III, no. 1. Article: ""The King Memorial - Why We Disrupted""",,,,1968-04-22,,22-Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,"Box 14, Folder 6",Box 14,Folder 6,"University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,,,,,,,Columbia-Barnard SDS,naf,http://id.loc.gov/authorities/names/no2008058186,,,,,,,"Physical Dimensions: 11.25"" x 16.5""",,,
omeka_5523,1968ColumbiaCrisis_pwl_003,asset,Page 3,"Newspaper, Up Against the Wall, Vol. III, no. 1. Article: ""The King Memorial - Why We Disrupted""",https://exhibitions.cul.columbia.edu/exhibits/show/1968/causes/mlk,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044008,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5633,1968ColumbiaCrisis_pyx,item,Westin and Wallerstein press conference,"Alan Westin and Immanuel Wallerstein at Press Conference announcing 'bitter pill' resolutions, April 28, 1968",,,,1968-04-28,,28-Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,"Binder 1, Roll 11",,,Office of Public Affairs Protest & Activism Photograph Collection,Collection number: UA#109,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,,,,
omeka_5633,1968ColumbiaCrisis_pyx_000,asset,Westin and Wallerstein press conference,"Alan Westin and Immanuel Wallerstein at Press Conference announcing 'bitter pill' resolutions, April 28, 1968",https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/faculty,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_capa_321,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5612,1968ColumbiaCrisis_pzg,item,"""Trustees Drop Gym, Rockland Sites""",The Columbia Daily Spectator. 4 March 1969  front page article about abandoning gym in Morningside Park. Article starts on front page and continues on page 5. ,,,,1969-03-04,,4-Mar-69,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,1968-1969,,,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,
omeka_5612,1968ColumbiaCrisis_pzg_001,asset,Page 1,The Columbia Daily Spectator. 4 March 1969  front page article about abandoning gym in Morningside Park. Article starts on front page and continues on page 5. ,https://exhibitions.cul.columbia.edu/exhibits/show/1968/consequences/legacy,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044097,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5612,1968ColumbiaCrisis_pzg_005,asset,Page 5,The Columbia Daily Spectator. 4 March 1969  front page article about abandoning gym in Morningside Park. Article starts on front page and continues on page 5. ,https://exhibitions.cul.columbia.edu/exhibits/show/1968/consequences/legacy,Gym2.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5553,1968ColumbiaCrisis_qcf,item,Letter from Andrew Cordier to President Grayson Kirk,"Letter in support of Kirk's actions from the man who would eventually replace him as president of Columbia University, ",,,,1968-04-29,,29-Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,"Box 42, Folder 2",Box 42,Folder 2,"University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Physical Dimensions: 8.5""x11""",,,
omeka_5553,1968ColumbiaCrisis_qcf_001,asset,Page 1,"Letter in support of Kirk's actions from the man who would eventually replace him as president of Columbia University, ",https://exhibitions.cul.columbia.edu/exhibits/show/1968/bust/kirk,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044038,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5553,1968ColumbiaCrisis_qcf_002,asset,Page 2,"Letter in support of Kirk's actions from the man who would eventually replace him as president of Columbia University, ",https://exhibitions.cul.columbia.edu/exhibits/show/1968/bust/kirk,Cordier2.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5619,1968ColumbiaCrisis_qcg,item,"Columbia Daily Spectator, 4/8/69","The Columbia Daily Spectator. 8 April 1969, page 3",,,,1969-04-08,,8-Apr-69,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,1968-1969,,,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,,,,,,,"Physical Dimensions: 16""x11.25""",,,
omeka_5619,1968ColumbiaCrisis_qcg_000,asset,Page 3,"The Columbia Daily Spectator. 8 April 1969, page 3",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044104,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5607,1968ColumbiaCrisis_qfg,item,"Columbia Daily Spectator, 2/28/69","The Columbia Daily Spectator. 28 February 1969, p. 2",,,,1969-02-28,,28-Feb-69,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,1968-1969,,,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,,,,,,,"Physical Dimensions: 16""x11.25""",,,
omeka_5607,1968ColumbiaCrisis_qfg_000,asset,Page 2,"The Columbia Daily Spectator. 28 February 1969, p. 2",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044092,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5628,1968ColumbiaCrisis_qnw,item,Harry Coleman in Hamilton Hall,"Dean Harry Coleman speaking to students in lobby of Hamilton Hall, giving his ""Can I leave"" speech.",,,,1968-04,,Apr-68,,Private Collection,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,,,,Private Collection,,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,"Adler, Gerald S.",,,,"Gerald S. Adler, '80 GSAS",ownership,Permission to reproduce this image must be obtained from Gerald S. Adler. Please contact the University Archives for contact information.
omeka_5628,1968ColumbiaCrisis_qnw_000,asset,Harry Coleman in Hamilton Hall,"Dean Harry Coleman speaking to students in lobby of Hamilton Hall, giving his ""Can I leave"" speech.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/first,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_adler_59,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5598,1968ColumbiaCrisis_qqx,item,Columbia Daily Spectator 4/10/68,"The Columbia Daily Spectator. 10 April 1968, page 3. continuation of front page article.",,,,1968-04-10,,10-Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,1967-1968,,,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,,,,,,,"Physical Dimensions: 16""x11.25""",,,
omeka_5598,1968ColumbiaCrisis_qqx_000,asset,Page 3,"The Columbia Daily Spectator. 10 April 1968, page 3. continuation of front page article.",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044083,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5593,1968ColumbiaCrisis_qxp,item,"Columbia Daily Spectator, 3/28/68","The Columbia Daily Spectator. 28 March 1968, front page and page three.",,,,1968-03-28,,28-Mar-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,1967-1968,,,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Physical Dimensions: 16""x11.25""",,,
omeka_5593,1968ColumbiaCrisis_qxp_001,asset,Page 1,"The Columbia Daily Spectator. 28 March 1968, front page and page three.",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044078,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5593,1968ColumbiaCrisis_qxp_003,asset,Page 3,"The Columbia Daily Spectator. 28 March 1968, front page and page three.",,Spec Mar68 Page 3.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5573,1968ColumbiaCrisis_rcz,item,Letter to President Kirk from John S. Casler (Law '70),"Type written letter to Kirk from John Casler, anti-bust. Letter dated April 2, 1968 but probably meant to write May 2, 1968 based on content of letter.",,,,1968-05-02,,2 [May] 1968,inferred,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,"Box 44, Folder 2",Box 44,Folder 2,"University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,"Physical Dimensions: 6"" x 9""",,,
omeka_5573,1968ColumbiaCrisis_rcz_000,asset,Page 5,"Type written letter to Kirk from John Casler, anti-bust. Letter dated April 2, 1968 but probably meant to write May 2, 1968 based on content of letter.",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044058,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5594,1968ColumbiaCrisis_rgv,item,Columbia Daily Spectator 3/28/68,"The Columbia Daily Spectator. 28 March 1968, page 3",,,,1968-03-28,,28-Mar-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,1967-1968,,,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,,,,,,,"Physical Dimensions: 16""x11.25""",,,
omeka_5594,1968ColumbiaCrisis_rgv_000,asset,Page 3,"The Columbia Daily Spectator. 28 March 1968, page 3",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044079,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5636,1968ColumbiaCrisis_rgy,item,President Grayson Kirk and David Truman press conference,"Grayson Kirk and David Truman at press conference in Faculty Room of Low Memorial Library, April 25, 1968",,,,1968-04-25,,25-Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,"Binder 1, Roll 2",,,Office of Public Affairs Protest & Activism Photograph Collection,Collection number: UA#109,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,,,,
omeka_5636,1968ColumbiaCrisis_rgy_000,asset,President Grayson Kirk and David Truman press conference,"Grayson Kirk and David Truman at press conference in Faculty Room of Low Memorial Library, April 25, 1968",https://exhibitions.cul.columbia.edu/exhibits/show/1968/timeline/timeline1,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_capa_44,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5548,1968ColumbiaCrisis_rxw,item,Notes on Office of President memo paper,"Notes, written by occupying students, about President Kirk's activities in August 1966",,,,1968,,1968,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,"Box 10, Folder 1",Box 10,Folder 1,"University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,"Physical Dimensions: 4.5"" x 6""",,,
omeka_5548,1968ColumbiaCrisis_rxw_000,asset,Page 2,"Notes, written by occupying students, about President Kirk's activities in August 1966",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044033,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5546,1968ColumbiaCrisis_sfy,item,"""This Office has been 1) Liberated 2) Cleaned, Keep it that way"" circular","Circular, Students occupying the various buildings on campus cleaned and kept things in good order while they were there.
",,,,1968,,1968,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,reformatted digital ,"Box 11, Folder 21",Box 11,Folder 21,"University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,"Physical Dimensions: 8.5""x11""",,,
omeka_5546,1968ColumbiaCrisis_sfy_000,asset,"""This Office has been 1) Liberated 2) Cleaned, Keep it that way"" circular","Circular, Students occupying the various buildings on campus cleaned and kept things in good order while they were there.
",https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/strike,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044031,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5647,1968ColumbiaCrisis_shq,item,"""Liberation Classes"" sign","Please Strike, Support Liberation Classes",,,,1968-05,,May-68,,Private Collection,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,,,,Private Collection,,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,,Columbia College Today,ownership,Permission to reproduce this image must be obtained from Columbia College Today. Please contact the University Archives for contact information.
omeka_5647,1968ColumbiaCrisis_shq_000,asset,"""Liberation Classes"" sign","Please Strike, Support Liberation Classes",https://exhibitions.cul.columbia.edu/exhibits/show/1968/campus/sec,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_cct_6,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5657,1968ColumbiaCrisis_skj,item,"""Join Us!"" circular",Circular asking students to join those occupying Hamilton Hall on the first day of occupation.,,,,1968,,1968,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,reformatted digital ,"Box 13, Folder 8",Box 13,Folder 8,"University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,"Physical Dimensions: 8.5""x11""",,,
omeka_5657,1968ColumbiaCrisis_skj_000,asset,"""Join Us!"" circular",Circular asking students to join those occupying Hamilton Hall on the first day of occupation.,https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/first,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_joinuscircular,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5550,1968ColumbiaCrisis_stf,item,Notes on Office of President memo paper,"Notes, written by occupying students, about President Kirk's activities in August 1966",,,,1968,,1968,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,"Box 10, Folder 1",Box 10,Folder 1,"University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,"Physical Dimensions: 4.5"" x 6""",,,
omeka_5550,1968ColumbiaCrisis_stf_000,asset,Page 4,"Notes, written by occupying students, about President Kirk's activities in August 1966",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044035,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5561,1968ColumbiaCrisis_svm,item,"""The Time for Naivite has ended with the April 30 Massacre"" circular","Strike Coordinating Committee circular discouraging people from
entering classroom buildings in solidarity with the strike imposed after
the violent police bust on April 30, 1968.",,,,1968-05,,May-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,reformatted digital ,"Box 11, Folder 41",Box 11,Folder 41,"University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,"Physical Dimensions: 8.5""x11""",,,
omeka_5561,1968ColumbiaCrisis_svm_000,asset,"""The Time for Naivite has ended with the April 30 Massacre"" circular","Strike Coordinating Committee circular discouraging people from
entering classroom buildings in solidarity with the strike imposed after
the violent police bust on April 30, 1968.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/campus/sec,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044046,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5539,1968ColumbiaCrisis_sww,item,At Issue,"Second page of May 13, 1968 edition of At Issue",,,,1968-05-13,,13-May-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,"Box 10, Folder 1",Box 10,Folder 1,"University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,"Physical Dimensions: 11.25"" x16""",,,
omeka_5539,1968ColumbiaCrisis_sww_000,asset,Page 2,"Second page of May 13, 1968 edition of At Issue",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044024,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5564,1968ColumbiaCrisis_tib,item,Invitation to counter-commencement,Students for a Restructured University circular inviting people to counter-commencement on Low Plaza.,,,,1968-06-04,,4-Jun-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,reformatted digital ,"Box 21, Folder 3",Box 21,Folder 3,"Commencement Collection, 1758- [Bulk Dates 1968]",Collection number: UA#0126,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,"Physical Dimensions: 8.5""x11""",,,
omeka_5564,1968ColumbiaCrisis_tib_000,asset,Invitation to counter-commencement,Students for a Restructured University circular inviting people to counter-commencement on Low Plaza.,https://exhibitions.cul.columbia.edu/exhibits/show/1968/commencement/counter,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044049,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5614,1968ColumbiaCrisis_tji,item,"Columbia Daily Spectator, 3/4/69","The Columbia Daily Spectator. 4 March 1969, page 1 and 5.",,,,1969-03-04,,4-Mar-69,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,1968-1969,,,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Physical Dimensions: 16""x11.25""",,,
omeka_5614,1968ColumbiaCrisis_tji_001,asset,Page 1,"The Columbia Daily Spectator. 4 March 1969, page 1 and 5.",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044099,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5614,1968ColumbiaCrisis_tji_005,asset,Page 5,"The Columbia Daily Spectator. 4 March 1969, page 1 and 5.",,Spec Mar 4 1969 p5.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
