identifier_omeka,identifier_title,title,partName,abstract,location_url_ObjectInContext,note_filename,keyDate_start,keyDate_end,dateCreated,dateQualifier,physicalLocation,physicalLocation_code,physicalLocation_authority,physicalLocation_authority_identifier,typeOfResource,form,form_authority,form_authority_identifier,digitalOrigin,languageOfCataloging,shelfLocator,sublocation_1,sublocation_2,subject_topic 1,subject_topic_1_authority,subject_topic_1_authority_identifier,subject_topic 2,subject_topic_2_authority,subject_topic_2_authority_identifier,subject_name,subject_name_authority,subject_name_authority_identifier,language,language_authority,language_authority_identifier,name_primary,name_primary_authority,name_primary_authority_identifier,relatedItem_Project,extent,note_ownership,accessCondition
omeka_5583,1968ColumbiaCrisis_tyx_000,"""Silent Vigil"" circular",,Circular calling for a silent vigil by the Majority Coalition Steering Committee. Trying to help faculty prevent free access. Coats and ties requested attire.,https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/majority,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044068,1968-04-28,,28-Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,reformatted digital ,eng,"Box 11, Folder 13","University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,1968: Columbia in Crisis ,"Physical Dimensions: 8.5"" x 11""",,
omeka_5582,1968ColumbiaCrisis_zhv_000,Response letter from Kirk to Rudd Freudenberg,Page 2,Second page of 2 April 1968 letter from Kirk to Rudd and Freudenberg. Responds to percieved threats from students with a threat in the last paragraph.,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044067,1968-04-02,,2-Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,eng,"Box 15, Folder 37","University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,1968: Columbia in Crisis ,"Physical Dimensions: 8.5"" x 11""",,
omeka_5581,1968ColumbiaCrisis_fqp_001,Response letter from Kirk to Rudd and Freudenberg,Page 1,"Letter on President's stationary, dated 2 April 1968 detailing the Institute for Defense Analysis",https://exhibitions.cul.columbia.edu/exhibits/show/1968/causes/ida,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044066,1968-04-02,,2-Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,eng,"Box 15, Folder 37","University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,"Physical Dimensions: 8.5"" x 11""",,
omeka_5581,1968ColumbiaCrisis_fqp_002,Response letter from Kirk to Rudd and Freudenberg,Page 2,"Letter on President's stationary, dated 2 April 1968 detailing the Institute for Defense Analysis",https://exhibitions.cul.columbia.edu/exhibits/show/1968/causes/ida,Kirk Letter2.jpg,1968-04-02,,2-Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,eng,"Box 15, Folder 37","University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,"Physical Dimensions: 8.5"" x 11""",,
omeka_5579,1968ColumbiaCrisis_cgp_000,Letter to President Kirk from Mrs. Carrie Neftzger,Page 1,"Hand written letter to Kirk from Mrs. Carrie Neftzger, pro-bust. Also includes the clipping she included with her letter and referred to in the text.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/bust/kirk,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044064,1968-05-14,,14-May-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,eng,"Box 42, Folder 7","University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,"Physical Dimensions: 8.5"" x 11""",,
omeka_5579,1968ColumbiaCrisis_vbj_000,Letter to President Kirk from Mrs. Carrie Neftzger,Page 2,"Hand written letter to Kirk from Mrs. Carrie Neftzger, pro-bust. Also includes the clipping she included with her letter and referred to in the text.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/bust/kirk,Neftzger Article.jpg,1968-05-14,,14-May-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,clipping,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm002169,reformatted digital ,eng,"Box 42, Folder 7","University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,"Physical Dimensions: 8.5"" x 11""",,
omeka_5578,1968ColumbiaCrisis_kax_000,Letter to President Kirk from James K. Bishop,,"Hand written letter to Kirk from James K. Bishop, pro-bust",https://exhibitions.cul.columbia.edu/exhibits/show/1968/bust/kirk,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044063,1968-04-30,,30-Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,eng,"Box 42, Folder 1","University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,1968: Columbia in Crisis ,"Physical Dimensions: 8.5"" x 11""",,
omeka_5577,1968ColumbiaCrisis_azt_000,Letter to President Kirk from Jane Cullen Chrzanowski,Page 3,"Type written letter to Kirk from Jane Cullen Chrzanowski, anti-bust. ",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044062,1968-05-01,,1-May-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,eng,"Box 44, Folder 6","University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,1968: Columbia in Crisis ,"Physical Dimensions: 8.5"" x 11""",,
omeka_5576,1968ColumbiaCrisis_gro_000,Letter to President Kirk from Jane Cullen Chrzanowski,Page 2,"Type written letter to Kirk from Jane Cullen Chrzanowski, anti-bust. ",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044061,1968-05-01,,1-May-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,eng,"Box 44, Folder 6","University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,1968: Columbia in Crisis ,"Physical Dimensions: 8.5"" x 11""",,
omeka_5575,1968ColumbiaCrisis_oim_001,Letter to President Kirk from Jane Cullen Chrzanowski,Page 1,"Type written letter to Kirk from Jane Cullen Chrzanowski, anti-bust. (3 pages)",https://exhibitions.cul.columbia.edu/exhibits/show/1968/bust/kirk2,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044060,1968-05-01,,1-May-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,eng,"Box 44, Folder 6","University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,"Physical Dimensions: 8.5"" x11""",,
omeka_5575,1968ColumbiaCrisis_oim_002,Letter to President Kirk from Jane Cullen Chrzanowski,Page 2,"Type written letter to Kirk from Jane Cullen Chrzanowski, anti-bust. (3 pages)",https://exhibitions.cul.columbia.edu/exhibits/show/1968/bust/kirk2,Chrzanowski2.jpg,1968-05-01,,1-May-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,eng,"Box 44, Folder 6","University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,"Physical Dimensions: 8.5"" x11""",,
omeka_5575,1968ColumbiaCrisis_oim_003,Letter to President Kirk from Jane Cullen Chrzanowski,Page 3,"Type written letter to Kirk from Jane Cullen Chrzanowski, anti-bust. (3 pages)",https://exhibitions.cul.columbia.edu/exhibits/show/1968/bust/kirk2,Chrzanowski3.jpg,1968-05-01,,1-May-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,eng,"Box 44, Folder 6","University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,"Physical Dimensions: 8.5"" x11""",,
omeka_5574,1968ColumbiaCrisis_ucf_000,Letter to President Kirk from John S. Casler (Law '70),Page 6,"Type written letter to Kirk from John Casler, anti-bust. Letter dated April 2, 1968 but probably meant to write May 2, 1968 based on content of letter.",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044059,1968-05-02,,2 [May] 1968,inferred,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,eng,"Box 44, Folder 2","University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,1968: Columbia in Crisis ,"Physical Dimensions: 6"" x 9""",,
omeka_5573,1968ColumbiaCrisis_rcz_000,Letter to President Kirk from John S. Casler (Law '70),Page 5,"Type written letter to Kirk from John Casler, anti-bust. Letter dated April 2, 1968 but probably meant to write May 2, 1968 based on content of letter.",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044058,1968-05-02,,2 [May] 1968,inferred,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,eng,"Box 44, Folder 2","University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,1968: Columbia in Crisis ,"Physical Dimensions: 6"" x 9""",,
omeka_5572,1968ColumbiaCrisis_xhr_000,Letter to President Kirk from John S. Casler (Law '70),Page 4,"Type written letter to Kirk from John Casler, anti-bust. Letter dated April 2, 1968 but probably meant to write May 2, 1968 based on content of letter.",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044057,1968-05-02,,2 [May] 1968,inferred,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,eng,"Box 44, Folder 2","University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,1968: Columbia in Crisis ,"Physical Dimensions: 6"" x 9""",,
omeka_5571,1968ColumbiaCrisis_kiw_000,Letter to President Kirk from John S. Casler (Law '70),Page 3,"Type written letter to Kirk from John Casler, anti-bust. Letter dated April 2, 1968 but probably meant to write May 2, 1968 based on content of letter.",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044056,1968-05-02,,2 [May] 1968,inferred,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,eng,"Box 44, Folder 2","University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,1968: Columbia in Crisis ,"Physical Dimensions: 6"" x 9""",,
omeka_5570,1968ColumbiaCrisis_prz_000,Letter to President Kirk from John S. Casler (Law '70),Page 2,"Type written letter to Kirk from John Casler, anti-bust. Letter dated April 2, 1968 but probably meant to write May 2, 1968 based on content of letter.",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044055,1968-05-02,,2 [May] 1968,inferred,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,eng,"Box 44, Folder 2","University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,1968: Columbia in Crisis ,"Physical Dimensions: 6"" x 9""",,
omeka_5569,1968ColumbiaCrisis_cwq_001,Letter to Kirk from John S. Casler (Law '70),Page 1,"Type written letter to Kirk from John Casler, anti-bust. Letter dated April 2, 1968 but probably meant to write May 2, 1968 based on content of letter.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/bust/kirk2,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044054,1968-05-02,,2 [May] 1968,inferred,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,eng,"Box 44, Folder 2","University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,"Physical Dimensions: 6"" x 9""",,
omeka_5569,1968ColumbiaCrisis_cwq_002,Letter to Kirk from John S. Casler (Law '70),Page 2,"Type written letter to Kirk from John Casler, anti-bust. Letter dated April 2, 1968 but probably meant to write May 2, 1968 based on content of letter.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/bust/kirk2,Casler2.jpg,1968-05-02,,2 [May] 1968,inferred,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,eng,"Box 44, Folder 2","University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,"Physical Dimensions: 6"" x 9""",,
omeka_5569,1968ColumbiaCrisis_cwq_003,Letter to Kirk from John S. Casler (Law '70),Page 3,"Type written letter to Kirk from John Casler, anti-bust. Letter dated April 2, 1968 but probably meant to write May 2, 1968 based on content of letter.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/bust/kirk2,Casler3.jpg,1968-05-02,,2 [May] 1968,inferred,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,eng,"Box 44, Folder 2","University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,"Physical Dimensions: 6"" x 9""",,
omeka_5569,1968ColumbiaCrisis_cwq_004,Letter to Kirk from John S. Casler (Law '70),Page 4,"Type written letter to Kirk from John Casler, anti-bust. Letter dated April 2, 1968 but probably meant to write May 2, 1968 based on content of letter.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/bust/kirk2,Casler4.jpg,1968-05-02,,2 [May] 1968,inferred,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,eng,"Box 44, Folder 2","University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,"Physical Dimensions: 6"" x 9""",,
omeka_5569,1968ColumbiaCrisis_cwq_005,Letter to Kirk from John S. Casler (Law '70),Page 5,"Type written letter to Kirk from John Casler, anti-bust. Letter dated April 2, 1968 but probably meant to write May 2, 1968 based on content of letter.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/bust/kirk2,Casler5.jpg,1968-05-02,,2 [May] 1968,inferred,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,eng,"Box 44, Folder 2","University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,"Physical Dimensions: 6"" x 9""",,
omeka_5569,1968ColumbiaCrisis_cwq_006,Letter to Kirk from John S. Casler (Law '70),Page 6,"Type written letter to Kirk from John Casler, anti-bust. Letter dated April 2, 1968 but probably meant to write May 2, 1968 based on content of letter.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/bust/kirk2,Casler6.jpg,1968-05-02,,2 [May] 1968,inferred,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,eng,"Box 44, Folder 2","University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,"Physical Dimensions: 6"" x 9""",,
omeka_5568,1968ColumbiaCrisis_uog_000,President Grayson Kirk statement of resignation,Page 3,"Press release re: President's Kirk resignation written by Chairman of the Trustees, William E. Petersen",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044053,1968-08-23,,23-Aug-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,reformatted digital ,eng,"Box 1, Folder 4","University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,College presidents,fast,http://id.worldcat.org/fast/867876,,,,,,,,,,,,,1968: Columbia in Crisis ,"Physical Dimensions: 8.5""x11""",,
omeka_5567,1968ColumbiaCrisis_cyv_000,President Grayson Kirk statement of resignation,Page 2,"Press release re: President's Kirk resignation, written by Chairman of the Trustees, William E. Petersen",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044052,1968-08-23,,23-Aug-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,reformatted digital ,eng,"Box 1, Folder 4","University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,College presidents,fast,http://id.worldcat.org/fast/867876,,,,,,,,,,,,,1968: Columbia in Crisis ,"Physical Dimensions: 8.5""x11""",,
omeka_5566,1968ColumbiaCrisis_njq_002,Press statement. 23/8/68. Grayson Kirk statement of resignation.,Page 2,"Press release re: President's Kirk resignation. Written by Chairman of the Trustees, William E. Petersen (3 pages)",https://exhibitions.cul.columbia.edu/exhibits/show/1968/consequences/faculty,Resignation2.jpg,1968-08-23,,23-Aug-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,reformatted digital ,eng,"Box 1, Folder 4","University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,College presidents,fast,http://id.worldcat.org/fast/867876,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,"Physical Dimensions: 8.5""x11""",,
omeka_5566,1968ColumbiaCrisis_njq_003,Press statement. 23/8/68. Grayson Kirk statement of resignation.,Page 3,"Press release re: President's Kirk resignation. Written by Chairman of the Trustees, William E. Petersen (3 pages)",https://exhibitions.cul.columbia.edu/exhibits/show/1968/consequences/faculty,Resignation3.jpg,1968-08-23,,23-Aug-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,reformatted digital ,eng,"Box 1, Folder 4","University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,College presidents,fast,http://id.worldcat.org/fast/867876,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,"Physical Dimensions: 8.5""x11""",,
omeka_5566,1968ColumbiaCrisis_njq_001,Press statement. 23/8/68. Grayson Kirk statement of resignation.,Page 1,"Press release re: President's Kirk resignation. Written by Chairman of the Trustees, William E. Petersen (3 pages)",https://exhibitions.cul.columbia.edu/exhibits/show/1968/consequences/faculty,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044051,1968-08-23,,23-Aug-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,reformatted digital ,eng,"Box 1, Folder 4","University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,College presidents,fast,http://id.worldcat.org/fast/867876,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,"Physical Dimensions: 8.5""x11""",,
omeka_5565,1968ColumbiaCrisis_htq_000,Cox Commission Report,,"Cover of the paperback copy of the Cox Commission Report entitled ""Crisis at Columbia"" ",https://exhibitions.cul.columbia.edu/exhibits/show/1968/consequences/cox,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044050,1968,,1968,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,corporation reports,aat,http://vocab.getty.edu/aat/300027275,reformatted digital ,eng,"Box 4, Folder 29","University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,1968: Columbia in Crisis ,"Physical Dimensions: 7.25""x4.25""",,
omeka_5564,1968ColumbiaCrisis_tib_000,Invitation to counter-commencement,,Students for a Restructured University circular inviting people to counter-commencement on Low Plaza.,https://exhibitions.cul.columbia.edu/exhibits/show/1968/commencement/counter,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044049,1968-06-04,,4-Jun-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,reformatted digital ,eng,"Box 21, Folder 3","Commencement Collection, 1758- [Bulk Dates 1968]",Collection number: UA#0126,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,1968: Columbia in Crisis ,"Physical Dimensions: 8.5""x11""",,
omeka_5563,1968ColumbiaCrisis_moh_000,1968 commencement program,,Program for 1968 commencement. ,https://exhibitions.cul.columbia.edu/exhibits/show/1968/commencement/commencement1,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044048,1968-06-04,,4-Jun-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,reformatted digital ,eng,"Box 21, Folder 3","Commencement Collection, 1758- [Bulk Dates 1968]",Collection number: UA#007,Commencement ceremonies,fast,http://id.worldcat.org/fast/869276,,,,,,,,,,,,,1968: Columbia in Crisis ,"Physical Dimensions: 8.75""x5.75""",,
