identifier_omeka,identifier_clio,location_url_physicalObject,item - public,item - featured,language,shelfLocator,digitalOrigin,form,form_authority,form 2,form_authority 2,form 3,form_authority 3,form_originalFormat,extent,physicalNote,note 1,note 2,note_ownership,relatedItem_collection,sublocation,physicalLocation,physicalLocation_authority,keyDate-start,keyDate-end,dateQualifier,subject_name,subject_name_authority,subject_name_authority_identifier,subject_name 2,subject_name_authority 2,subject_name_authority_identifier 2,subject_name 3,subject_name_authority 3,subject_name_authority_identifier 3,subject_topic,subject_topic_authority,subject_topic_authority_identifier,subject_topic 2,subject_topic_authority 2,subject_topic_authority_identifier 2,subject_geographic 1,subject_geographic_authority 1,subject_geographic_authority_identifier 1,subject_geographic 2,subject_geographic_authority 2,subject_geographic_authority_identifier 2,subject_geographic_hierarchical_street,subject_geographic_hierarchical_borough,subject_geographic_hierarchical_city,subject_geographic_hierarchical_state,subject_geographic_hierarchical_province,subject_geographic_hierarchical_country,subject_temporal,title_nonSort,title,title2,title2_type,identifier_title,partName,name_primary,name_primary_type,name_primary_authority,name_primary_authority_identifier,name_primary_role_code,name_primary_role_text,name,name_type,name_authority,name_authority_uri,role_code,role_text,dateCreated,publisher,place,place_authority,place_authority_identifier,abstract 1,abstract 2,note_filename 1,note_filename 2,typeOfResource,accessCondition,languageOfCataloging,location_url_ObjectInContext,relatedItem_Project,projectURL
8832,,,1,0,,,reformatted digital,printed ephemera,,Bill or receipt,,,,,,,Corner College Place,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1886,,,Charles Vagt & Co.,,,,,,,,,Buildings,,,,,,,,,,,,"Street: Murray Street, 60 & 62",Borough: Manhattan,New York,New York,,United States,,,Charles Vagt & Co. Bill or receipt,,,,Recto,Charles Vagt & Co.,corporate,,,,,Yardley (collector),personal,,,,,1886,,,,,,,ave_yardley_00239r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesl-r/murraystreet,John H. Yardley Collection of Architectural Letterheads,
8831,,,1,0,,,reformatted digital,printed ephemera,,Bill or receipt,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1871,,,Phalon & Son,,,,,,,,,Buildings,,,,,,,,,,,,"Street: Mercer Street, 132",Borough: Manhattan,New York,New York,,United States,,,Phalon & Son. Bill or receipt,,,,Recto,Phalon & Son,corporate,,,,,Yardley (collector),personal,,,,,1871,,,,,,,ave_yardley_00238r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesl-r/mercerstreet,John H. Yardley Collection of Architectural Letterheads,
8830,,,1,0,,,reformatted digital,printed ephemera,,Bill or receipt,,,,,,,Between Grand & Broome,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1894,,,G. Sidenberg & Co.,,,,,,,,,Buildings,,,,,,,,,,,,"Street: Mercer Street, 47, 49 & 51",Borough: Manhattan,New York,New York,,United States,,,G. Sidenberg & Co.. Bill or receipt,,,,Recto,G. Sidenberg & Co.,corporate,,,,,Yardley (collector),personal,,,,,1894,,,,,,,ave_yardley_00237r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesl-r/mercerstreet,John H. Yardley Collection of Architectural Letterheads,
8829,,,1,0,,,reformatted digital,printed ephemera,,Bill or receipt,,,,,,,Between Grand & Broome,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1894,,,G. Sidenberg & Co.,,,,,,,,,Buildings,,,,,,,,,,,,"Street: Mercer Street, 47, 49 & 51",Borough: Manhattan,New York,New York,,United States,,,G. Sidenberg & Co.. Bill or receipt,,,,Recto,G. Sidenberg & Co.,corporate,,,,,Yardley (collector),personal,,,,,1894,,,,,,,ave_yardley_00236r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesl-r/mercerstreet,John H. Yardley Collection of Architectural Letterheads,
8828,,,1,0,,,reformatted digital,printed ephemera,,Bill or receipt,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1853,,,Leeds & Hazard,,,,,,,,,Buildings,,,,,,,,,,,,"Street: Maiden Lane, 121",Borough: Manhattan,New York,New York,,United States,,,Leeds & Hazard. Bill or receipt,,,,Recto,Leeds & Hazard,corporate,,,,,Yardley (collector),personal,,,,,1853,,,,,,,ave_yardley_00235r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/index/i-l/leeds-hazard,John H. Yardley Collection of Architectural Letterheads,
8827,,,1,0,,,reformatted digital,correspondence,,letter,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1888,,,"Lazell, Dalley & Co.",,,,,,,,,Buildings,,,,,,,,,,,,"Street: Maiden Lane, 90, 92 & 94",Borough: Manhattan,New York,New York,,United States,,,"Lazell, Dalley & Co. Letter",,,,Recto,"Lazell, Dalley & Co.",corporate,,,,,Yardley (collector),personal,,,,,1888,,,,,,,ave_yardley_00234r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/index/i-l/lazell-dalley-co-,John H. Yardley Collection of Architectural Letterheads,
8826,,,1,0,,,reformatted digital,printed ephemera,,Bill or receipt,,,,,,,9 & 11 Cedar Street,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1889,,,"Lazell, Dalley & Co.",,,,,,,,,Buildings,,,,,,,,,,,,"Street: Maiden Lane, 90, 92 & 94",Borough: Manhattan,New York,New York,,United States,,,"Lazell, Dalley & Co. Bill or receipt",,,,Recto,"Lazell, Dalley & Co.",corporate,,,,,Yardley (collector),personal,,,,,1889,,,,,,,ave_yardley_00233r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesa-c/cedarstreet,John H. Yardley Collection of Architectural Letterheads,
8825,,,1,0,,,reformatted digital,printed ephemera,,Envelope,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,,,approximate,John F. Stratton & Co.,,,,,,,,,Buildings,,,,,,,,,,,,"Street: Maiden Lane, 49",Borough: Manhattan,New York,New York,,United States,,,John F. Stratton & Co.. Envelope,,,,Recto,John F. Stratton & Co.,corporate,,,,,Yardley (collector),personal,,,,,,,,,,,,ave_yardley_00232r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesl-r/maidenlane2,John H. Yardley Collection of Architectural Letterheads,
8824,,,1,0,,,reformatted digital,printed ephemera,,Envelope,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1888,,,John F. Stratton & Co.,,,,,,,,,Buildings,,,,,,,,,,,,"Street: Maiden Lane, 49",Borough: Manhattan,New York,New York,,United States,,,John F. Stratton & Co.. Envelope,,,,Recto,John F. Stratton & Co.,corporate,,,,,Yardley (collector),personal,,,,,1888,,,,,,,ave_yardley_00231r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesl-r/maidenlane2,John H. Yardley Collection of Architectural Letterheads,
8823,,,1,0,,,reformatted digital,correspondence,,letter,,,,,,,33 & 35 Liberty Street,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1903,,,S. F. Myers & Co.,,,,,,,,,Buildings,,,,,,,,,,,,"Street: Maiden Lane, 48 & 50",Borough: Manhattan,New York,New York,,United States,,,S. F. Myers & Co.. Letter,,,,Recto,S. F. Myers & Co.,corporate,,,,,Yardley (collector),personal,,,,,1903,,,,,,,ave_yardley_00230r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesl-r/libertystreet,John H. Yardley Collection of Architectural Letterheads,
8822,,,1,0,,,reformatted digital,printed ephemera,,Bill or receipt,,,,,,,33 & 35 Liberty Street,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1904,,,S. F. Myers & Co.,,,,,,,,,Buildings,,,,,,,,,,,,"Street: Maiden Lane, 48 & 50",Borough: Manhattan,New York,New York,,United States,,,S. F. Myers & Co.. Bill or receipt,,,,Recto,S. F. Myers & Co.,corporate,,,,,Yardley (collector),personal,,,,,1904,,,,,,,ave_yardley_00229r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesl-r/libertystreet,John H. Yardley Collection of Architectural Letterheads,
8821,,,1,0,,,reformatted digital,printed ephemera,,Bill or receipt,,,,,,,33 & 35 Liberty Street,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1896,,,S. F. Myers & Co.,,,,,,,,,Buildings,,,,,,,,,,,,"Street: Maiden Lane, 48 & 50",Borough: Manhattan,New York,New York,,United States,,,S. F. Myers & Co.. Bill or receipt,,,,Recto,S. F. Myers & Co.,corporate,,,,,Yardley (collector),personal,,,,,1896,,,,,,,ave_yardley_00228r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesl-r/libertystreet,John H. Yardley Collection of Architectural Letterheads,
8820,,,1,0,,,reformatted digital,printed ephemera,,Bill or receipt,,,,,,,Through to 37 Liberty Street,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1856,,,C. G. Gunther & Sons,,,,,,,,,Buildings,,,,,,,,,,,,"Street: Maiden Lane, 46",Borough: Manhattan,New York,New York,,United States,,,C. G. Gunther & Sons. Bill or receipt,,,,Recto,C. G. Gunther & Sons,corporate,,,,,Yardley (collector),personal,,,,,1856,,,,,,,ave_yardley_00227r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesl-r/maidenlane1,John H. Yardley Collection of Architectural Letterheads,
8819,,,1,0,,,reformatted digital,printed ephemera,,Bill or receipt,,,,,,,Corner 58 Nassau Street,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1916,,,Abel Bros. & Co.,,,,,,,,,Buildings,,,,,,,,,,,,"Street: Maiden Lane, 29",Borough: Manhattan,New York,New York,,United States,,,Abel Bros. & Co. Bill or receipt,,,,Recto,Abel Bros. & Co.,corporate,,,,,Yardley (collector),personal,,,,,1916,,,,,,,ave_yardley_00226r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesl-r/nassaustreet,John H. Yardley Collection of Architectural Letterheads,
8818,,,1,0,,,reformatted digital,printed ephemera,,Bill or receipt,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1886,,,"Aikin, Lambert & Co.",,,,,,,,,Buildings,,,,,,,,,,,,"Street: Maiden Lane, 23",Borough: Manhattan,New York,New York,,United States,,,"Aikin, Lambert & Co. Bill or receipt",,,,Recto,"Aikin, Lambert & Co.",corporate,,,,,Yardley (collector),personal,,,,,1886,,,,,,,ave_yardley_00225r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesl-r/maidenlane1,John H. Yardley Collection of Architectural Letterheads,
8817,,,1,0,,,reformatted digital,printed ephemera,,Bill or receipt,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1887,,,"Aikin, Lambert & Co.",,,,,,,,,Buildings,,,,,,,,,,,,"Street: Maiden Lane, 23",Borough: Manhattan,New York,New York,,United States,,,"Aikin, Lambert & Co. Bill or receipt",,,,Recto,"Aikin, Lambert & Co.",corporate,,,,,Yardley (collector),personal,,,,,1887,,,,,,,ave_yardley_00224r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesl-r/maidenlane1,John H. Yardley Collection of Architectural Letterheads,
8816,,,1,0,,,reformatted digital,correspondence,,letter,,,,,,,Corner of Broadway,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1909,,,American Standard Jewelry Co.,,,,,,,,,Buildings,,,,,,,,,,,,"Street: Maiden Lane, 2",Borough: Manhattan,New York,New York,,United States,,,American Standard Jewelry Co. Letter,,,,Recto,American Standard Jewelry Co.,corporate,,,,,Yardley (collector),personal,,,,,1909,,,,,,,ave_yardley_00223r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesa-c/broadway2,John H. Yardley Collection of Architectural Letterheads,
8815,,,1,0,,,reformatted digital,printed ephemera,,Bill or receipt,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1896,,,James L. Wells,,,,,,,,,Buildings,,,,,,,,,,,,"Street: Liberty Street, 59",Borough: Manhattan,New York,New York,,United States,,,James L. Wells. Bill or receipt,,,,Recto,James L. Wells,corporate,,,,,Yardley (collector),personal,,,,,1896,,,,,,,ave_yardley_00222r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesl-r/libertystreet,John H. Yardley Collection of Architectural Letterheads,
8814,,,1,0,,,reformatted digital,printed ephemera,,Bill or receipt,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1879,,,James P. Silo,,,,,,,,,Buildings,,,,,,,,,,,,"Street: Liberty Street, 43",Borough: Manhattan,New York,New York,,United States,,,James P. Silo. Bill or receipt,,,,Recto,James P. Silo,corporate,,,,,Yardley (collector),personal,,,,,1879,,,,,,,ave_yardley_00221r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesl-r/libertystreet,John H. Yardley Collection of Architectural Letterheads,
8813,,,1,0,,,reformatted digital,correspondence,,letter,,,,,,,Laight and Canal Streets,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1894,,,Garvin Machine Co.,,,,,,,,,Buildings,,,,,,,,,,,,Street: Laight Street,Borough: Manhattan,New York,New York,,United States,,,Garvin Machine Co. Letter,,,,Recto,Garvin Machine Co.,corporate,,,,,Yardley (collector),personal,,,,,1894,,,,,,,ave_yardley_00220r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesa-c/canalstreet1,John H. Yardley Collection of Architectural Letterheads,
8812,,,1,0,,,reformatted digital,printed ephemera,,Bill or receipt,,,,,,,Laight and Canal Streets,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1894,,,Garvin Machine Co.,,,,,,,,,Buildings,,,,,,,,,,,,Street: Laight Street,Borough: Manhattan,New York,New York,,United States,,,Garvin Machine Co. Bill or receipt,,,,Recto,Garvin Machine Co.,corporate,,,,,Yardley (collector),personal,,,,,1894,,,,,,,ave_yardley_00219r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesa-c/canalstreet1,John H. Yardley Collection of Architectural Letterheads,
8811,,,1,0,,,reformatted digital,printed ephemera,,Bill or receipt,,,,,,,"Corner Laight & Varick Streets; 142 Water Street, 182 & 186 Pearl Street, 74, 76 and 78 Greenwich Street, Office 142 Water Street",,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1878,,,Fred'K C. Linde & Co.,,,,,,,,,Buildings,,,,,,,,,,,,Street: Laight Street,Borough: Manhattan,New York,New York,,United States,,,Fred'K C. Linde & Co.. Bill or receipt,,,,Recto,Fred'K C. Linde & Co.,corporate,,,,,Yardley (collector),personal,,,,,1878,,,,,,,ave_yardley_00218r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesl-r/laightstreet,John H. Yardley Collection of Architectural Letterheads,
8810,,,1,0,,,reformatted digital,printed ephemera,,Envelope,,,,,,,Corner Walker Street,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1909,,,Colwell Lead Company,,,,,,,,,Buildings,,,,,,,,,,,,Street: Lafayette Street,Borough: Manhattan,New York,New York,,United States,,,Colwell Lead Company. Envelope,,,,Recto,Colwell Lead Company,corporate,,,,,Yardley (collector),personal,,,,,1909,,,,,,,ave_yardley_00217r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesl-r/lafayettestreet,John H. Yardley Collection of Architectural Letterheads,
8809,,,1,0,,,reformatted digital,correspondence,,letter,,,,,,,View of skyline,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1921,,,City of New York Insurance Company,,,,,,,,,Buildings,,,,,,,,,,,,"Street: New York, NY",Borough: Manhattan,New York,New York,,United States,,,City of New York Insurance Company. Letter,,,,Recto,City of New York Insurance Company,corporate,,,,,Yardley (collector),personal,,,,,1921,,,,,,,ave_yardley_00216r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesl-r/miscellaneous,John H. Yardley Collection of Architectural Letterheads,
8808,,,1,0,,,reformatted digital,printed ephemera,,card stock,,stereographs,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1900,,approximate,French's Hotel,,,,,,,,,Buildings,,,,,,,,,,,,Street: Frankfort Street,Borough: Manhattan,New York,New York,,United States,,,French's Hotel. Card stock,,,,Recto,French's Hotel,corporate,,,,,Yardley (collector),personal,,,,,1900,,,,,,,ave_yardley_00424r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesd-j/frankfortstreet,John H. Yardley Collection of Architectural Letterheads,
8807,,,1,0,,,reformatted digital,printed ephemera,,envelope,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1900,,approximate,J.W. Lyon & Co.,,,,,,,,,Buildings,,,,,,,,,,,,"Street: Park, Street, 35",Borough: Manhattan,New York,New York,,United States,,,J.W. Lyon & Co.. Envelope,,,,Recto,J.W. Lyon & Co.,corporate,,,,,Yardley (collector),personal,,,,,1900,,,,,,,ave_yardley_00423r.tif,ave_yardley_00423v.tif,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesl-r/parkstreet,John H. Yardley Collection of Architectural Letterheads,
8806,,,1,0,,,reformatted digital,printed ephemera,,business card,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1853,,,Western Hotel,,,,,,,,,Buildings,,,,,,,,,,,,"Street: Cortlandt Street, 9, 11 & 13",Borough: Manhattan,New York,New York,,United States,,,Western Hotel. Other medium,,,,Recto,Western Hotel,corporate,,,,,Yardley (collector),personal,,,,,1853,,,,,,,ave_yardley_00422r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesa-c/cortlandtstreet,John H. Yardley Collection of Architectural Letterheads,
8805,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1853,,,Western Hotel,,,,,,,,,Buildings,,,,,,,,,,,,"Street: Cortlandt Street, 9, 11 & 13",Borough: Manhattan,New York,New York,,United States,,,Western Hotel. Bill or receipt,,,,Recto,Western Hotel,corporate,,,,,Yardley (collector),personal,,,,,1853,,,,,,,ave_yardley_00421r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesa-c/cortlandtstreet,John H. Yardley Collection of Architectural Letterheads,
8804,,,1,0,,,reformatted digital,printed ephemera,,envelope,,,,,,,Corner Franklin Street,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1860,,,Taylors' International Hotel & Saloons,,,,,,,,,Buildings,,,,,,,,,,,,Street: Broadway,Borough: Manhattan,New York,New York,,United States,,,Taylors' International Hotel & Saloons. Envelope,,,,Verso,Taylors' International Hotel & Saloons,corporate,,,,,Yardley (collector),personal,,,,,1860,,,,,,,ave_yardley_00420v.tif,ave_yardley_00420r.tif,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesd-j/franklinstreet1,John H. Yardley Collection of Architectural Letterheads,
8803,,,1,0,,,reformatted digital,printed ephemera,,envelope,,,,,,,Corner Canal Street,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1899,,,Summit Hotel,,,,,,,,,Buildings,,,,,,,,,,,,"Street: Bowery, 65",Borough: Manhattan,New York,New York,,United States,,,Summit Hotel. Envelope,,,,Verso,Summit Hotel,corporate,,,,,Yardley (collector),personal,,,,,1899,,,,,,,ave_yardley_00419v.tif,ave_yardley_00419r.tif,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesa-c/canalstreet1,John H. Yardley Collection of Architectural Letterheads,
8802,,,1,0,,,reformatted digital,printed ephemera,,,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1900,,approximate,Scandinavian Hotel,,,,,,,,,Buildings,,,,,,,,,,,,,,,,,,,,Scandinavian Hotel. Card stock,,,,Recto,Scandinavian Hotel,corporate,,,,,Yardley (collector),personal,,,,,1900,,,,,,,ave_yardley_00418r.tif,ave_yardley_00418v.tif,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesl-r/miscellaneous,John H. Yardley Collection of Architectural Letterheads,
8801,,,1,0,,,reformatted digital,correspondence,,letter,,,,,,,198 & 200 Greenwich Street; corner of Fulton and Washington Streets,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1894,,,Smith & McNell's Hotel,,,,,,,,,Buildings,,,,,,,,,,,,"Street: Washington Street, 193 - 201",Borough: Manhattan,New York,New York,,United States,,,Smith & McNell's Hotel. Letter,,,,Recto,Smith & McNell's Hotel,corporate,,,,,Yardley (collector),personal,,,,,1894,,,,,,,ave_yardley_00417r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesd-j/greenwichstreet1,John H. Yardley Collection of Architectural Letterheads,
8800,,,1,0,,,reformatted digital,correspondence,,letter,,,,,,,197&199 Washington Street,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1871,,,Smith & McNell's Hotel & Dining Rooms,,,,,,,,,Buildings,,,,,,,,,,,,"Street: Washington Street, 197 & 199",Borough: Manhattan,New York,New York,,United States,,,Smith & McNell's Hotel & Dining Rooms. Letter,,,,Recto,Smith & McNell's Hotel & Dining Rooms,corporate,,,,,Yardley (collector),personal,,,,,1871,,,,,,,ave_yardley_00416r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamess-y/washingtonstreet1,John H. Yardley Collection of Architectural Letterheads,
8799,,,1,0,,,reformatted digital,printed ephemera,,envelope,,,,,,,195-201 Washington Street & 198 & 200 Greenwich Street ,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1908,,,Smith & McNell's Hotel,,,,,,,,,Buildings,,,,,,,,,,,,"Street: Greenwich Street, 198 to 201",Borough: Manhattan,New York,New York,,United States,,,Smith & McNell's Hotel. Envelope,,,,Recto,Smith & McNell's Hotel ,corporate,,,,,Yardley (collector),personal,,,,,1908,,,,,,,ave_yardley_00415r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesd-j/greenwichstreet1,John H. Yardley Collection of Architectural Letterheads,
8798,,,1,0,,,reformatted digital,printed ephemera,,card stock,,advertising cards,,,,,"195, 197 & 199 Washington Street",,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,,,,Smith & McNell's Hotel & Dining Rooms,,,,,,,,,Buildings,,,,,,,,,,,,"Street: Greenwich Street, 198",Borough: Manhattan,New York,New York,,United States,,,Smith & McNell's Hotel & Dining Rooms. Card stock,,,,Recto,Smith & McNell's Hotel & Dining Rooms,corporate,,,,,Yardley (collector),personal,,,,,,,,,,,,ave_yardley_00414r.tif,ave_yardley_00414v.tif,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesd-j/greenwichstreet1,John H. Yardley Collection of Architectural Letterheads,
8797,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,Between Broome and Spring Streets,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1855,,,St. Nicholas Hotel,,,,,,,,,Buildings,,,,,,,,,,,,Street: Broadway,Borough: Manhattan,New York,New York,,United States,,,St. Nicholas Hotel. Bill or receipt,,,,Recto,St. Nicholas Hotel,corporate,,,,,Yardley (collector),personal,,,,,1855,,,,,,,ave_yardley_00413r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesa-c/broadway4,John H. Yardley Collection of Architectural Letterheads,
8796,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,"Broadway, Washington Place and Mercer Street",,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1890,,,St. Nicholas Hotel,,,,,,,,,Buildings,,,,,,,,,,,,Street: Broadway,Borough: Manhattan,New York,New York,,United States,,,St. Nicholas Hotel. Bill or receipt,,,,Recto,St. Nicholas Hotel,corporate,,,,,Yardley (collector),personal,,,,,1890,,,,,,,ave_yardley_00412r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamess-y/washingtonplace,John H. Yardley Collection of Architectural Letterheads,
8795,,,1,0,,,reformatted digital,correspondence,,letter,,,,,,,Corner Beekman and Nassau,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1874,,,Park Hotel,,,,,,,,,Buildings,,,,,,,,,,,,Street: Beekman Street,Borough: Manhattan,New York,New York,,United States,,,Park Hotel. Letter,,,,Recto,Park Hotel,corporate,,,,,Yardley (collector),personal,,,,,1874,,,,,,,ave_yardley_00411r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesl-r/nassaustreet,John H. Yardley Collection of Architectural Letterheads,
