partName,projectURL,_identifiers-1,note-2:note_type,note-2:note_value,_project.string_key,relatedItem_project,form-2:form_term.uri,form-2:form_term.value,title-1:title_sort_portion,location-1:location_term.uri,location-1:location_term.code,_digital_object_type.string_key,location-1:location_term.value,title-1:title_non_sort_portion,date_created-1:date_created_type,location-1:location_term.authority,_parent_digital_objects-1.identifier,digital_origin-1:digital_origin_value,type_of_resource-1:type_of_resource_value,omeka_identifier-1:omeka_identifier_value,date_created_textual-1:date_created_textual_value,collection-1:collection_term.uri,date_created-1:date_created_start_value,language-1:language_term.uri,language-1:language_term.value,language-1:language_term.authority,note-1:note_type,note-1:note_value,name-1:name_term.uri,name-1:name_term.value,name-1:name_term.name_type,name-1:name_term.authority,name-1:name_role-1.name_role_term.uri,name-1:name_role-1.name_role_term.value,name-1:name_role-1.name_role_term.authority,note-5:note_type,note-5:note_value,location-1:location_shelf_location-1.location_shelf_location_free_text,location-1:location_shelf_location-1.location_shelf_location_box_number,location-1:location_shelf_location-1.location_shelf_location_folder_number,object_in_context_url-1:object_in_context_url_value,abstract-1:abstract_value,subject_name-1:subject_name_term.uri,subject_topic-1:subject_topic_term.uri,subject_title-1:subject_title_term.uri,subject_name-1:subject_name_term.value,subject_title-1:subject_title_term.value,subject_topic-1:subject_topic_term.value,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.name_type,subject_title-1:subject_title_term.authority,subject_topic-1:subject_topic_term.authority,subject_hierarchical_geographic-1:subject_hierarchical_geographic_city_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_state_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_county_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_borough_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_province_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_street-1.subject_hierarchical_geographic_street_value,place_of_origin-2:place_of_origin_value,use_and_reproduction-1:use_and_reproduction_value,date_created-1:date_created_end_value,publisher-1:publisher_value,place_of_origin-1:place_of_origin_value,note-4:note_type,note-4:note_value,collection-2:collection_term.uri,collection-2:collection_term.value,clio_identifier-1:clio_identifier_value,note-7:note_type,note-7:note_value
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480102.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Music of the U.S.A., recto", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7417,1952 October 12, ,1952-10-12, ,eng,iso639-2, ,original filename: 1202480102, ,"Brooklyn Museum Concerts|LeVita, David", , , , , ,holdings, ,Box 4, , ,,"Program

Performed pieces includes Ulysses Kay's Brass Quartet (1950)",,,,,,,,,,,,,,,,,"Brooklyn, New York",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480101.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Lucy Brown program, verso", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7416,"September 29, 1947", ,1947-09-29, ,eng,iso639-2, ,original filename: 1202480101, ,"Town Hall, Inc.", , , , , ,holdings, ,Box 4, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/keyboard-music/four-inventions-for-piano,"Program for piano recital at Town Hall.
Four Inventions, First performance", , , , , ,"Brown, Lucy (Composer) ", , , , , , , , , , ,"New York, New York",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480100.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Lucy Brown program, recto", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7415,"September 29, 1947", ,1947-09-29, ,eng,iso639-2, ,original filename: 1202480100, ,"Town Hall, Inc.", , , , , ,holdings, ,Box 4, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/keyboard-music/four-inventions-for-piano,"Program for piano recital at Town Hall.
Four Inventions, First performance", , , , , ,"Brown, Lucy (Composer) ", , , , , , , , , , ,"New York, New York",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480099.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Alice Tully Hall Concert Bicentennial Celebration: Tribute to William Grant Still, unnumbered page 19", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7414,1976 June 6, ,1976-06-06, ,eng,iso639-2, ,original filename: 1202480099, ,"Triad Chorale|DaCosta, Noel, 1929-2002", , , , , ,holdings, ,Box 49, , ,,Two Dunbar Lyrics,,,,,,,,,,,,,,,,,"New York, New York",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480098.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Alice Tully Hall Concert Bicentennial Celebration: Tribute to William Grant Still, unnumbered page 18", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7413,1976 June 6, ,1976-06-06, ,eng,iso639-2, ,original filename: 1202480098.tif, ,"Triad Chorale|DaCosta, Noel, 1929-2002", , , , , ,holdings, ,Box 49, , ,,Two Dunbar Lyrics,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480097.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Alice Tully Hall Concert: Salute To The Bicentennial, unnumbered page 17", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7412,1976 March 16, ,1976-03-16, ,eng,iso639-2, ,original filename: 1202480097, ,"Harlem School of the Arts|Maynor, Dorothy", , , , , ,holdings, ,Box 49, , ,,"Harlem children's Dance Suite, First performance",,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480096.jpg, ,Ulysses Kay: Twentieth Century Composer, ,manuscripts,"Jersey Hours, recto", , , ,"Rare Book and Manuscript Library, Columbia University", ,inferred,local, ,reformatted digital,Still Image,7411,1979, ,1979, ,eng,iso639-2, ,original filename: 1202480096, ,"Dorr, Donald|Kay, Ulysses, 1917-1995", , , , , ,holdings, ,Box 79, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/solo-voice-and-choral-music/jersey-hours,"Jersey Hours, text-  three poems",,,,,,,,,,,,,,,,,,"Dorr, Donald",,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480095.jpg, ,Ulysses Kay: Twentieth Century Composer, ,correspondence,"Flyer Advertising Upcoming Events by Teaneck Artists Perform, verso", , , ,nnc-rb, ,ex,local, ,reformatted digital,Still Image,7410,from 1978 to 1979, ,1978, ,eng,iso639-2, ,original filename: 1202480095, ,Teaneck Artists Perform, , , , , ,,,,,,,, , , , , ,"Emanuel Harp Trio|Kay, Ulysses, 1917-1995", , , , , , , , , , ,"Teaneck, New Jersey",,1979,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480094.jpg, ,Ulysses Kay: Twentieth Century Composer, ,correspondence,"Flyer Advertising Upcoming Events by Teaneck Artists Perform, recto", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7409,from 1978 to 1979, ,1978, ,eng,iso639-2, ,original filename: 1202480094, ,Teaneck Artists Perform, , , , , ,holdings, ,Box 79, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/solo-voice-and-choral-music/jersey-hours,"Jersey Hours, First performance", , , , , ,"Emanuel Harp Trio|Kay, Ulysses, 1917-1995", , , , , , , , , , ,"Teaneck, New Jersey",,1979,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480093.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Emanuel Harp Trio program, page 4", , , ,nnc-rb, ,ex,local, ,reformatted digital,Still Image,7408,"January 7, 1979",,1979-01-07, ,eng,iso639-2, ,original filename: 1202480093, ,Teaneck Artists Perform, , , , , ,,,,,,,Page lists the friends of Teaneck Artists Perform (TAP) as of December 1978, , , , , ,Teaneck Artists Perform, , , , , , , , , , ,"Teaneck, New Jersey",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480092.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Emanuel Harp Trio program, pages 2 to 3", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7407,"January 7, 1979", ,1979-01-07, ,eng,iso639-2, ,original filename: 1202480092, ,Teaneck Artists Perform, , , , , ,holdings, ,Box 79, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/solo-voice-and-choral-music/jersey-hours,"Jersey Hours, First performance", , , , , ,"Kay, Ulysses, 1917-1995|Emanuel Harp Trio", , , , , , , , , , ,,,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480091.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Emanuel Harp Trio program, front cover", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7406,"January 7, 1979", ,1979-01-07, ,eng,iso639-2, ,original filename: 1202480091, ,Teaneck Artists Perform, , , , , ,holdings, ,Box 79, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/solo-voice-and-choral-music/jersey-hours,"Page 1 of program; Jersey Hours, First performance", , , , , ,"Emanuel Harp Trio|Kay, Ulysses, 1917-1995", , , , , , , , , , ,"Teaneck, New Jersey",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480090.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Saratoga Concert, unnumbered pages 24 to 25", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7405,"August 8, 1979", ,1979-08-08, ,eng,iso639-2, ,original filename: 1202480090, ,Saratoga Performing Arts Center, , , , , ,holdings, ,Box 79, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/chariots,"Page of program gives information for the Philadelphia Orchestra performance of Johann Sebastian Bach's Toccata and Fugue in D minor, Ulysses Kay's Chariots: Orchestral Rhapsody, Beethoven's Symphony No. 5 in C minor, and Rachmaninoff's Concerto No. 2 in C Minor for Piano and Orchestra", , , , , ,"Philadelphia Orchestra|Ormandy, Eugene, 1899-1985|Kay, Ulysses, 1917-1995|Bach, Johann Sebastian, 1685-1750|Beethoven, Ludwig van, 1770-1827|Rachmaninoff, Sergei, 1873-1943", , , , , , , , , , ,"Saratoga, New York",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480089.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Saratoga Concert program, unnumbered page 23", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7404,"August 8, 1979", ,1979-08-08, ,eng,iso639-2, ,original filename: 1202480089, ,Saratoga Performing Arts Center, , , , , ,holdings, ,Box 79, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/chariots,"Program of concert gives information for the Philadelphia Orchestra performance of Johann Sebastian Bach's Toccata and Fugue in D minor, Ulysses Kay's Chariots: Orchestral Rhapsody, Beethoven's Symphony No. 5 in C minor, and Rachmaninoff's Concerto No. 2 in C Minor for Piano and Orchestra", , , , , ,"Philadelphia Orchestra|Ormandy, Eugene, 1899-1985|Kay, Ulysses, 1917-1995|Bach, Johann Sebastian, 1685-1750|Beethoven, Ludwig van, 1770-1827|Rachmaninoff, Sergei, 1873-1943", , , , , , , , , , ,"Saratoga, New York",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480088.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Atlanta Symphony Orchestra Subscription Concert Program insert, unnumbered page 3", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7403,1968 September 27, ,1968-09-27, ,eng,iso639-2, ,original filename: 1202480088, ,"Atlanta Symphony Orchestra|Shaw, Robert, 1916-1999", , , , , ,holdings, ,Box 4, , ,,Program for concert which includes the first performance of Ulysses Kay's Theater Set,,,,,,,,,,,,,,,,,"Atlanta, Georgia",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480087.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Atlanta Symphony Orchestra Subscription Concert Program insert, unnumbered page 2", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7402,1968 September 27, ,1968-09-27, ,eng,iso639-2, ,original filename: 1202480087, ,"Atlanta Symphony Orchestra|Shaw, Robert, 1916-1999", , , , , ,holdings, ,Box 4, , ,,Program for concert which includes the first performance of Ulysses Kay's Theater Set,,,,,,,,,,,,,,,,,"Atlanta, Georgia",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480086.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Atlanta Symphony Orchestra Subscription Concert Program insert, unnumbered page 1", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7401,1968 September 27, ,1968-09-27, ,eng,iso639-2, ,original filename: 1202480086, ,"Atlanta Symphony Orchestra|Shaw, Robert, 1916-1999", , , , , ,holdings, ,Box 4, , ,,Program for concert which includes the first performance of Ulysses Kay's Theater Set,,,,,,,,,,,,,,,,,"Atlanta, Georgia",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480085.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Twenty-first Annual Eastman School Festival of American Music, inside pages", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7400,"May 2-10, 1951", ,1951-05-02, ,eng,iso639-2, ,original filename: 1202480085, ,Eastman School of Music, , , , , ,holdings, ,Box 4, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/sinfonia-in-e,Program for the Twenty-first Annual Eastman School Festival of American Music at the University of Rochester, , , , , ,"Hanson, Howard, 1896-1981|Eastman School Festival of American Music", , , , , , , , , , ,,,1951-05-10,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480084.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Twenty-first Annual Eastman School Festival of American Music, cover", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7399,"May 2-10, 1951", ,1951-05-02, ,eng,iso639-2, ,original filename: 1202480084, ,Eastman School of Music, , , , , ,holdings, ,Box 4, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/sinfonia-in-e,Program for the Twenty-first Annual Eastman School Festival of American Music at the University of Rochester, , , , , ,"Hanson, Howard, 1896-1981|Eastman School Festival of American Music", , , , , , , , , , ,"Rochester, New York",,1951-05-10,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480083.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Benefit Concert program, verso", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7398,"February 21, 1971", ,1971-02-21, ,eng,iso639-2, ,original filename: 1202480083, ,Indiana University. School of Music, , , , , ,holdings, ,Box 4, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/solo-instrument-and-orchestra/aulos,"Aulos for Solo Flute and Chamber Orchestra, First performance; composer biographies", , , , , ,"Solum, John|Kay, Ulysses, 1917-1995|Robert, Walter, 1908-1999", , , , , , , , , , ,,,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480082.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Benefit Concert program, recto", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7397,"February 21, 1971", ,1971-02-21, ,eng,iso639-2, ,original filename: 1202480082, ,Indiana University. School of Music, , , , , ,holdings, ,Box 4, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/solo-instrument-and-orchestra/aulos,"Indiana University School of Music 281st program of the 1970-1971 season, benefit concert; Aulos for Solo Flute and Chamber Orchestra, First performance", , , , , ,"Solum, John|Walter, Robert, 1908-1999|Bach, Johann Sebastian, 1685-1750|Kuhlau, Friedrich, 1786-1832|Schubert, Franz, 1797-1828|Kay, Ulysses, 1917-1995", , , , , , , , , , ,,,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480081.jpg, ,Ulysses Kay: Twentieth Century Composer, ,correspondence,Letter of congratulations from Otto Luening to Ulysses Kay on Kay's retirement, , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7396,"March 21, 1989", ,1989-03-21, ,eng,iso639-2, ,original filename: 1202480081, ,"Luening, Otto, 1900-1996|Kay, Ulysses, 1917-1995", , , , , ,holdings, ,Old Box 19, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/lehman-college/letters-of-congratulation,,,,,,,,,,,,,,,,,,"New York, New York",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480080.jpg, ,Ulysses Kay: Twentieth Century Composer, ,correspondence,Letter from William Schuman on celebration for the retirement of Ulysses Kay, , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7395,"March 9, 1989", ,1989-03-09, ,eng,iso639-2, ,original filename: 1202480080, ,"Schuman, William, 1910-1992|Herbert H. Lehman College", , , , , ,holdings, ,Old Box 19, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/lehman-college/letters-of-congratulation,, , , , , ,"Kay, Ulysses, 1917-1995", , , , , , , , , , ,"Bronx, New York",,,,,,,,,,,
