_digital_object_type.string_key,_identifiers-1,_parent_digital_objects-1.identifier,_project.string_key,collection-1:collection_term.value,collection-1:collection_term.uri,omeka_identifier-1:omeka_identifier_value,name-1:name_term.value,name-1:name_term.name_type,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-1:name_role-1:name_role_term.value,name-1:name_role-2:name_role_term.authority,name-1:name_role-2:name_role_term.uri,name-1:name_role-2:name_role_term.value,name-1:name_term.authority,name-1:name_term.uri,name-2:name_term.value,name-2:name_term.name_type,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,name-2:name_role-1:name_role_term.value,name-2:name_role-2:name_role_term.authority,name-2:name_role-2:name_role_term.uri,name-2:name_role-2:name_role_term.value,name-2:name_term.authority,name-2:name_term.uri,name-3:name_term.value,name-3:name_term.name_type,name-3:name_role-1:name_role_term.authority,name-3:name_role-1:name_role_term.uri,name-3:name_role-1:name_role_term.value,name-3:name_role-2:name_role_term.authority,name-3:name_role-2:name_role_term.uri,name-3:name_role-2:name_role_term.value,name-3:name_term.authority,name-3:name_term.uri,name-4:name_term.value,name-4:name_term.name_type,name-4:name_role-1:name_role_term.authority,name-4:name_role-1:name_role_term.uri,name-4:name_role-1:name_role_term.value,name-4:name_term.authority,name-4:name_term.uri,name-5:name_term.value,name-5:name_term.name_type,name-5:name_role-1:name_role_term.authority,name-5:name_role-1:name_role_term.uri,name-5:name_role-1:name_role_term.value,name-5:name_term.authority,name-5:name_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,abstract-1:abstract_value,location-1:location_term.code,location-1:location_term.authority,location-1:location_term.uri,location-1:location_term.value,location-1:location_shelf_location-1:location_shelf_location_free_text,clio_identifier-1:clio_identifier_value,object_in_context_url-1:object_in_context_url_value,note-1:note_value,note-1:note_type,note-3:note_value,note-3:note_type,note-4:note_value,note-4:note_type,note-5:note_value,note-5:note_type,note-6:note_value,note-6:note_type,digital_origin-1:digital_origin_value,language-1:language_term.authority,language-1:language_term.uri,language-1:language_term.value,language-2:language_term.authority,language-2:language_term.uri,language-2:language_term.value,language-3:language_term.authority,language-3:language_term.uri,language-3:language_term.value,language-4:language_term.authority,language-4:language_term.uri,language-4:language_term.value,language-5:language_term.authority,language-5:language_term.uri,language-5:language_term.value,language-6:language_term.authority,language-6:language_term.uri,language-6:language_term.value,language_of_cataloging-1:language_of_cataloging_term.value,language_of_cataloging-1:language_of_cataloging_term.authority,language_of_cataloging-1:language_of_cataloging_term.uri,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,form-2:form_term.value,form-2:form_term.authority,form-2:form_term.uri,form-3:form_term.value,form-3:form_term.authority,form-3:form_term.uri,genre-1:genre_term.value,genre-1:genre_term.authority,genre-1:genre_term.uri,type_of_resource-1:type_of_resource_value,type_of_resource-2:type_of_resource_value,relatedItem_Project,projectURL,place_of_origin-1:place_of_origin_value,place_authority_identifier,publisher-1:publisher_value,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_topic-3:subject_topic_term.value,subject_topic-3:subject_topic_term.authority,subject_topic-3:subject_topic_term.uri,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.uri,title-1:title_non_sort_portion,title-1:title_sort_portion,title-2:title_non_sort_portion,title-2:title_sort_portion,title2_type
asset,cclithumanities_dvb_001,cclithumanities_dvb,cc_lit_humanities,,,omeka_6250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/ovid/print,,,110119059.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Title Page,,,
item,cclithumanities_dvb,,cc_lit_humanities,,,,"Ovid, 43 B.C.-17 A.D. or 18 A.D.",personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,,,,naf,http://id.loc.gov/authorities/names/n79041738,"Fürst, Paul, approximately 1605-1666",personal,marcrelator,http://id.loc.gov/vocabulary/relators/trl,Translator,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,Publisher,naf,http://id.loc.gov/authorities/names/nr2001001189,"Aubry, Abraham",personal,marcrelator,http://id.loc.gov/vocabulary/relators/ill,Illustrator,marcrelator,http://id.loc.gov/vocabulary/relators/egr,Engraver,,,,,,,,,,,,,,,,,1641,,,1641,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,Lodge 1641 Ov4,2653104,,,,,,,,,,engraved frontispiece,original_format,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/lat,Latin,iso639-2,http://id.loc.gov/vocabulary/iso639-2/ger,German,,,,,,,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,books,aat,http://vocab.getty.edu/aat/300028051,illustrations,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm005314,,,,"Epic poetry, Latin",fast,http://id.worldcat.org/fast/1750168,text,still image,Core Curriculum: Literature Humanities,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,Nuremberg (Germany),http://id.loc.gov/authorities/names/n80017681,Inverlegung Paulus Fursten Kunsthandlers,"Mythology, Classical",fast,http://id.worldcat.org/fast/1031758,,,,,,,,,,,,,,,,German Ovid,,,
asset,cclithumanities_dvb_002,cclithumanities_dvb,cc_lit_humanities,,,omeka_6251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110119060.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Illustration 1. Rerum Distinctio,,,
asset,cclithumanities_dvb_046,cclithumanities_dvb,cc_lit_humanities,,,omeka_6252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110119061.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Illustration 46. Perseus Andromedam Liberat,,,
asset,cclithumanities_dvb_092,cclithumanities_dvb,cc_lit_humanities,,,omeka_6253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/ovid/intro,,,110119062.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Illustration 92. Orpheus Cythara Feras et Inanima Trahit,,,
asset,cclithumanities_dvb_133,cclithumanities_dvb,cc_lit_humanities,,,omeka_6254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110119063.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Illustration 133. Aeneae Descensus ad Inferos cum Sybilla Cumaea,,,
item,cclithumanities_dxe,,cc_lit_humanities,,,,Homer,personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,,,,naf,http://id.loc.gov/authorities/names/n78095639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100,200,approximate,circa 100 BCE-200 CE,Papyrus fragment containing lines from Homer's Iliad.,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,columbia.apis.p231,,,,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/gre,"Greek, Modern (1453-)",,,,,,,,,,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,papyri,aat,http://vocab.getty.edu/aat/300055047,,,,,,,"Epic poetry, Greek",fast,http://id.worldcat.org/fast/1750167,text,,Core Curriculum: Literature Humanities,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,,,,Trojan War,fast,http://id.worldcat.org/fast/1157294,,,,,,,,,,,,,,,,Iliad Papyrus Fragment,,,
asset,cclithumanities_dxe_000,cclithumanities_dxe,cc_lit_humanities,,,omeka_6307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/homer/papyrus,,,dlo.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iliad Papyrus Fragment,,,
item,cclithumanities_dyz,,cc_lit_humanities,,,,"Woolf, Virginia, 1882-1941",personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,,,,naf,http://id.loc.gov/authorities/names/n79041870,"Bell, Vanessa, 1879-1961",personal,marcrelator,http://id.loc.gov/vocabulary/relators/art,Artist,,,,naf,http://id.loc.gov/authorities/names/n82216518,Hogarth Press,corporate,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,Publisher,,,,naf,http://id.loc.gov/authorities/names/n85026337,,,,,,,,,,,,,,,1927,,,1927,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,,,,,,,,,,,,woodblock,original_format,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,,,,,,,,,,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,books,aat,http://vocab.getty.edu/aat/300028051,illustrations,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm005314,,,,Novels,fast,http://id.worldcat.org/fast/1921742,text,still image,Core Curriculum: Literature Humanities,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,Hogarth Press,Lighthouses,fast,http://id.worldcat.org/fast/998630,,,,,,,,,,,,,,,,To the Lighthouse,,,
asset,cclithumanities_dyz_001,cclithumanities_dyz,cc_lit_humanities,,,omeka_6294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/woolf/intro,,,110119103.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Front Cover With Dustjacket,,,
item,cclithumanities_efr,,cc_lit_humanities,,,,"Ovid, 43 B.C.-17 A.D. or 18 A.D.",personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,,,,naf,http://id.loc.gov/authorities/names/n79041738,"Rusconi, Giorgio, active 1500-1521",personal,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,Publisher,,,,naf,http://id.loc.gov/authorities/names/no95027096,,,,,,,,,,,,,,,,,,,,,,,,,1517,,,1517,"1517 'Metamorphoses', bound together with a 1499 'Tristia' and a 1502 'Fasti', both published by Johannes Tacuinus.",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,Goff O-200,1638071,,"1517 'Metamorphoses', bound together with a 1499 'Tristia' and a 1502 'Fasti', both published by Johannes Tacuinus.",,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/lat,Latin,,,,,,,,,,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,books,aat,http://vocab.getty.edu/aat/300028051,,,,,,,"Epic poetry, Latin",fast,http://id.worldcat.org/fast/1750168,text,,Core Curriculum: Literature Humanities,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,Venice (Italy),http://id.loc.gov/authorities/names/n79018142,Georgius de Rusconibus,"Mythology, Classical",fast,http://id.worldcat.org/fast/1031758,,,,,,,,,,,,,,,,Metamorphoses,,,
asset,cclithumanities_efr_009,cclithumanities_efr,cc_lit_humanities,,,omeka_6244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/ovid/print,,,110119053.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Folios L9v-l10r. Liber Quintus,,,
asset,cclithumanities_erw_001,cclithumanities_erw,cc_lit_humanities,,,omeka_6245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110119054.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Title Page,,,
item,cclithumanities_erw,,cc_lit_humanities,,,,"Ovid, 43 B.C.-17 A.D. or 18 A.D.",personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,,,,naf,http://id.loc.gov/authorities/names/n79041738,"Mareschal, Jacques, approximately 1475-1529 or 1530",personal,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,Publisher,,,,naf,http://id.loc.gov/authorities/names/nr95024560,,,,,,,,,,,,,,,,,,,,,,,,,1524,,,1524,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,Lodge 1524 Ov4,6204042,,Woodcut illustrations on title page,,,,,,,,woodblock,original_format,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/lat,Latin,,,,,,,,,,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,books,aat,http://vocab.getty.edu/aat/300028051,illustrations,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm005314,,,,"Epic poetry, Latin",fast,http://id.worldcat.org/fast/1750168,text,still image,Core Curriculum: Literature Humanities,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,Lyon (France),http://id.loc.gov/authorities/names/n81086849,Iacobi Mareschal,"Mythology, Classical",fast,http://id.worldcat.org/fast/1031758,,,,,,,,,,,,,,,,Metamorphoses. Moralized Ovid.,,,
asset,cclithumanities_erw_002,cclithumanities_erw,cc_lit_humanities,,,omeka_6246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110119055.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unnumbered Page 2,,,
asset,cclithumanities_erw_003,cclithumanities_erw,cc_lit_humanities,,,omeka_6247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/ovid/print,,,110119056.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Folio Ir. Liber Primus Metamorphoseos,,,
asset,cclithumanities_erw_004,cclithumanities_erw,cc_lit_humanities,,,omeka_6248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110119057.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Folio Iiir,,,
asset,cclithumanities_erw_005,cclithumanities_erw,cc_lit_humanities,,,omeka_6249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110119058.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unnumbered Page 1. Liber Sextus,,,
item,cclithumanities_evv,,cc_lit_humanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1458,,approximate,1458,"1458 Canon Missae owned by the Bodleian and originally published in Sir Irvine Masson's 1954 ""The Mainz Psalters and Canon Missae, 1457-1459"".",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,GAX Z241.M23 M3,,,,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,,,,,,,,,,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,books,aat,http://vocab.getty.edu/aat/300028051,manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,,,,,,,text,,Core Curriculum: Literature Humanities,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,"Mainz (Rhineland-Palatinate, Germany)",http://id.loc.gov/authorities/names/n79091241,London:  Printed for the Bibliographical Society,God,fast,http://id.worldcat.org/fast/944037,,,,,,,,,,,,,,,,Canon Missae,,,
asset,cclithumanities_evv_001,cclithumanities_evv,cc_lit_humanities,,,omeka_6500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/bibles/liturgy,,,teIgiturPage.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plate 1. Te Igitur,,,
item,cclithumanities_fhn,,cc_lit_humanities,Book Arts Collection,http://id.library.columbia.edu/term/67352f9a-3ebe-40ff-a87c-717b2b82bd5d,,"Carter, Sebastian",personal,marcrelator,http://id.loc.gov/vocabulary/relators/prt,Printer,,,,naf,http://id.loc.gov/authorities/names/n85049578,Rampant Lions Press,corporate,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,Publisher,,,,naf,http://id.loc.gov/authorities/names/n82234448,,,,,,,,,,,,,,,,,,,,,,,,,2006,,,2006,First two chapters of Genesis,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,BOOKART Z232.R14 2006 B47,6890408,,,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,,,,,,,,,,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,books,aat,http://vocab.getty.edu/aat/300028051,illustrations,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm005314,,,,,,,text,still image,Core Curriculum: Literature Humanities,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,Cambridge (England),http://id.loc.gov/authorities/names/n79018410,Rampant Lions Press,God,fast,http://id.worldcat.org/fast/944037,Water waves,fast,http://id.worldcat.org/fast/1172250,,,,,,,,,,,,,"In The Beginning, In The Beginning, In The Beginning",,,
asset,cclithumanities_fhn_001,cclithumanities_fhn,cc_lit_humanities,,,omeka_6237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/bibles/artcraft,,,110119046.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unnumbered Page,,,
item,cclithumanities_hvx,,cc_lit_humanities,,,,"Ovid, 43 B.C.-17 A.D. or 18 A.D.",personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,,,,naf,http://id.loc.gov/authorities/names/n79041738,"Giovanni del Virgilio, active 1319",personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,,,,naf,http://id.loc.gov/authorities/names/nr99039732,,,,,,,,,,,,,,,,,,,,,,,,,1350,1389,inferred,between 1350 and 1389,"Dates inferred from dates inscribed on flyleaf. Moralizing annotations by Giovanni del Virgilio regarding Ovid's Metamorphoses, bound together with Petrus Berchorius' (Pierre Bersuire's) own annotations.",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,X870S.HG,,,,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/lat,Latin,,,,,,,,,,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,books,aat,http://vocab.getty.edu/aat/300028051,manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,,,,"Epic poetry, Latin",fast,http://id.worldcat.org/fast/1750168,text,,Core Curriculum: Literature Humanities,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,Italy,http://id.loc.gov/authorities/names/n79021783,,"Mythology, Classical",fast,http://id.worldcat.org/fast/1031758,,,,,,,,,,,,,,,,Moralized Ovid Ms,,,
asset,cclithumanities_hvx_002,cclithumanities_hvx,cc_lit_humanities,,,omeka_6191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MoralizedOvidMS1.jpg,filename,MoralizedOvidMS2.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Two Unnumbered Pages, Rectos",,,
asset,cclithumanities_ijt_001,cclithumanities_ijt,cc_lit_humanities,,,omeka_6274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/greekhistories/thucydides,,,110119083.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frontispiece,,,
item,cclithumanities_ijt,,cc_lit_humanities,,,,Thucydides,personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,,,,naf,http://id.loc.gov/authorities/names/n79021175,"Hobbes, Thomas, 1588-1679",personal,marcrelator,http://id.loc.gov/vocabulary/relators/trl,Translator,,,,naf,http://id.loc.gov/authorities/names/n79059190,"Harper, Charles, active 1670-1709",personal,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,Publisher,,,,naf,http://id.loc.gov/authorities/names/nr94028538,,,,,,,,,,,,,,,1676,,,1676,Thomas Hobbe's 1629 translation of Thucydides' 'History of the Peloponnesian War'.,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,LODGE 1676 T43,6197411,,Frontispiece comprised of several engraved illustrations on title page.,,,,,,,,engraving,original_format,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,,,,,,,,,,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,books,aat,http://vocab.getty.edu/aat/300028051,illustrations,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm005314,,,,,,,text,still image,Core Curriculum: Literature Humanities,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,London (England),http://id.loc.gov/authorities/names/n79005665,Charles Harper,Peloponnesian War (Greece : 431-404 B.C.),fast,http://id.worldcat.org/fast/1353967,,,,,,,"Archidamos, III, King of Sparta, approximately 400 B.C.-338 B.C.",personal,naf,http://id.loc.gov/authorities/names/n00146002,"Pericles, approximately 495 B.C.-429 B.C.",personal,naf,http://id.loc.gov/authorities/names/n50009680,,Hobbes's Thucydides,,,
asset,cclithumanities_ijt_002,cclithumanities_ijt,cc_lit_humanities,,,omeka_6275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/greekhistories/thucydides,,,110119084.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foldout  Map of Ancient Greece,,,
asset,cclithumanities_ijt_142,cclithumanities_ijt,cc_lit_humanities,,,omeka_6276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/greekhistories/thucydides,,,110119085.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pages 142-143,,,
asset,cclithumanities_iwx_001,cclithumanities_iwx,cc_lit_humanities,,,omeka_6288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/woolf/vwoolfauthor,,,110119097.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Title Page,,,
item,cclithumanities_iwx,,cc_lit_humanities,,,,"Woolf, Virginia, 1882-1941",personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,,,,naf,http://id.loc.gov/authorities/names/n79041870,Harcourt Brace & Company,corporate,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,Publisher,,,,naf,http://id.loc.gov/authorities/names/n87891397,"Crane, Hart, 1899-1932",personal,marcrelator,http://id.loc.gov/vocabulary/relators/ins,Inscriber,,,,naf,http://id.loc.gov/authorities/names/n80057229,"Tate, Allen, 1899-1979",personal,marcrelator,http://id.loc.gov/vocabulary/relators/rcp,Addressee,naf,http://id.loc.gov/authorities/names/n80044856,,,,,,,,1921,,,1921,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,PR9045 O72 M66 1921g (vault),853830,,"Inscription on title page, from Hart Crane to Allen Tate.",,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,,,,,,,,,,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,books,aat,http://vocab.getty.edu/aat/300028051,manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,,,,"Short stories, English",fast,http://id.worldcat.org/fast/1750180,text,,Core Curriculum: Literature Humanities,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,"Harcourt, Brace & Company",,,,,,,,,,,,,,,,,,,Monday Or Tuesday,,,
asset,cclithumanities_iwx_042,cclithumanities_iwx,cc_lit_humanities,,,omeka_6289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110119098.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 42,,,
asset,cclithumanities_iwy_001,cclithumanities_iwy,cc_lit_humanities,,,omeka_6286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/woolf/intro,,,110119095.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Front Cover,,,
